Игрок;Команда;Index;Минут на поле;Позиция;Голы;Передачи голевые;Голевые моменты;Голевые моменты удачные;Голевые моменты удачные. %;Голевые моменты создал;Фолы;Фолы на игроке;Голевые ошибки;Грубые ошибки;Желтые карточки;Красные карточки;Офсайды;Удары;Удары в створ;xG (ожидаемые голы);Передачи;Передачи точные. %;Передачи ключевые;Передачи ключевые точные. %;Навесы;Навесы точные. %;Передачи прогрессивные;Передачи прогрессивные точные. %;Передачи длинные;Передачи длинные точные. %;Передачи сверхдлинные;Передачи сверхдлинные точные. %;Передачи вперед в финальную треть;Передачи вперед в финальную треть точные. %;Передачи в штрафную;Передачи в штрафную точные. %;Потери;Потери мяча на своей половине;Обработки мяча неудачные;Овладевания мячом;Овладевания мячом на половине поля соперника;Ведения мяча;Единоборства;Единоборства удачные. %;Единоборства в обороне;Единоборства в обороне удачные. %;Единоборства в атаке;Единоборства в атаке удачные. %;Единоборства вверху;Единоборства вверху удачные. %;Обводки;Обводки удачные. %;Обводки в финальной трети поля;Обводки в финальной трети поля удачные. %;Отборы;Отборы удачные. %;Перехваты;Подборы;Матчей сыграно;Появление в стартовом составе;Был заменен;Вышел на замену;ТТД;ТТД удачные;ТТД удачные. %;Удары точные. %;Удары мимо;Удары перехваченные;Удары в штангу / перекладину;xA (ожидаемые передачи);xGPS (xG на удар);xGPG (xG на гол);xGC (конверсия xG);xGT (xG при игроке на поле);xGOPP (xG соперника при игроке на поле);NxG (чистый xG. разница xGT - xGOPP);xGD (оборонительный xG);xGDPS (оборонительный xG на удар);Передачи точные;Передачи ключевые точные;Навесы точные;Передачи прогрессивные точные;Передачи длинные точные;Передачи сверхдлинные точные;Передачи вперед в финальную треть точные;Передачи в штрафную точные;Единоборства удачные;Единоборства в обороне удачные;Единоборства в атаке удачные;Единоборства вверху удачные;Обводки удачные;Обводки в финальной трети поля удачные;Отборы удачные
Егор Голенков;Ростов;227;72;Ф Ц;1.00;-;1.00;1.00;100 %;-;2.00;-;-;-;-;-;1.00;1.00;1.00;0.92;15.00;87 %;-;-;-;-;1.00;100 %;-;-;-;-;-;-;-;-;11.00;1.00;-;-;-;-;24.00;38 %;2.00;50 %;22.00;36 %;13.00;38 %;-;-;-;-;-;-;1.00;1.00;1;1.00;1.00;-;42.00;25.00;60 %;100 %;-;-;-;0.09;0.92;0.92;1.9;1.51;0.33;1.18;-;-;13.00;-;-;1.00;-;-;-;-;9.00;1.00;8.00;5.00;-;-;-
Иван Игнатьев;Сочи;174;72;Ф Ц;-;-;-;-;-;-;1.00;-;-;-;-;-;3.00;-;-;-;10.00;80 %;-;-;-;-;1.00;100 %;-;-;-;-;-;-;-;-;9.00;-;-;-;-;-;12.00;17 %;1.00;0 %;11.00;18 %;7.00;14 %;1.00;0 %;1.00;0 %;-;-;1.00;1.00;1;1.00;1.00;-;25.00;13.00;52 %;-;-;-;-;-;-;-;-;0.30;0.91;-0.61;-;-;8.00;-;-;1.00;-;-;-;-;2.00;-;2.00;1.00;-;-;-
Максим Кузьмин;Балтика;179;72;Ф ПЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;1.00;0.01;22.00;64 %;1.00;0 %;4.00;25 %;5.00;60 %;1.00;0 %;-;-;3.00;33 %;5.00;0 %;10.00;1.00;3.00;1.00;1.00;-;10.00;20 %;2.00;50 %;8.00;13 %;3.00;0 %;2.00;0 %;1.00;0 %;1.00;100 %;1.00;1.00;1;1.00;1.00;-;38.00;19.00;50 %;100 %;-;-;-;-;0.01;-;0.00;0.33;1.51;-1.18;0.05;0.05;14.00;-;1.00;3.00;-;-;1.00;-;2.00;1.00;1.00;-;-;-;1.00
Бернард Бериша;ФК Ахмат;204;70;П Л;-;-;1.00;-;0 %;1.00;3.00;-;-;-;-;-;1.00;1.00;1.00;0.04;21.00;76 %;-;-;1.00;0 %;6.00;50 %;2.00;50 %;-;-;2.00;0 %;4.00;50 %;11.00;3.00;-;7.00;2.00;3.00;16.00;38 %;10.00;50 %;6.00;17 %;1.00;100 %;2.00;0 %;-;-;10.00;50 %;4.00;4.00;1;1.00;1.00;-;51.00;36.00;71 %;100 %;-;-;-;0.29;0.04;-;0.00;1.71;0.81;0.90;-;-;16.00;-;-;3.00;1.00;-;-;2.00;6.00;5.00;1.00;1.00;-;-;5.00
Алексей Каштанов;Урал Екатеринбург;194;70;Ф Ц;-;-;2.00;-;0 %;-;-;-;-;-;-;-;-;1.00;1.00;0.08;18.00;61 %;-;-;-;-;2.00;100 %;-;-;-;-;-;-;-;-;13.00;3.00;2.00;2.00;-;-;23.00;43 %;3.00;67 %;20.00;40 %;17.00;59 %;1.00;0 %;1.00;0 %;-;-;4.00;-;1;1.00;1.00;-;48.00;26.00;54 %;100 %;-;-;-;0.17;0.08;-;0.00;0.78;0.54;0.24;-;-;11.00;-;-;2.00;-;-;-;-;10.00;2.00;8.00;10.00;-;-;-
Вендел;Зенит;277;70;ЗП ПЦ;-;2.00;-;-;-;2.00;1.00;4.00;-;-;1.00;-;-;-;-;-;52.00;90 %;2.00;100 %;1.00;100 %;10.00;70 %;1.00;100 %;-;-;5.00;100 %;2.00;100 %;7.00;2.00;3.00;4.00;1.00;2.00;16.00;63 %;2.00;0 %;14.00;71 %;1.00;0 %;9.00;78 %;3.00;67 %;-;-;3.00;5.00;1;1.00;1.00;-;81.00;67.00;83 %;-;-;-;-;0.89;-;-;-;1.17;0.55;0.62;-;-;47.00;2.00;1.00;7.00;1.00;-;5.00;2.00;10.00;-;10.00;-;7.00;2.00;-
Брайан Эзекуэль Мансилья;Оренбург;201;69;АП Л;-;-;-;-;-;1.00;-;1.00;-;-;-;-;-;1.00;-;0.03;41.00;71 %;1.00;100 %;5.00;20 %;4.00;50 %;5.00;40 %;1.00;0 %;1.00;0 %;5.00;20 %;8.00;-;-;2.00;-;2.00;13.00;38 %;3.00;67 %;10.00;30 %;3.00;33 %;3.00;0 %;1.00;0 %;-;-;2.00;4.00;1;1.00;1.00;-;63.00;42.00;67 %;0 %;1.00;-;-;0.37;0.03;-;0.00;0.53;0.21;0.32;-;-;29.00;1.00;1.00;2.00;2.00;-;-;1.00;5.00;2.00;3.00;1.00;-;-;-
Владимир Обухов;Оренбург;182;69;Ф Ц;-;-;-;-;-;-;-;2.00;-;-;-;-;-;-;-;-;17.00;76 %;-;-;-;-;1.00;100 %;-;-;-;-;-;-;-;-;3.00;-;-;-;-;1.00;10.00;20 %;2.00;50 %;8.00;13 %;4.00;0 %;3.00;33 %;2.00;0 %;2.00;50 %;1.00;2.00;1;1.00;1.00;-;31.00;19.00;61 %;-;-;-;-;0.03;-;-;-;0.53;0.21;0.32;-;-;13.00;-;-;1.00;-;-;-;-;2.00;1.00;1.00;-;1.00;-;1.00
Гедеон Гузина;Балтика;188;68;Ф ЛЦ;-;-;-;-;-;-;2.00;1.00;-;-;1.00;-;2.00;1.00;1.00;0.04;15.00;80 %;-;-;-;-;1.00;100 %;-;-;-;-;-;-;1.00;100 %;13.00;2.00;1.00;1.00;-;1.00;17.00;29 %;1.00;0 %;16.00;31 %;9.00;11 %;-;-;-;-;-;-;2.00;3.00;1;1.00;1.00;-;40.00;24.00;60 %;100 %;-;-;-;0.07;0.04;-;0.00;0.33;1.51;-1.18;-;-;12.00;-;-;1.00;-;-;-;1.00;5.00;-;5.00;1.00;-;-;-
Кади Иури Борхес Малиновский;ФК Краснодар;290;68;ЗП ПЦ;1.00;-;2.00;1.00;50 %;1.00;-;4.00;-;-;-;-;-;1.00;1.00;0.22;31.00;68 %;3.00;33 %;2.00;0 %;9.00;56 %;5.00;40 %;1.00;100 %;10.00;50 %;9.00;22 %;10.00;1.00;2.00;4.00;3.00;2.00;16.00;69 %;7.00;71 %;9.00;67 %;-;-;5.00;80 %;3.00;67 %;1.00;100 %;3.00;6.00;1;1.00;1.00;-;61.00;44.00;72 %;100 %;-;-;-;0.43;0.22;0.22;4.55;0.81;1.71;-0.90;-;-;21.00;1.00;-;5.00;2.00;1.00;5.00;2.00;11.00;5.00;6.00;-;4.00;2.00;1.00
Виктор Мозес;Спартак Москва;243;68;П ПЦ;-;-;-;-;-;-;3.00;3.00;-;-;-;-;-;-;-;-;36.00;89 %;-;-;-;-;4.00;75 %;-;-;-;-;4.00;100 %;-;-;3.00;-;-;2.00;2.00;7.00;15.00;53 %;6.00;50 %;9.00;56 %;-;-;4.00;50 %;1.00;0 %;-;-;2.00;4.00;1;1.00;1.00;-;64.00;53.00;83 %;-;-;-;-;-;-;-;-;0.91;0.30;0.61;-;-;32.00;-;-;3.00;-;-;4.00;-;8.00;3.00;5.00;-;2.00;-;-
Сергей Петров;ФК Краснодар;253;68;ЗЛ;-;-;-;-;-;-;-;2.00;-;1.00;-;-;-;-;-;-;54.00;93 %;-;-;2.00;50 %;5.00;100 %;-;-;-;-;5.00;100 %;6.00;67 %;1.00;-;-;5.00;1.00;1.00;9.00;78 %;7.00;71 %;2.00;100 %;2.00;100 %;1.00;100 %;-;-;2.00;0 %;5.00;6.00;1;1.00;1.00;-;76.00;70.00;92 %;-;-;-;-;-;-;-;-;0.81;1.71;-0.90;0.04;0.04;50.00;-;1.00;5.00;-;-;5.00;4.00;7.00;5.00;2.00;2.00;1.00;-;-
Роша;ЦСКА Москва;248;67;З Ц;-;-;1.00;-;0 %;-;2.00;4.00;1.00;1.00;1.00;1.00;-;1.00;1.00;0.14;47.00;81 %;-;-;-;-;15.00;80 %;1.00;100 %;-;-;10.00;60 %;3.00;67 %;5.00;2.00;-;7.00;1.00;1.00;22.00;86 %;16.00;88 %;6.00;83 %;9.00;100 %;2.00;100 %;-;-;1.00;100 %;2.00;8.00;1;1.00;-;-;81.00;69.00;85 %;100 %;-;-;-;-;0.14;-;0.00;0.44;1.70;-1.26;-;-;38.00;-;-;12.00;1.00;-;6.00;2.00;19.00;14.00;5.00;9.00;2.00;-;1.00
Вильсон Изидор;Зенит;246;66;АП П;1.00;-;1.00;1.00;100 %;-;1.00;1.00;-;-;-;-;-;1.00;1.00;0.08;13.00;62 %;-;-;3.00;0 %;3.00;100 %;-;-;-;-;1.00;100 %;1.00;0 %;8.00;3.00;1.00;2.00;1.00;-;9.00;22 %;1.00;0 %;8.00;25 %;2.00;0 %;2.00;50 %;2.00;50 %;1.00;0 %;2.00;4.00;1;1.00;1.00;-;30.00;17.00;57 %;100 %;-;-;-;-;0.08;0.08;12.50;1.17;0.55;0.62;-;-;8.00;-;-;3.00;-;-;1.00;-;2.00;-;2.00;-;1.00;1.00;-
Клаудиньо;Зенит;283;66;АП Ц;1.00;-;1.00;1.00;100 %;-;-;3.00;-;-;-;-;-;1.00;1.00;0.20;54.00;91 %;-;-;-;-;5.00;60 %;-;-;-;-;2.00;50 %;-;-;4.00;1.00;-;4.00;2.00;-;12.00;50 %;8.00;50 %;4.00;50 %;1.00;0 %;2.00;100 %;2.00;100 %;3.00;100 %;5.00;6.00;1;1.00;1.00;-;78.00;67.00;86 %;100 %;-;-;-;-;0.20;0.20;5.00;1.17;0.55;0.62;-;-;49.00;-;-;3.00;-;-;1.00;-;6.00;4.00;2.00;-;2.00;2.00;3.00
Максим Глушенков;Локомотив Москва;229;65;АП Ц;-;-;-;-;-;1.00;-;1.00;-;-;-;-;1.00;1.00;-;0.12;32.00;63 %;3.00;33 %;1.00;100 %;3.00;33 %;-;-;-;-;1.00;0 %;5.00;20 %;13.00;1.00;1.00;1.00;-;2.00;11.00;55 %;2.00;100 %;9.00;44 %;1.00;0 %;4.00;75 %;1.00;0 %;2.00;100 %;2.00;-;1;1.00;1.00;-;49.00;30.00;61 %;0 %;-;1.00;-;0.18;0.12;-;0.00;0.21;0.53;-0.32;-;-;20.00;1.00;1.00;1.00;-;-;-;1.00;6.00;2.00;4.00;-;3.00;-;2.00
Евгений Марков;Факел Воронеж;183;65;Ф Ц;-;-;1.00;-;0 %;1.00;3.00;2.00;-;-;-;-;-;2.00;-;0.10;16.00;63 %;-;-;-;-;2.00;0 %;-;-;-;-;3.00;33 %;1.00;100 %;8.00;1.00;2.00;1.00;-;1.00;16.00;44 %;4.00;50 %;12.00;42 %;11.00;36 %;-;-;-;-;1.00;100 %;2.00;4.00;1;1.00;1.00;-;43.00;24.00;56 %;0 %;-;2.00;-;-;0.05;-;0.00;0.52;0.78;-0.26;-;-;10.00;-;-;-;-;-;1.00;1.00;7.00;2.00;5.00;4.00;-;-;1.00
Сергей Пиняев;Локомотив Москва;201;65;АП П;-;-;-;-;-;-;1.00;1.00;-;-;-;-;-;1.00;-;0.03;16.00;63 %;-;-;2.00;0 %;4.00;50 %;-;-;-;-;2.00;100 %;2.00;0 %;4.00;1.00;1.00;2.00;-;1.00;17.00;47 %;6.00;33 %;11.00;55 %;5.00;40 %;5.00;40 %;2.00;50 %;2.00;50 %;2.00;4.00;1;1.00;1.00;-;42.00;25.00;60 %;0 %;1.00;-;-;0.04;0.03;-;0.00;0.21;0.53;-0.32;-;-;10.00;-;-;2.00;-;-;2.00;-;8.00;2.00;6.00;2.00;2.00;1.00;1.00
Вячеслав Якимов;Факел Воронеж;173;65;ЗП ЛЦ;-;-;-;-;-;-;1.00;-;-;-;-;-;1.00;-;-;-;28.00;68 %;-;-;1.00;0 %;6.00;33 %;-;-;-;-;2.00;100 %;4.00;25 %;6.00;1.00;-;2.00;1.00;1.00;13.00;38 %;6.00;33 %;7.00;43 %;5.00;40 %;1.00;0 %;1.00;0 %;3.00;33 %;4.00;5.00;1;1.00;1.00;-;51.00;34.00;67 %;-;-;-;-;0.03;-;-;-;0.52;0.78;-0.26;-;-;19.00;-;-;2.00;-;-;2.00;1.00;5.00;2.00;3.00;2.00;-;-;1.00
Кирилл Набабкин;ЦСКА Москва;204;64;З ПЦ;-;-;1.00;-;0 %;-;1.00;-;-;-;-;-;-;-;-;-;22.00;91 %;-;-;-;-;2.00;100 %;-;-;-;-;3.00;100 %;1.00;100 %;3.00;1.00;1.00;2.00;-;-;3.00;67 %;2.00;100 %;1.00;0 %;1.00;0 %;-;-;-;-;-;-;3.00;2.00;1;1.00;1.00;-;31.00;27.00;87 %;-;-;-;-;-;-;-;-;0.44;1.70;-1.26;-;-;20.00;-;-;2.00;-;-;3.00;1.00;2.00;2.00;-;-;-;-;-
Кики;Урал Екатеринбург;250;63;ЗЛ;-;-;-;-;-;1.00;-;-;-;-;-;-;-;1.00;-;0.04;36.00;69 %;1.00;100 %;2.00;100 %;7.00;29 %;2.00;0 %;-;-;7.00;43 %;7.00;86 %;7.00;1.00;-;1.00;1.00;2.00;9.00;89 %;6.00;83 %;3.00;100 %;3.00;67 %;-;-;-;-;4.00;100 %;1.00;5.00;1;1.00;1.00;-;55.00;42.00;76 %;0 %;-;1.00;-;-;0.04;-;0.00;0.78;0.38;0.40;-;-;25.00;1.00;2.00;2.00;-;-;3.00;6.00;8.00;5.00;3.00;2.00;-;-;4.00
Денис Макаров;Динамо Москва;201;63;АП П;-;-;1.00;-;0 %;1.00;-;2.00;-;-;-;-;-;2.00;-;0.15;24.00;71 %;1.00;100 %;2.00;0 %;3.00;33 %;1.00;0 %;-;-;2.00;0 %;2.00;0 %;7.00;1.00;-;4.00;3.00;4.00;11.00;36 %;3.00;33 %;8.00;38 %;3.00;0 %;3.00;67 %;1.00;100 %;1.00;100 %;6.00;2.00;1;1.00;1.00;-;49.00;33.00;67 %;0 %;-;2.00;-;-;0.07;-;0.00;0.84;1.8;-0.24;-;-;17.00;1.00;-;1.00;-;-;-;-;4.00;1.00;3.00;-;2.00;1.00;1.00
Александр Юшин;Урал Екатеринбург;236;63;АП П;-;-;1.00;-;0 %;-;-;-;-;-;-;-;-;4.00;3.00;0.26;17.00;82 %;-;-;2.00;0 %;2.00;50 %;1.00;100 %;-;-;-;-;2.00;0 %;7.00;1.00;1.00;1.00;-;1.00;12.00;58 %;5.00;60 %;7.00;57 %;2.00;0 %;2.00;50 %;2.00;50 %;-;-;1.00;2.00;1;1.00;1.00;-;38.00;28.00;74 %;75 %;-;1.00;-;0.11;0.07;-;0.00;0.78;0.38;0.40;-;-;14.00;-;-;1.00;1.00;-;-;-;7.00;3.00;4.00;-;1.00;1.00;-
Джоэль Фамейе;Рубин Казань;198;61;АП ПЦ;-;-;1.00;-;0 %;-;1.00;1.00;-;-;-;-;1.00;2.00;-;0.35;13.00;77 %;-;-;2.00;0 %;1.00;100 %;1.00;100 %;-;-;1.00;100 %;1.00;0 %;5.00;2.00;-;1.00;-;-;5.00;40 %;2.00;50 %;3.00;33 %;3.00;33 %;-;-;-;-;-;-;2.00;-;1;1.00;1.00;-;22.00;14.00;64 %;0 %;2.00;-;-;0.14;0.17;-;0.00;0.53;0.97;-0.44;-;-;10.00;-;-;1.00;1.00;-;1.00;-;2.00;1.00;1.00;1.00;-;-;-
Алексей Миронов;Ростов;237;61;П ЛЦ;-;1.00;-;-;-;-;1.00;1.00;-;-;-;-;-;-;-;-;25.00;80 %;1.00;100 %;1.00;0 %;4.00;50 %;1.00;100 %;-;-;2.00;50 %;1.00;0 %;1.00;-;-;5.00;3.00;-;6.00;83 %;3.00;67 %;3.00;100 %;-;-;1.00;100 %;-;-;1.00;100 %;3.00;8.00;1;1.00;1.00;-;42.00;36.00;86 %;-;-;-;-;0.92;-;-;-;1.51;0.22;1.29;-;-;20.00;1.00;-;2.00;1.00;-;1.00;-;5.00;2.00;3.00;-;1.00;-;1.00
Илья Вахания;Ростов;234;61;З П;-;-;-;-;-;1.00;-;-;-;-;-;-;-;1.00;1.00;0.07;22.00;73 %;1.00;100 %;2.00;50 %;4.00;25 %;-;-;-;-;4.00;25 %;6.00;83 %;5.00;1.00;1.00;-;-;1.00;10.00;50 %;6.00;50 %;4.00;50 %;3.00;0 %;-;-;-;-;2.00;50 %;2.00;4.00;1;1.00;1.00;-;42.00;30.00;71 %;100 %;-;-;-;0.39;0.07;-;0.00;1.51;0.22;1.29;-;-;16.00;1.00;1.00;1.00;-;-;1.00;5.00;5.00;3.00;2.00;-;-;-;1.00
Амир Батырев;Сочи;195;59;ЗП ПЦ;-;-;-;-;-;-;-;3.00;-;1.00;1.00;-;-;-;-;-;23.00;74 %;1.00;0 %;-;-;4.00;50 %;1.00;100 %;-;-;3.00;33 %;2.00;100 %;6.00;1.00;-;-;-;-;7.00;57 %;4.00;50 %;3.00;67 %;-;-;1.00;100 %;-;-;4.00;50 %;3.00;6.00;1;1.00;1.00;-;39.00;30.00;77 %;-;-;-;-;0.26;-;-;-;0.30;0.89;-0.59;-;-;17.00;-;-;2.00;1.00;-;1.00;2.00;4.00;2.00;2.00;-;1.00;-;2.00
Светослав Светозаров Ковачев;ФК Ахмат;226;58;П П;-;1.00;-;-;-;1.00;2.00;-;-;-;-;-;-;1.00;1.00;0.01;12.00;67 %;1.00;100 %;2.00;50 %;4.00;50 %;1.00;0 %;-;-;2.00;100 %;2.00;50 %;2.00;-;-;4.00;1.00;2.00;9.00;44 %;8.00;50 %;1.00;0 %;-;-;-;-;-;-;5.00;60 %;3.00;2.00;1;1.00;1.00;-;29.00;20.00;69 %;100 %;-;-;-;0.32;0.01;-;0.00;1.48;0.70;0.78;-;-;8.00;1.00;1.00;2.00;-;-;2.00;1.00;4.00;4.00;-;-;-;-;3.00
Артём Тимофеев;ФК Ахмат;209;58;ЗП ЛЦ;-;-;-;-;-;-;2.00;-;-;1.00;-;-;-;-;-;-;25.00;60 %;-;-;-;-;7.00;14 %;2.00;0 %;-;-;3.00;0 %;1.00;0 %;9.00;4.00;-;6.00;2.00;-;12.00;58 %;7.00;71 %;5.00;40 %;2.00;100 %;-;-;-;-;2.00;50 %;7.00;3.00;1;1.00;1.00;-;47.00;32.00;68 %;-;-;-;-;0.12;-;-;-;1.48;0.70;0.78;0.05;0.05;15.00;-;-;1.00;-;-;-;-;7.00;5.00;2.00;2.00;-;-;1.00
Артём Карпукас;Локомотив Москва;188;56;ЗП ЛЦ;-;-;-;-;-;-;1.00;1.00;-;1.00;-;-;-;-;-;-;27.00;78 %;-;-;-;-;4.00;75 %;1.00;0 %;-;-;1.00;100 %;1.00;0 %;2.00;2.00;-;3.00;1.00;1.00;8.00;50 %;5.00;40 %;3.00;67 %;1.00;100 %;1.00;100 %;1.00;100 %;2.00;0 %;4.00;4.00;1;1.00;1.00;-;44.00;34.00;77 %;-;-;-;-;-;-;-;-;0.21;0.51;-0.30;-;-;21.00;-;-;3.00;-;-;1.00;-;4.00;2.00;2.00;1.00;1.00;1.00;-
Ан. Миранчук;Локомотив Москва;201;56;АП Л;-;-;-;-;-;-;2.00;1.00;-;-;-;-;-;1.00;1.00;0.04;27.00;78 %;-;-;1.00;0 %;7.00;71 %;1.00;0 %;-;-;2.00;100 %;5.00;60 %;6.00;1.00;-;-;-;3.00;10.00;30 %;4.00;75 %;6.00;0 %;1.00;0 %;-;-;-;-;3.00;100 %;1.00;3.00;1;1.00;1.00;-;45.00;32.00;71 %;100 %;-;-;-;0.12;0.04;-;0.00;0.21;0.51;-0.30;-;-;21.00;-;-;5.00;-;-;2.00;3.00;3.00;3.00;-;-;-;-;3.00
Данил Аносов;Сочи;195;53;АП ПЦ;-;-;-;-;-;-;1.00;1.00;-;-;-;-;-;-;-;-;11.00;64 %;1.00;0 %;1.00;0 %;-;-;1.00;100 %;-;-;1.00;0 %;3.00;67 %;1.00;1.00;-;-;-;-;7.00;14 %;4.00;0 %;3.00;33 %;1.00;0 %;-;-;-;-;4.00;0 %;1.00;-;1;-;-;1.00;19.00;9.00;47 %;-;-;-;-;0.63;-;-;-;0.93;1.23;-0.30;-;-;7.00;-;-;-;1.00;-;-;2.00;1.00;-;1.00;-;-;-;-
Данил Пруцев;Спартак Москва;219;53;П ЛЦ;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;-;30.00;90 %;-;-;-;-;9.00;78 %;-;-;-;-;2.00;50 %;1.00;0 %;4.00;1.00;-;4.00;2.00;-;12.00;33 %;5.00;60 %;7.00;14 %;1.00;100 %;1.00;0 %;1.00;0 %;2.00;100 %;5.00;3.00;1;-;-;1.00;50.00;39.00;78 %;-;-;-;-;0.03;-;-;-;1.23;0.93;0.30;-;-;27.00;-;-;7.00;-;-;1.00;-;4.00;3.00;1.00;1.00;-;-;2.00
Кирилл Заика;Сочи;230;53;ЗП П;-;-;-;-;-;1.00;1.00;-;-;1.00;-;-;1.00;-;-;-;13.00;69 %;1.00;100 %;1.00;100 %;4.00;50 %;1.00;0 %;1.00;0 %;1.00;0 %;2.00;50 %;6.00;2.00;-;3.00;-;3.00;9.00;56 %;4.00;50 %;5.00;60 %;-;-;2.00;50 %;1.00;0 %;3.00;33 %;2.00;-;1;-;-;1.00;27.00;19.00;70 %;-;-;-;-;-;-;-;-;0.93;1.23;-0.30;-;-;9.00;1.00;1.00;2.00;-;-;-;1.00;5.00;2.00;3.00;-;1.00;-;1.00
Аббосбек Файзуллаев;ЦСКА Москва;251;52;П Л;-;1.00;2.00;-;0 %;3.00;-;2.00;-;-;-;-;-;3.00;-;0.53;16.00;81 %;3.00;67 %;-;-;5.00;60 %;-;-;-;-;3.00;67 %;4.00;100 %;2.00;1.00;1.00;1.00;1.00;3.00;9.00;44 %;5.00;20 %;4.00;75 %;1.00;0 %;2.00;50 %;-;-;4.00;25 %;1.00;5.00;1;-;-;1.00;38.00;26.00;68 %;0 %;1.00;1.00;1.00;0.65;0.18;-;0.00;1.51;0.62;0.89;-;-;13.00;2.00;-;3.00;-;-;2.00;4.00;4.00;1.00;3.00;-;1.00;-;1.00
Максим Мухин;ЦСКА Москва;205;52;ЗП ПЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;-;0.05;21.00;90 %;-;-;1.00;0 %;2.00;50 %;-;-;-;-;1.00;100 %;1.00;0 %;2.00;1.00;-;2.00;1.00;4.00;10.00;40 %;5.00;40 %;5.00;40 %;2.00;50 %;3.00;33 %;2.00;50 %;2.00;50 %;-;3.00;1;-;-;1.00;39.00;30.00;77 %;0 %;1.00;-;-;0.02;0.05;-;0.00;1.51;0.62;0.89;0.03;0.03;19.00;-;-;1.00;-;-;1.00;-;4.00;2.00;2.00;1.00;1.00;1.00;1.00
Жуниор Хосе Коррейа;Пари Нижний Новгород;186;51;Ф ЛЦ;-;-;-;-;-;-;1.00;2.00;-;-;-;-;1.00;1.00;-;0.03;7.00;57 %;-;-;-;-;1.00;100 %;-;-;-;-;-;-;-;-;7.00;1.00;1.00;2.00;2.00;-;13.00;54 %;3.00;33 %;10.00;60 %;4.00;50 %;3.00;67 %;3.00;67 %;-;-;-;2.00;1;-;-;1.00;24.00;13.00;54 %;0 %;1.00;-;-;0.02;0.03;-;0.00;0.64;0.17;0.47;-;-;4.00;-;-;1.00;-;-;-;-;7.00;1.00;6.00;2.00;2.00;2.00;-
Виктор Алехандро Давила Савала;ЦСКА Москва;192;51;АП ПЦ;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;-;18.00;67 %;-;-;1.00;0 %;4.00;75 %;-;-;-;-;-;-;5.00;20 %;4.00;-;1.00;2.00;1.00;1.00;13.00;38 %;6.00;50 %;7.00;29 %;2.00;100 %;1.00;0 %;-;-;3.00;33 %;1.00;1.00;1;1.00;1.00;-;35.00;20.00;57 %;-;-;-;-;-;-;-;-;0.18;1.63;-1.45;-;-;12.00;-;-;3.00;-;-;-;1.00;5.00;3.00;2.00;2.00;-;-;1.00
Константин Кучаев;ЦСКА Москва;186;51;ЗП ЛЦ;-;-;-;-;-;1.00;-;-;1.00;1.00;-;-;-;1.00;1.00;0.04;14.00;71 %;1.00;100 %;1.00;0 %;2.00;50 %;1.00;100 %;-;-;1.00;100 %;1.00;100 %;5.00;3.00;1.00;1.00;1.00;-;4.00;0 %;2.00;0 %;2.00;0 %;1.00;0 %;2.00;0 %;1.00;0 %;-;-;3.00;3.00;1;1.00;1.00;-;26.00;17.00;65 %;100 %;-;-;-;-;0.04;-;0.00;0.18;1.63;-1.45;-;-;10.00;1.00;-;1.00;1.00;-;1.00;1.00;-;-;-;-;-;-;-
Гилерме Счеттине;Урал Екатеринбург;200;51;Ф Ц;-;-;2.00;-;0 %;1.00;-;2.00;-;-;-;-;-;3.00;1.00;0.38;13.00;77 %;-;-;-;-;4.00;75 %;2.00;100 %;-;-;4.00;75 %;-;-;5.00;-;-;2.00;2.00;-;12.00;58 %;1.00;100 %;11.00;55 %;6.00;50 %;1.00;100 %;-;-;-;-;1.00;1.00;1;-;-;1.00;30.00;20.00;67 %;33 %;2.00;-;-;-;0.13;-;0.00;0.78;0.26;0.52;-;-;10.00;-;-;3.00;2.00;-;3.00;-;7.00;1.00;6.00;3.00;1.00;-;-
Дмитрий Живоглядов;Пари Нижний Новгород;205;51;ЗП П;-;-;-;-;-;-;-;-;-;1.00;-;-;-;-;-;-;20.00;90 %;-;-;-;-;5.00;60 %;1.00;0 %;-;-;-;-;-;-;2.00;-;-;2.00;1.00;-;7.00;43 %;5.00;40 %;2.00;50 %;-;-;2.00;50 %;1.00;0 %;5.00;40 %;3.00;1.00;1;-;-;1.00;31.00;25.00;81 %;-;-;-;-;0.05;-;-;-;0.64;0.17;0.47;-;-;18.00;-;-;3.00;-;-;-;-;3.00;2.00;1.00;-;1.00;-;2.00
