Игрок;Команда;Index;Минут на поле;Позиция;Голы;Передачи голевые;Голевые моменты;Голевые моменты удачные;Голевые моменты удачные. %;Голевые моменты создал;Фолы;Фолы на игроке;Голевые ошибки;Грубые ошибки;Желтые карточки;Красные карточки;Офсайды;Удары;Удары в створ;xG (ожидаемые голы);Передачи;Передачи точные. %;Передачи ключевые;Передачи ключевые точные. %;Навесы;Навесы точные. %;Передачи прогрессивные;Передачи прогрессивные точные. %;Передачи длинные;Передачи длинные точные. %;Передачи сверхдлинные;Передачи сверхдлинные точные. %;Передачи вперед в финальную треть;Передачи вперед в финальную треть точные. %;Передачи в штрафную;Передачи в штрафную точные. %;Потери;Потери мяча на своей половине;Обработки мяча неудачные;Овладевания мячом;Овладевания мячом на половине поля соперника;Ведения мяча;Единоборства;Единоборства удачные. %;Единоборства в обороне;Единоборства в обороне удачные. %;Единоборства в атаке;Единоборства в атаке удачные. %;Единоборства вверху;Единоборства вверху удачные. %;Обводки;Обводки удачные. %;Обводки в финальной трети поля;Обводки в финальной трети поля удачные. %;Отборы;Отборы удачные. %;Перехваты;Подборы;Матчей сыграно;Появление в стартовом составе;Был заменен;Вышел на замену;ТТД;ТТД удачные;ТТД удачные. %;Удары точные. %;Удары мимо;Удары перехваченные;Удары в штангу / перекладину;xA (ожидаемые передачи);xGPS (xG на удар);xGPG (xG на гол);xGC (конверсия xG);xGT (xG при игроке на поле);xGOPP (xG соперника при игроке на поле);NxG (чистый xG. разница xGT - xGOPP);xGD (оборонительный xG);xGDPS (оборонительный xG на удар);Передачи точные;Передачи ключевые точные;Навесы точные;Передачи прогрессивные точные;Передачи длинные точные;Передачи сверхдлинные точные;Передачи вперед в финальную треть точные;Передачи в штрафную точные;Единоборства удачные;Единоборства в обороне удачные;Единоборства в атаке удачные;Единоборства вверху удачные;Обводки удачные;Обводки в финальной трети поля удачные;Отборы удачные
Артём Макарчук;Сочи;214;90;ЗП Л;-;-;0.12;-;0 %;0.37;0.98;0.61;0.12;0.37;-;-;0.12;0.37;-;0.02;42.66;80 %;0.61;60 %;3.32;22 %;5.41;59 %;0.98;50 %;0.25;50 %;2.34;63 %;3.69;53 %;5.16;1.48;0.37;3.57;1.11;2.21;9.96;48 %;6.2;53 %;3.93;41 %;3.20;46 %;1.35;45 %;0.61;40 %;2.21;67 %;4.30;5.29;8;0.98;0.25;-;65.16;50.78;78 %;0 %;0.37;-;-;0.17;0.05;-;0.00;1.1;1.5;-0.04;0.00;0.02;34.18;0.37;0.74;3.20;0.49;0.12;1.48;1.97;4.80;3.20;1.60;1.48;0.61;0.25;1.48
Денис Макаров;Динамо Москва;224;90;АП П;0.62;-;1.25;0.62;50 %;1.25;1.25;1.67;-;0.42;0.62;-;0.83;2.71;0.62;0.25;29.38;67 %;1.46;71 %;3.75;28 %;7.29;54 %;0.83;50 %;0.21;0 %;3.75;50 %;5.83;43 %;11.25;1.46;1.46;2.92;1.46;2.71;17.71;41 %;6.4;34 %;11.67;45 %;3.96;32 %;5.83;54 %;2.50;58 %;3.54;35 %;3.54;4.58;8;1.4;1.4;0.62;62.50;38.75;62 %;23 %;1.25;0.83;-;0.40;0.09;0.40;2.48;1.30;1.30;0.00;0.01;0.07;19.58;1.4;1.4;3.96;0.42;-;1.88;2.50;7.29;2.8;5.21;1.25;3.12;1.46;1.25
Владислав Малькевич;Урал Екатеринбург;-;90;П Л;-;-;3.53;-;0 %;-;-;1.76;-;-;-;-;-;3.53;1.76;0.58;31.76;72 %;-;-;1.76;0 %;3.53;100 %;1.76;100 %;-;-;1.76;100 %;3.53;0 %;5.29;-;-;-;-;-;10.59;83 %;5.29;67 %;5.29;100 %;3.53;100 %;1.76;100 %;1.76;100 %;1.76;0 %;1.76;1.76;1;-;-;1.76;49.41;37.06;75 %;50 %;1.76;-;-;-;0.17;-;0.00;2.17;1.1;1.16;-;-;22.94;-;-;3.53;1.76;-;1.76;-;8.82;3.53;5.29;3.53;1.76;1.76;-
Кирилл Маляров;Балтика;220;90;ЗП П;-;-;0.60;-;0 %;0.24;0.85;0.85;0.12;0.24;0.12;-;-;1.9;0.12;0.07;49.11;73 %;0.36;33 %;2.54;29 %;12.82;52 %;1.69;43 %;0.24;100 %;8.23;49 %;7.98;55 %;6.77;0.60;0.85;3.87;0.97;2.66;11.85;54 %;5.56;63 %;6.29;46 %;3.87;44 %;1.94;69 %;1.33;64 %;3.15;69 %;5.69;6.65;9;0.97;0.36;0.12;78.02;57.58;74 %;11 %;0.60;0.36;-;0.07;0.06;-;0.00;1.6;1.35;-0.28;0.00;0.04;35.93;0.12;0.73;6.65;0.73;0.24;3.99;4.35;6.41;3.51;2.90;1.69;1.33;0.85;2.18
Артём Мамин;Урал Екатеринбург;220;90;З ПЦ;-;-;-;-;-;-;1.40;0.80;-;0.40;0.20;-;-;-;-;-;43.50;84 %;0.20;0 %;0.20;0 %;11.37;58 %;3.59;56 %;0.40;100 %;6.78;65 %;0.80;75 %;4.39;1.00;0.40;10.58;1.60;1.40;14.77;66 %;13.17;65 %;1.60;75 %;4.99;64 %;0.20;100 %;-;-;4.59;65 %;8.78;7.58;6;1.00;0.20;0.20;76.63;64.26;84 %;-;-;-;-;-;-;-;-;1.23;0.63;0.60;0.08;0.09;36.52;-;-;6.59;2.00;0.40;4.39;0.60;9.78;8.58;1.20;3.19;0.20;-;2.99
Брайан Эзекуэль Мансилья;Оренбург;223;90;АП Л;0.18;0.35;1.41;0.18;13 %;1.41;1.6;1.77;-;-;0.18;0.18;0.35;2.48;0.88;0.40;31.12;73 %;1.77;50 %;5.48;16 %;2.65;53 %;1.77;40 %;0.18;0 %;1.24;57 %;3.54;25 %;10.26;1.24;1.24;2.30;0.88;2.65;22.63;35 %;5.66;31 %;16.97;36 %;4.42;40 %;6.72;32 %;4.60;38 %;3.18;28 %;3.54;3.71;7;1.24;0.71;-;67.54;41.55;62 %;36 %;0.88;0.53;0.18;0.36;0.16;2.26;0.44;1.29;1.11;0.18;-;-;22.63;0.88;0.88;1.41;0.71;-;0.71;0.88;7.96;1.77;6.19;1.77;2.12;1.77;0.88
Густаво Мантуан;Зенит;225;90;АП Л;0.22;0.22;1.8;0.22;20 %;0.43;1.8;1.95;-;-;0.22;-;0.43;1.51;0.43;0.13;32.24;81 %;0.65;33 %;2.38;18 %;4.54;48 %;1.8;40 %;-;-;1.30;50 %;2.38;27 %;7.36;1.51;1.95;1.51;-;2.81;12.76;39 %;3.68;29 %;9.9;43 %;2.60;25 %;3.46;63 %;1.30;33 %;1.30;67 %;1.51;6.27;8;1.8;1.8;0.65;59.71;42.84;72 %;29 %;0.87;0.22;-;0.05;0.08;0.58;1.72;0.84;0.90;-0.05;-;-;26.18;0.22;0.43;2.16;0.43;-;0.65;0.65;4.98;1.8;3.89;0.65;2.16;0.43;0.87
Хуан Мануэль Бозелли Граф;Пари Нижний Новгород;-;90;П ПЦ;1.70;1.70;1.70;1.70;100 %;5.9;1.70;3.40;-;-;-;-;-;6.79;3.40;0.24;20.38;92 %;3.40;100 %;1.70;100 %;5.9;100 %;1.70;100 %;-;-;3.40;100 %;3.40;50 %;3.40;1.70;-;3.40;1.70;10.19;27.17;44 %;8.49;40 %;18.68;45 %;6.79;100 %;5.9;33 %;1.70;0 %;5.9;67 %;1.70;8.49;2;-;-;3.40;74.72;54.34;73 %;50 %;1.70;1.70;-;1.53;0.04;0.14;7.14;1.70;1.36;0.34;-;-;18.68;3.40;1.70;5.9;1.70;-;3.40;1.70;11.89;3.40;8.49;6.79;1.70;-;3.40
Константин Марадишвили;Локомотив Москва;210;90;ЗП ПЦ;0.99;-;1.98;0.99;50 %;0.99;0.99;2.97;-;-;-;-;-;2.97;1.98;0.31;22.75;87 %;-;-;-;-;5.93;67 %;-;-;-;-;1.98;100 %;0.99;0 %;3.96;0.99;-;6.92;0.99;-;14.84;40 %;5.93;50 %;8.90;33 %;0.99;0 %;1.98;0 %;-;-;4.95;60 %;6.92;6.92;5;-;-;4.95;54.40;41.54;76 %;67 %;0.99;-;-;-;0.10;0.31;3.23;1.00;1.58;-0.58;0.23;0.12;19.78;-;-;3.96;-;-;1.98;-;5.93;2.97;2.97;-;-;-;2.97
Тимофей Маргасов;Сочи;206;90;ЗП П;-;0.22;0.22;-;0 %;0.88;1.53;0.44;0.22;0.22;-;-;0.44;0.44;-;0.05;42.92;79 %;0.66;100 %;2.19;30 %;7.45;62 %;1.53;71 %;0.44;0 %;3.28;67 %;2.85;62 %;7.23;1.97;0.44;3.94;0.66;1.53;15.77;54 %;8.76;55 %;7.1;53 %;8.10;54 %;0.44;50 %;-;-;4.16;58 %;4.16;5.91;6;1.31;1.31;-;71.17;54.09;76 %;0 %;0.22;0.22;-;0.14;0.12;-;0.00;0.83;1.13;-0.30;-;-;33.94;0.66;0.66;4.60;1.9;-;2.19;1.75;8.54;4.82;3.72;4.38;0.22;-;2.41
Матео Марьянов Стаматов;Пари Нижний Новгород;209;90;ЗП Л;-;-;0.29;-;0 %;0.58;0.58;0.58;0.29;0.88;0.58;-;-;0.58;-;0.04;25.71;70 %;0.88;67 %;1.46;0 %;4.9;50 %;2.5;14 %;0.88;33 %;2.92;50 %;1.46;20 %;6.14;1.46;0.88;2.63;0.88;1.75;12.27;52 %;7.31;52 %;4.97;53 %;0.88;33 %;3.21;55 %;0.29;0 %;4.38;53 %;4.97;4.38;5;0.88;0.88;0.58;51.43;36.53;71 %;0 %;0.58;-;-;0.11;0.08;-;0.00;1.10;1.12;-0.02;0.05;0.16;18.12;0.58;-;2.5;0.29;0.29;1.46;0.29;6.43;3.80;2.63;0.29;1.75;-;2.34
Николас Марычал;Динамо Москва;224;90;З ЛЦ;-;-;-;-;-;-;0.56;0.56;0.42;0.84;0.28;0.14;-;-;-;-;39.91;90 %;0.14;0 %;-;-;6.00;65 %;1.67;58 %;0.14;100 %;3.63;62 %;0.14;0 %;2.79;1.53;-;8.9;0.42;1.95;13.95;74 %;12.42;75 %;1.53;64 %;4.5;72 %;0.56;50 %;0.14;0 %;4.19;73 %;5.44;4.88;7;0.98;-;-;67.12;59.44;89 %;-;-;-;-;-;-;-;-;1.20;1.20;0.00;0.09;0.10;35.86;-;-;3.91;0.98;0.14;2.23;-;10.33;9.35;0.98;2.93;0.28;-;3.7
Джимми Марин;Оренбург;208;90;АП П;-;0.17;0.34;-;0 %;0.51;1.20;1.2;0.17;0.34;-;-;0.51;1.20;0.17;0.09;29.72;80 %;0.51;67 %;3.93;30 %;3.76;73 %;1.20;86 %;0.17;100 %;1.37;75 %;7.00;46 %;8.20;0.85;1.2;1.2;0.34;3.76;16.91;40 %;4.78;36 %;12.13;42 %;2.56;40 %;6.15;53 %;2.73;44 %;3.42;40 %;2.22;3.76;9;0.85;0.68;0.68;58.58;40.65;69 %;14 %;1.2;-;-;0.27;0.07;-;0.00;1.16;1.50;-0.34;-;-;23.91;0.34;1.20;2.73;1.2;0.17;1.2;3.24;6.83;1.71;5.12;1.2;3.24;1.20;1.37
Евгений Марков;Факел Воронеж;190;90;Ф Ц;0.58;-;1.92;0.58;30 %;0.58;1.73;1.34;0.19;0.19;0.19;-;0.96;2.30;0.77;0.48;17.65;73 %;0.38;50 %;-;-;3.65;47 %;0.19;0 %;-;-;2.49;38 %;0.96;80 %;14.01;1.34;1.92;0.58;-;0.58;24.95;26 %;3.84;30 %;21.11;25 %;11.71;26 %;2.11;27 %;1.15;17 %;1.34;29 %;1.34;3.65;9;1.15;1.15;0.58;52.39;25.71;49 %;33 %;0.58;0.77;0.19;0.00;0.21;0.83;1.20;1.6;1.38;-0.33;0.01;0.05;12.86;0.19;-;1.73;-;-;0.96;0.77;6.52;1.15;5.37;3.7;0.58;0.19;0.38
Кристофер Мартинс Перейра;Спартак Москва;237;90;ЗП Ц;-;0.26;0.39;-;0 %;0.39;1.69;2.34;0.13;0.65;0.13;-;-;0.52;0.13;0.05;36.34;89 %;0.39;33 %;0.26;0 %;4.17;78 %;0.91;71 %;-;-;1.95;87 %;0.39;33 %;3.52;0.78;0.52;4.30;1.17;1.17;13.55;62 %;7.95;57 %;5.60;67 %;2.47;58 %;2.47;89 %;0.52;100 %;4.30;64 %;5.8;6.12;8;0.91;0.26;0.13;63.56;53.53;84 %;25 %;0.39;-;-;0.16;0.09;-;0.00;1.45;1.28;0.17;0.09;0.09;32.43;0.13;-;3.26;0.65;-;1.69;0.13;8.34;4.56;3.78;1.43;2.21;0.52;2.74
Александр Мартынович;Рубин Казань;217;90;З ПЦ;0.12;-;0.24;0.12;50 %;0.12;0.83;0.48;0.48;0.83;-;-;-;0.71;0.36;0.05;39.76;87 %;0.12;0 %;0.24;50 %;9.40;77 %;0.95;88 %;0.48;75 %;5.12;74 %;0.36;67 %;2.62;0.60;0.36;5.48;0.95;0.83;13.33;71 %;10.71;70 %;2.62;73 %;5.83;71 %;0.48;100 %;-;-;3.33;64 %;5.36;5.00;8;0.95;0.24;-;65.24;55.24;85 %;50 %;0.36;-;-;0.01;0.07;0.45;2.22;1.24;1.11;0.13;0.14;0.11;34.40;-;0.12;7.26;0.83;0.36;3.81;0.24;9.40;7.50;1.90;4.17;0.48;-;2.14
Лукас Масоэро;Пари Нижний Новгород;189;90;З ПЦ;-;-;0.31;-;0 %;-;0.31;-;0.31;0.62;0.31;-;-;-;-;-;30.72;75 %;0.31;0 %;-;-;7.45;42 %;4.3;38 %;0.31;0 %;5.59;50 %;0.62;0 %;3.41;0.93;-;4.3;0.93;0.31;16.76;54 %;13.66;52 %;3.10;60 %;4.97;50 %;1.24;50 %;-;-;3.72;42 %;5.28;5.90;4;0.93;-;0.31;59.59;44.07;74 %;-;-;-;-;0.05;-;-;-;1.34;0.90;0.44;0.03;0.05;22.97;-;-;3.10;1.55;-;2.79;-;9.00;7.14;1.86;2.48;0.62;-;1.55
Владислав Мастерной;Факел Воронеж;202;90;ЗП П;-;-;-;-;-;-;1.4;0.35;0.17;0.52;-;-;0.17;0.17;-;0.00;42.67;79 %;0.17;0 %;1.73;20 %;7.8;59 %;2.25;38 %;0.35;50 %;6.5;60 %;3.97;61 %;6.22;0.69;0.69;5.1;1.4;1.21;16.76;51 %;12.26;49 %;4.49;54 %;2.94;41 %;1.4;67 %;0.35;100 %;6.5;54 %;4.32;6.5;6;1.4;0.52;-;72.55;54.24;75 %;0 %;-;0.17;-;0.06;0.01;-;0.00;0.53;1.23;-0.69;0.02;0.05;33.51;-;0.35;4.15;0.86;0.17;3.63;2.42;8.46;6.5;2.42;1.21;0.69;0.35;3.28
Максим Максимов;Факел Воронеж;177;90;Ф ПЦ;-;-;-;-;-;0.75;0.75;0.38;-;-;-;-;-;-;-;-;20.25;69 %;1.12;100 %;0.75;0 %;4.12;55 %;0.75;50 %;-;-;2.62;71 %;3.75;40 %;10.88;2.25;0.38;0.38;0.38;0.38;19.88;36 %;2.62;57 %;17.25;33 %;10.50;39 %;-;-;-;-;1.88;60 %;0.38;3.38;5;1.12;1.12;0.75;44.62;25.12;56 %;-;-;-;-;0.21;-;-;-;0.50;0.82;-0.32;0.02;0.05;13.88;1.12;-;2.25;0.38;-;1.88;1.50;7.12;1.50;5.62;4.12;-;-;1.12
Мамаду Майга;Пари Нижний Новгород;217;90;ЗП Ц;-;-;-;-;-;-;1.97;0.62;-;0.10;0.31;-;-;0.41;-;0.02;34.84;83 %;0.10;0 %;0.21;50 %;7.36;62 %;1.66;31 %;0.31;0 %;4.46;60 %;0.21;50 %;3.84;1.97;0.52;5.50;1.45;1.4;13.89;62 %;8.40;57 %;5.50;70 %;3.11;53 %;1.66;75 %;0.31;100 %;3.53;62 %;6.64;8.50;9;0.93;0.21;-;66.36;54.12;82 %;0 %;0.31;0.10;-;0.01;0.04;-;0.00;1.10;0.89;0.21;0.04;0.04;28.82;-;0.10;4.56;0.52;-;2.70;0.10;8.61;4.77;3.84;1.66;1.24;0.31;2.18
Хесус Медина;Спартак Москва;216;90;П П;0.39;-;1.17;0.39;33 %;0.39;1.17;1.95;0.39;0.39;0.39;-;0.39;1.95;0.78;0.25;42.08;84 %;-;-;0.39;0 %;4.29;73 %;3.12;100 %;-;-;2.73;100 %;4.29;55 %;7.79;1.95;0.39;3.12;0.39;2.34;18.70;40 %;10.13;31 %;8.57;50 %;5.45;36 %;4.29;64 %;2.34;67 %;4.68;33 %;4.68;5.6;6;0.78;0.78;1.56;75.58;56.10;74 %;40 %;1.17;-;-;0.24;0.13;0.64;1.56;1.41;1.24;0.17;-;-;35.45;-;-;3.12;3.12;-;2.73;2.34;7.40;3.12;4.29;1.95;2.73;1.56;1.56
Юрий Медведев;Сочи;207;90;ЗП П;0.56;-;0.56;0.56;100 %;0.56;-;-;-;-;-;-;0.56;0.56;0.56;0.15;47.22;80 %;0.56;0 %;4.44;38 %;8.33;80 %;1.11;50 %;-;-;4.44;88 %;5.00;56 %;8.33;0.56;0.56;2.22;0.56;2.78;12.78;35 %;6.11;45 %;6.67;25 %;4.44;38 %;1.67;0 %;1.67;0 %;2.78;80 %;5.56;5.56;5;0.56;0.56;2.22;75.00;56.67;76 %;100 %;-;-;-;0.34;0.27;0.27;3.70;1.9;0.99;0.11;0.14;0.25;37.78;-;1.67;6.67;0.56;-;3.89;2.78;4.44;2.78;1.67;1.67;-;-;2.22
Виктор Мелехин;Ростов;215;90;З ПЦ;-;-;0.31;-;0 %;0.10;1.3;1.34;0.62;1.24;0.10;-;-;0.41;-;0.09;60.03;87 %;0.10;100 %;0.31;67 %;12.15;65 %;3.9;70 %;0.31;33 %;5.97;60 %;1.13;55 %;3.40;0.93;0.21;8.34;1.65;2.37;17.30;73 %;12.87;73 %;4.43;72 %;9.16;80 %;0.72;57 %;0.10;0 %;2.37;74 %;7.41;6.69;9;0.93;0.10;-;94.94;81.76;86 %;0 %;0.41;-;-;0.00;0.22;-;0.00;1.43;1.46;-0.03;0.16;0.10;52.21;0.10;0.21;7.93;2.16;0.10;3.60;0.62;12.56;9.37;3.19;7.31;0.41;-;1.75
Павел Мелешин;Спартак Москва;-;90;Ф Ц;-;-;1.00;-;0 %;-;2.00;-;-;-;1.00;-;1.00;2.00;-;0.56;8.00;50 %;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5.00;1.00;-;-;-;1.00;11.00;9 %;1.00;100 %;10.00;0 %;1.00;0 %;2.00;0 %;2.00;0 %;1.00;100 %;2.00;2.00;2;1.00;1.00;1.00;26.00;10.00;38 %;0 %;1.00;1.00;-;-;0.28;-;0.00;1.91;1.14;0.77;-;-;4.00;-;-;-;-;-;-;-;1.00;1.00;-;-;-;-;1.00
Георгий Мелкадзе;Сочи;184;90;Ф Ц;-;-;1.52;0.51;33 %;1.1;3.3;1.52;-;-;0.51;-;0.51;3.3;0.51;0.34;17.19;62 %;0.51;0 %;0.51;0 %;2.2;25 %;-;-;-;-;-;-;2.53;40 %;12.13;-;1.1;-;-;2.53;15.17;20 %;1.1;0 %;14.16;21 %;6.7;8 %;2.53;40 %;2.53;40 %;-;-;-;2.53;3;1.1;0.51;0.51;40.96;18.71;46 %;17 %;1.52;0.51;0.51;0.07;0.11;-;0.00;0.69;0.54;0.15;-;-;10.62;-;-;0.51;-;-;-;1.1;3.3;-;3.3;0.51;1.1;1.1;-
Андрей Мендель;Факел Воронеж;206;90;ЗП ПЦ;-;-;-;-;-;0.10;0.73;0.93;-;0.52;0.10;-;0.10;0.52;0.10;0.05;24.57;79 %;0.21;50 %;0.21;100 %;7.5;59 %;1.66;31 %;0.52;0 %;3.21;52 %;0.73;57 %;2.90;0.41;0.21;4.77;0.52;0.93;14.41;64 %;10.06;64 %;4.35;64 %;6.12;63 %;0.83;63 %;0.21;50 %;3.32;63 %;5.81;5.81;9;0.93;0.10;-;52.78;41.79;79 %;20 %;0.21;0.21;-;0.03;0.10;-;0.00;0.92;1.20;-0.28;0.06;0.07;19.39;0.10;0.21;4.15;0.52;-;1.66;0.41;9.23;6.43;2.80;3.84;0.52;0.10;2.7
Мендес;ЦСКА Москва;228;90;ЗП ЛЦ;-;-;-;-;-;0.29;0.58;0.87;-;0.29;0.14;-;-;0.29;-;0.01;51.01;88 %;0.29;100 %;0.87;33 %;9.13;79 %;1.30;67 %;-;-;4.64;84 %;3.4;48 %;3.48;0.72;0.14;3.33;1.45;3.4;6.52;60 %;3.19;50 %;3.33;70 %;0.58;75 %;1.16;88 %;0.43;100 %;1.88;31 %;2.46;7.68;8;1.1;0.43;0.14;71.16;61.74;87 %;0 %;0.29;-;-;0.18;0.02;-;0.00;1.19;1.28;-0.09;0.01;0.03;44.64;0.29;0.29;7.25;0.87;-;3.91;1.45;3.91;1.59;2.32;0.43;1.1;0.43;0.58
Ярослав Михайлов;Пари Нижний Новгород;200;90;П ЛЦ;-;-;-;-;-;-;0.94;1.26;-;-;-;-;-;0.31;-;0.02;33.99;88 %;-;-;-;-;5.35;82 %;0.94;67 %;0.31;100 %;2.83;78 %;0.31;100 %;6.29;2.52;1.26;2.52;1.26;0.94;12.90;32 %;6.61;38 %;6.29;25 %;2.83;22 %;1.26;50 %;0.63;0 %;2.20;29 %;2.20;5.3;7;0.63;0.63;1.57;56.96;42.48;75 %;0 %;-;0.31;-;0.08;0.05;-;0.00;0.60;0.54;0.05;0.01;0.02;29.90;-;-;4.41;0.63;0.31;2.20;0.31;4.9;2.52;1.57;0.63;0.63;-;0.63
Иван Миладинович;Сочи;205;90;З ЛЦ;-;-;0.11;-;0 %;0.22;1.23;0.79;0.34;0.79;0.22;-;-;0.67;0.11;0.09;35.01;81 %;-;-;0.22;50 %;9.20;62 %;1.68;47 %;0.22;0 %;3.93;57 %;0.45;50 %;2.81;0.67;0.45;5.61;0.45;0.90;12.23;71 %;9.76;69 %;2.47;77 %;4.94;68 %;0.56;100 %;0.11;100 %;2.58;78 %;5.50;6.40;9;1.1;0.22;-;61.50;50.27;82 %;17 %;0.34;0.11;0.11;0.02;0.13;-;0.00;0.84;1.28;-0.45;0.12;0.18;28.39;-;0.11;5.72;0.79;-;2.24;0.22;8.64;6.73;1.91;3.37;0.56;0.11;2.2
Ан. Миранчук;Локомотив Москва;226;90;АП Ц;0.40;0.20;1.21;0.40;33 %;1.61;1.21;0.81;-;-;0.20;-;-;2.42;1.41;0.23;48.63;73 %;1.61;25 %;2.2;20 %;12.11;58 %;1.82;56 %;0.20;0 %;4.84;63 %;9.48;45 %;8.48;1.41;0.61;2.62;1.21;4.4;11.70;38 %;5.4;40 %;6.66;36 %;2.83;43 %;2.22;64 %;1.1;80 %;1.82;67 %;3.23;4.64;8;1.1;0.81;0.61;75.27;53.48;71 %;58 %;0.61;0.40;-;0.48;0.10;0.57;1.74;1.38;1.13;0.24;-;-;35.72;0.40;0.40;7.6;1.1;-;3.3;4.24;4.44;2.2;2.42;1.21;1.41;0.81;1.21
Алексей Миронов;Ростов;223;90;ЗП ПЦ;0.20;0.20;0.41;0.20;50 %;0.81;1.1;1.1;0.20;0.41;0.41;-;-;1.62;0.61;0.06;54.53;85 %;0.41;100 %;1.1;0 %;9.73;71 %;3.45;76 %;-;-;5.68;64 %;6.89;50 %;4.46;1.1;0.81;3.65;1.82;0.81;7.9;69 %;3.45;59 %;3.65;78 %;0.41;100 %;1.22;83 %;0.41;50 %;2.3;70 %;3.45;8.51;6;1.1;0.41;0.20;77.23;65.07;84 %;38 %;0.41;0.61;-;0.46;0.04;0.28;3.57;1.66;1.48;0.18;0.01;0.02;46.42;0.41;-;6.89;2.64;-;3.65;3.45;4.86;2.3;2.84;0.41;1.1;0.20;1.42
Даниел Мишкич;Урал Екатеринбург;213;90;ЗП ПЦ;0.21;-;0.52;0.21;40 %;0.21;0.83;0.93;0.10;0.41;0.10;-;-;0.52;0.41;0.18;44.27;86 %;0.21;50 %;0.83;50 %;12.03;71 %;3.11;73 %;0.62;50 %;7.15;75 %;2.38;61 %;3.94;0.83;0.21;3.21;1.35;1.56;9.95;51 %;5.29;51 %;4.67;51 %;2.38;52 %;1.66;56 %;0.41;25 %;2.28;50 %;4.77;4.98;9;0.93;0.10;-;66.26;54.75;83 %;80 %;0.10;-;-;0.09;0.34;0.85;1.18;1.11;1.4;0.07;0.06;0.06;37.95;0.10;0.41;8.50;2.28;0.31;5.39;1.45;5.8;2.70;2.38;1.24;0.93;0.10;1.14
Марио Митай;Локомотив Москва;231;90;ЗЛ;-;-;-;-;-;-;1.60;1.60;1.7;2.13;-;-;-;-;-;-;62.84;87 %;-;-;2.13;75 %;4.79;56 %;1.7;0 %;-;-;4.26;63 %;2.13;75 %;4.26;1.60;-;5.86;1.60;5.33;20.77;54 %;12.25;48 %;8.52;63 %;2.66;0 %;5.86;82 %;0.53;0 %;5.86;55 %;4.26;10.12;4;0.53;-;1.60;103.31;85.74;83 %;-;-;-;-;0.21;-;-;-;1.17;1.5;0.12;-;-;54.85;-;1.60;2.66;-;-;2.66;1.60;11.18;5.86;5.33;-;4.79;-;3.20
Мохаммад Мохеби;Ростов;215;90;АП Л;-;0.17;1.38;-;0 %;0.87;0.69;1.73;-;-;0.17;-;0.35;2.42;0.35;0.21;31.50;75 %;0.69;25 %;2.8;0 %;2.8;42 %;0.69;75 %;-;-;1.21;43 %;2.77;44 %;9.52;0.69;0.87;1.38;0.52;3.12;22.33;43 %;4.15;42 %;18.17;44 %;10.38;48 %;3.81;55 %;2.8;42 %;1.4;100 %;2.60;4.85;8;0.69;0.52;0.69;67.67;44.13;65 %;14 %;1.21;0.87;-;0.07;0.09;-;0.00;1.61;1.32;0.30;-;-;23.54;0.17;-;0.87;0.52;-;0.52;1.21;9.69;1.73;7.96;5.2;2.8;0.87;1.4
Евгений Морозов;Локомотив Москва;217;90;З ПЦ;-;-;0.21;-;0 %;0.21;2.13;1.7;0.43;1.7;-;-;-;0.21;0.21;0.03;48.41;82 %;-;-;0.21;0 %;12.58;66 %;4.91;65 %;0.21;0 %;5.97;64 %;0.43;0 %;3.63;0.21;-;8.53;1.49;0.21;13.01;66 %;10.02;68 %;2.99;57 %;5.33;56 %;0.21;100 %;0.21;100 %;2.35;45 %;7.89;7.25;5;0.85;-;0.21;77.63;64.41;83 %;100 %;-;-;-;-;0.16;-;0.00;1.17;0.89;0.28;0.09;0.04;39.67;-;-;8.32;3.20;-;3.84;-;8.53;6.82;1.71;2.99;0.21;0.21;1.7
Виктор Мозес;Спартак Москва;242;90;П ЛЦ;0.25;-;0.50;0.25;50 %;0.25;1.75;3.00;-;-;-;-;-;1.25;0.25;0.15;43.25;87 %;1.25;20 %;1.00;25 %;7.75;77 %;0.50;0 %;0.25;0 %;3.75;93 %;1.25;80 %;5.50;1.50;0.50;3.00;1.25;4.50;14.50;59 %;5.50;55 %;9.00;61 %;1.50;50 %;5.25;71 %;2.25;56 %;2.00;63 %;2.75;5.75;6;1.50;1.50;-;72.75;59.50;82 %;20 %;0.75;0.25;-;0.10;0.12;0.61;1.64;1.36;1.17;0.19;0.03;0.05;37.50;0.25;0.25;6.00;-;-;3.50;1.00;8.50;3.00;5.50;0.75;3.75;1.25;1.25
Егор Мосин;Урал Екатеринбург;-;90;АП ПЦ;-;-;-;-;-;-;6.43;-;-;-;-;-;-;-;-;-;25.71;25 %;-;-;6.43;0 %;-;-;6.43;0 %;-;-;-;-;6.43;0 %;25.71;-;-;-;-;-;32.14;40 %;19.29;67 %;12.86;0 %;-;-;6.43;0 %;6.43;0 %;12.86;100 %;-;-;1;-;-;6.43;57.86;19.29;33 %;-;-;-;-;-;-;-;-;-;4.24;-4.24;-;-;6.43;-;-;-;-;-;-;-;12.86;12.86;-;-;-;-;12.86
