Игрок;Команда;Index;Минут на поле;Позиция;Голы;Передачи голевые;Голевые моменты;Голевые моменты удачные;Голевые моменты удачные. %;Голевые моменты создал;Фолы;Фолы на игроке;Голевые ошибки;Грубые ошибки;Желтые карточки;Красные карточки;Офсайды;Удары;Удары в створ;xG (ожидаемые голы);Передачи;Передачи точные. %;Передачи ключевые;Передачи ключевые точные. %;Навесы;Навесы точные. %;Передачи прогрессивные;Передачи прогрессивные точные. %;Передачи длинные;Передачи длинные точные. %;Передачи сверхдлинные;Передачи сверхдлинные точные. %;Передачи вперед в финальную треть;Передачи вперед в финальную треть точные. %;Передачи в штрафную;Передачи в штрафную точные. %;Потери;Потери мяча на своей половине;Обработки мяча неудачные;Овладевания мячом;Овладевания мячом на половине поля соперника;Ведения мяча;Единоборства;Единоборства удачные. %;Единоборства в обороне;Единоборства в обороне удачные. %;Единоборства в атаке;Единоборства в атаке удачные. %;Единоборства вверху;Единоборства вверху удачные. %;Обводки;Обводки удачные. %;Обводки в финальной трети поля;Обводки в финальной трети поля удачные. %;Отборы;Отборы удачные. %;Перехваты;Подборы;Матчей сыграно;Появление в стартовом составе;Был заменен;Вышел на замену;ТТД;ТТД удачные;ТТД удачные. %;Удары точные. %;Удары мимо;Удары перехваченные;Удары в штангу / перекладину;xA (ожидаемые передачи);xGPS (xG на удар);xGPG (xG на гол);xGC (конверсия xG);xGT (xG при игроке на поле);xGOPP (xG соперника при игроке на поле);NxG (чистый xG. разница xGT - xGOPP);xGD (оборонительный xG);xGDPS (оборонительный xG на удар);Передачи точные;Передачи ключевые точные;Навесы точные;Передачи прогрессивные точные;Передачи длинные точные;Передачи сверхдлинные точные;Передачи вперед в финальную треть точные;Передачи в штрафную точные;Единоборства удачные;Единоборства в обороне удачные;Единоборства в атаке удачные;Единоборства вверху удачные;Обводки удачные;Обводки в финальной трети поля удачные;Отборы удачные
Данил Глебов;Ростов;199;90;ЗП Ц;-;0.10;0.10;-;0 %;0.30;0.30;0.61;0.30;0.40;-;-;0.10;0.81;0.30;0.05;50.11;85 %;0.40;50 %;0.40;0 %;11.95;72 %;2.13;71 %;0.20;100 %;5.97;71 %;2.94;48 %;3.95;0.81;0.20;5.26;1.42;1.72;11.34;47 %;6.48;47 %;4.86;48 %;3.14;42 %;1.72;65 %;1.42;71 %;1.82;56 %;4.96;9.62;9;0.91;-;-;79.07;64.89;82 %;38 %;0.10;0.40;-;0.14;0.06;-;0.00;1.45;1.44;0.01;0.03;0.07;42.62;0.20;-;8.61;1.52;0.20;4.25;1.42;5.37;3.4;2.33;1.32;1.11;1.1;1.1
Кирилл Глебов;ЦСКА Москва;213;90;ЗП П;-;-;-;-;-;-;-;3.52;-;0.50;-;-;1.1;-;-;-;33.18;73 %;-;-;2.51;0 %;6.3;58 %;1.1;50 %;0.50;0 %;2.1;75 %;2.1;25 %;9.55;3.52;1.1;3.52;1.51;2.1;13.07;46 %;6.3;58 %;7.4;36 %;2.51;20 %;5.53;45 %;1.51;67 %;4.2;75 %;3.52;5.3;4;1.51;1.51;0.50;57.82;40.73;70 %;-;-;-;-;0.12;-;-;-;1.4;1.20;-0.16;-;-;24.13;-;-;3.52;0.50;-;1.51;0.50;6.3;3.52;2.51;0.50;2.51;1.1;3.2
Максим Глушенков;Локомотив Москва;229;90;АП Ц;0.29;0.43;0.87;0.29;33 %;1.15;0.58;1.73;0.14;0.14;0.14;-;0.29;1.88;0.87;0.28;32.02;71 %;1.88;62 %;1.15;38 %;4.90;68 %;1.44;60 %;-;-;3.17;59 %;6.6;38 %;9.66;1.1;1.15;1.59;0.72;3.17;16.44;41 %;4.33;47 %;12.12;39 %;1.1;43 %;5.48;50 %;3.75;50 %;1.88;69 %;1.1;3.17;9;1.1;0.72;0.29;58.99;37.79;64 %;46 %;0.58;0.43;-;0.36;0.15;0.96;1.4;1.21;1.39;-0.17;-;-;22.64;1.15;0.43;3.32;0.87;-;1.88;2.31;6.78;2.2;4.76;0.43;2.74;1.88;1.30
Лео Гогличидзе;Оренбург;-;90;ЗЛ;-;-;-;-;-;-;6.00;6.00;-;-;6.00;-;-;-;-;-;42.00;100 %;-;-;-;-;6.00;100 %;-;-;-;-;6.00;100 %;6.00;100 %;6.00;-;-;6.00;-;6.00;36.00;33 %;24.00;50 %;12.00;0 %;18.00;67 %;6.00;0 %;6.00;0 %;6.00;0 %;-;6.00;1;-;-;6.00;90.00;66.00;73 %;-;-;-;-;-;-;-;-;5.52;-;5.52;-;-;42.00;-;-;6.00;-;-;6.00;6.00;12.00;12.00;-;12.00;-;-;-
Ренато Гойкович;Оренбург;225;90;З ПЦ;-;-;0.51;-;0 %;0.10;0.61;1.2;0.51;1.22;0.20;-;0.30;0.51;0.10;0.11;47.74;89 %;0.20;0 %;-;-;8.33;67 %;2.54;60 %;0.61;50 %;3.5;57 %;0.30;0 %;3.5;0.71;-;7.82;0.30;1.22;15.54;71 %;12.29;73 %;3.25;63 %;8.23;63 %;0.20;100 %;-;-;1.83;61 %;7.21;5.28;9;0.91;-;-;78.01;67.75;87 %;20 %;0.30;-;0.10;-;0.21;-;0.00;1.11;1.38;-0.27;0.07;0.05;42.46;-;-;5.59;1.52;0.30;1.73;-;10.97;8.94;2.3;5.18;0.20;-;1.12
Егор Голенков;Ростов;208;90;Ф Ц;0.99;-;1.73;0.99;57 %;0.49;1.73;0.74;-;0.25;-;-;0.99;1.98;1.48;0.55;21.51;67 %;0.49;50 %;-;-;3.21;54 %;-;-;-;-;1.24;60 %;2.47;30 %;12.12;2.47;1.73;0.74;0.25;0.25;25.47;44 %;3.96;38 %;21.51;45 %;14.59;49 %;0.99;100 %;0.25;100 %;0.99;25 %;0.99;1.98;9;0.74;0.74;1.48;53.90;30.16;56 %;75 %;0.49;-;-;0.22;0.28;0.56;1.80;1.87;1.23;0.64;0.03;0.11;14.34;0.25;-;1.73;-;-;0.74;0.74;11.13;1.48;9.64;7.17;0.99;0.25;0.25
Юрий Горшков;Крылья Советов;226;90;ЗЛ;-;0.12;-;-;-;0.35;0.23;0.70;0.12;0.12;-;-;-;0.35;0.23;0.01;36.42;82 %;0.35;67 %;1.28;27 %;7.35;68 %;1.17;50 %;0.35;33 %;2.22;68 %;2.68;57 %;3.85;1.17;0.35;4.9;0.12;1.75;7.94;65 %;5.72;63 %;2.22;68 %;2.80;67 %;0.82;57 %;0.47;25 %;0.93;63 %;4.79;4.55;9;0.82;-;0.23;56.26;46.34;82 %;67 %;0.12;-;-;0.24;0.04;-;0.00;1.39;0.98;0.41;0.03;0.09;29.77;0.23;0.35;5.2;0.58;0.12;1.52;1.52;5.14;3.62;1.52;1.87;0.47;0.12;0.58
Кирилл Гоцук;Пари Нижний Новгород;216;90;З Ц;-;-;0.20;-;0 %;0.30;0.71;0.51;0.30;0.71;0.10;-;-;0.30;0.10;0.04;34.16;79 %;0.20;50 %;-;-;10.14;55 %;4.36;53 %;1.22;25 %;5.37;47 %;0.81;25 %;4.66;1.1;0.20;10.03;0.30;0.51;15.71;70 %;12.16;74 %;3.55;57 %;8.31;74 %;0.10;0 %;-;-;2.23;68 %;9.43;5.88;9;0.91;-;-;67.09;54.63;81 %;33 %;0.10;0.10;-;0.06;0.13;-;0.00;1.8;0.87;0.20;0.05;0.06;26.86;0.10;-;5.57;2.33;0.30;2.53;0.20;11.05;9.2;2.3;6.18;-;-;1.52
Алексей Грицаенко;Рубин Казань;213;90;З ЛЦ;0.10;-;0.20;0.10;50 %;0.20;0.41;0.31;0.61;1.2;0.20;-;-;0.41;0.31;0.07;39.86;87 %;0.10;0 %;0.10;0 %;8.64;73 %;1.2;40 %;0.20;0 %;3.97;72 %;0.51;40 %;2.24;0.61;0.41;8.3;1.83;1.12;10.47;62 %;8.24;65 %;2.24;50 %;5.19;63 %;0.51;60 %;-;-;2.34;61 %;8.24;6.41;9;0.92;-;-;67.12;57.46;86 %;75 %;0.10;-;-;0.01;0.17;0.67;1.49;1.26;1.7;0.19;0.05;0.06;34.68;-;-;6.31;0.41;-;2.85;0.20;6.51;5.39;1.12;3.25;0.31;-;1.42
Вячеслав Грулёв;Динамо Москва;191;90;Ф Ц;0.41;-;1.22;0.41;33 %;0.41;1.63;1.63;0.81;0.81;-;-;-;3.26;0.41;0.33;14.25;54 %;0.41;0 %;0.41;0 %;4.48;36 %;0.41;0 %;0.41;0 %;2.4;40 %;1.63;25 %;11.81;1.22;1.22;1.63;0.41;1.63;25.25;29 %;6.11;27 %;19.14;30 %;9.77;25 %;5.70;36 %;4.7;30 %;3.67;33 %;1.63;3.67;8;0.41;0.41;2.85;51.31;22.40;44 %;13 %;1.63;1.22;-;0.18;0.10;0.82;1.22;0.86;1.89;-1.03;0.10;0.12;7.74;-;-;1.63;-;-;0.81;0.41;7.33;1.63;5.70;2.44;2.4;1.22;1.22
Эмирджан Гюрлюк;Оренбург;205;90;П П;-;0.35;0.35;-;0 %;1.4;0.35;2.78;-;-;-;-;-;1.4;0.35;0.04;29.88;74 %;1.4;67 %;1.4;0 %;5.21;67 %;1.4;67 %;-;-;2.43;71 %;2.8;17 %;9.38;3.47;0.69;2.78;1.39;5.21;16.33;45 %;5.21;47 %;11.12;44 %;-;-;10.08;48 %;4.86;57 %;2.78;63 %;1.39;5.56;6;1.4;1.4;1.4;60.12;42.05;70 %;33 %;0.69;-;-;0.22;0.04;-;0.00;0.71;1.5;-0.35;0.02;0.05;22.24;0.69;-;3.47;0.69;-;1.74;0.35;7.30;2.43;4.86;-;4.86;2.78;1.74
Гедеон Гузина;Балтика;196;90;Ф ЛЦ;0.15;-;0.91;0.15;17 %;0.61;2.88;0.76;-;0.15;0.15;-;0.91;1.52;0.91;0.28;24.44;67 %;0.61;50 %;0.61;0 %;3.95;46 %;0.15;100 %;-;-;2.12;50 %;1.97;23 %;15.18;2.12;1.52;1.82;0.61;1.6;28.08;38 %;5.16;26 %;22.92;40 %;13.81;34 %;1.67;27 %;0.76;20 %;2.58;41 %;2.43;2.43;9;1.21;1.6;0.15;61.47;33.84;55 %;60 %;0.46;0.15;-;0.20;0.18;1.83;0.55;1.20;1.62;-0.42;0.05;0.12;16.39;0.30;-;1.82;0.15;-;1.6;0.46;10.62;1.37;9.26;4.70;0.46;0.15;1.6
Анхело Хосе Энрикес Итурра;Балтика;183;90;Ф ПЦ;0.56;-;1.96;0.56;29 %;0.28;0.28;1.12;-;-;-;-;0.28;1.12;1.12;0.17;14.81;70 %;0.56;50 %;0.56;50 %;1.68;50 %;-;-;-;-;0.84;67 %;0.84;100 %;7.83;0.84;1.68;0.56;0.28;0.56;17.05;20 %;3.91;14 %;13.14;21 %;7.27;27 %;1.12;25 %;0.56;0 %;1.96;14 %;1.96;3.7;9;0.56;0.56;1.96;40.53;20.68;51 %;100 %;-;-;-;0.01;0.15;0.30;3.33;1.27;1.76;-0.49;-;-;10.34;0.28;0.28;0.84;-;-;0.56;0.84;3.35;0.56;2.80;1.96;0.28;-;0.28
Михаил Игнатов;Спартак Москва;220;90;П ПЦ;0.32;0.63;1.27;0.32;25 %;1.58;2.54;0.32;-;-;0.32;-;0.63;1.58;1.27;0.18;25.04;77 %;1.90;33 %;0.63;0 %;3.80;58 %;0.32;0 %;-;-;1.58;80 %;1.90;50 %;6.97;0.63;0.95;3.49;1.90;1.58;16.80;40 %;7.92;40 %;8.87;39 %;1.90;0 %;3.17;60 %;1.90;50 %;4.44;43 %;2.85;3.49;7;0.63;0.63;1.58;52.29;35.18;67 %;80 %;-;0.32;-;0.35;0.11;0.56;1.79;1.16;1.41;-0.25;-;-;19.33;0.63;-;2.22;-;-;1.27;0.95;6.65;3.17;3.49;-;1.90;0.95;1.90
Иван Игнатьев;Сочи;180;90;Ф Ц;-;0.25;0.49;-;0 %;0.25;0.74;0.25;-;-;-;-;1.72;0.74;0.25;0.07;15.74;77 %;0.98;25 %;0.25;0 %;1.97;75 %;-;-;-;-;0.49;50 %;1.23;80 %;9.84;0.74;1.23;0.74;0.49;0.49;16.72;25 %;4.43;22 %;12.30;26 %;6.89;18 %;1.97;13 %;1.23;0 %;1.23;60 %;1.72;0.74;8;0.49;0.49;1.48;37.87;19.92;53 %;33 %;0.49;-;-;0.18;0.09;-;0.00;0.96;1.18;-0.22;-;-;12.05;0.25;-;1.48;-;-;0.25;0.98;4.18;0.98;3.20;1.23;0.25;-;0.74
Владимир Ильин;ФК Ахмат;229;90;П П;0.22;-;1.10;0.22;20 %;0.66;1.43;0.66;-;0.33;0.11;-;-;2.10;0.44;0.26;22.72;75 %;1.32;42 %;0.33;33 %;5.74;60 %;0.44;50 %;-;-;3.75;59 %;1.43;46 %;8.38;1.76;0.66;1.76;0.11;2.43;22.94;47 %;6.29;35 %;16.65;51 %;9.15;49 %;4.41;60 %;2.54;57 %;2.54;35 %;3.42;3.86;9;0.99;0.44;-;58.35;38.16;65 %;21 %;0.77;0.66;0.22;0.19;0.12;1.17;0.85;1.41;1.19;0.22;-;-;17.10;0.55;0.11;3.42;0.22;-;2.21;0.66;10.70;2.21;8.49;4.52;2.65;1.43;0.88
Владис-Эммерсон Иллой-Айет;Урал Екатеринбург;213;90;З ПЦ;-;-;-;-;-;-;1.96;0.84;0.28;0.84;-;-;-;0.56;0.28;0.15;41.65;81 %;-;-;0.28;0 %;7.55;48 %;3.7;64 %;0.56;50 %;5.59;55 %;0.56;0 %;4.19;2.24;0.28;6.71;0.84;-;15.37;67 %;12.86;74 %;2.52;33 %;7.27;73 %;0.28;0 %;0.28;0 %;1.68;33 %;5.31;4.19;5;0.84;-;0.56;67.92;54.50;80 %;50 %;-;0.28;-;0.01;0.28;-;0.00;0.99;0.59;0.40;0.06;0.07;33.82;-;-;3.63;1.96;0.28;3.7;-;10.34;9.50;0.84;5.31;-;-;0.56
Алексей Ионов;Ростов;194;90;АП П;-;-;0.63;-;0 %;0.42;0.21;0.21;-;0.63;-;-;0.42;0.42;0.42;0.17;22.08;83 %;0.84;50 %;1.47;43 %;1.68;75 %;0.21;100 %;-;-;0.21;100 %;2.31;55 %;5.5;0.21;0.63;0.84;0.42;0.84;9.67;30 %;3.36;44 %;6.31;23 %;1.68;13 %;1.26;50 %;0.84;50 %;2.10;60 %;1.5;2.94;8;1.26;1.26;0.42;37.64;26.50;70 %;100 %;-;-;-;0.24;0.41;-;0.00;1.18;1.50;-0.32;-;-;18.29;0.42;0.63;1.26;0.21;-;0.21;1.26;2.94;1.47;1.47;0.21;0.63;0.42;1.26
Илья Ишков;Урал Екатеринбург;204;90;П П;-;-;0.33;-;0 %;1.34;0.67;1.67;-;0.33;0.33;-;-;1.34;0.33;0.17;25.76;73 %;1.34;100 %;1.00;67 %;4.1;75 %;1.67;40 %;-;-;1.67;60 %;6.36;68 %;7.70;1.00;2.68;1.00;0.33;1.67;18.07;43 %;4.35;54 %;13.72;39 %;3.35;30 %;5.35;44 %;3.1;44 %;2.1;67 %;1.00;5.2;9;0.33;0.33;2.68;55.87;34.80;62 %;25 %;0.33;0.67;-;0.43;0.13;-;0.00;1.00;0.80;0.20;-;-;18.74;1.34;0.67;3.1;0.67;-;1.00;4.35;7.70;2.34;5.35;1.00;2.34;1.34;1.34
Вильсон Изидор;Локомотив Москва;209;90;АП Л;0.62;-;1.23;0.62;50 %;0.62;1.23;2.16;-;-;0.31;-;0.31;1.23;0.62;0.13;15.41;66 %;0.62;50 %;2.77;33 %;2.16;71 %;0.62;100 %;0.31;100 %;2.16;43 %;1.85;50 %;11.10;3.8;0.62;1.85;0.92;0.62;17.88;29 %;4.93;38 %;12.95;26 %;4.62;20 %;3.70;33 %;2.47;25 %;2.47;63 %;1.54;2.47;6;0.92;0.92;0.92;39.76;20.65;52 %;50 %;0.62;-;-;0.18;0.10;0.21;4.88;1.25;1.89;-0.64;0.06;0.09;10.17;0.31;0.92;1.54;0.62;0.31;0.92;0.92;5.24;1.85;3.39;0.92;1.23;0.62;1.54
Матвей Ивахнов;Факел Воронеж;-;90;АП ЛЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;3.46;-;0.73;48.46;71 %;-;-;-;-;6.92;0 %;-;-;-;-;-;-;-;-;20.77;-;-;3.46;3.46;-;20.77;67 %;6.92;100 %;13.85;50 %;-;-;3.46;100 %;3.46;100 %;3.46;100 %;3.46;6.92;1;-;-;3.46;83.08;58.85;71 %;0 %;3.46;-;-;-;0.21;-;0.00;0.80;0.48;0.31;-;-;34.62;-;-;-;-;-;-;-;13.85;6.92;6.92;-;3.46;3.46;3.46
Дмитрий Иванисеня;Крылья Советов;194;90;ЗП ПЦ;-;-;-;-;-;-;0.50;0.50;-;-;-;-;-;0.50;-;0.02;30.67;87 %;-;-;-;-;4.53;78 %;1.51;67 %;-;-;3.2;83 %;1.1;50 %;2.1;1.51;-;2.1;-;-;11.06;45 %;7.54;40 %;3.52;57 %;2.1;75 %;1.1;100 %;0.50;100 %;5.3;30 %;4.53;5.3;6;0.50;0.50;2.51;51.79;41.23;80 %;0 %;0.50;-;-;0.01;0.03;-;0.00;1.21;0.96;0.25;0.05;0.02;26.65;-;-;3.52;1.1;-;2.51;0.50;5.3;3.2;2.1;1.51;1.1;0.50;1.51
Олег Иванов;Рубин Казань;192;90;П ПЦ;-;-;0.62;-;0 %;0.62;0.62;0.62;-;-;-;-;-;0.62;-;0.19;51.52;81 %;1.24;50 %;-;-;15.52;56 %;5.59;44 %;-;-;9.31;47 %;3.72;50 %;5.59;0.62;0.62;3.72;1.86;-;13.66;45 %;8.69;43 %;4.97;50 %;6.21;50 %;0.62;100 %;0.62;100 %;1.86;0 %;5.59;8.69;5;0.62;0.62;2.48;80.69;62.07;77 %;0 %;0.62;-;-;-;0.30;-;0.00;1.51;1.53;-0.01;-;-;41.59;0.62;-;8.69;2.48;-;4.34;1.86;6.21;3.72;2.48;3.10;0.62;0.62;-
Угочукву Ивву Кристус;Рубин Казань;221;90;ЗП Ц;0.11;-;0.11;0.11;100 %;0.22;1.44;0.55;-;0.22;0.33;-;-;1.22;0.22;0.05;40.80;91 %;0.11;100 %;-;-;6.30;82 %;1.55;71 %;0.22;100 %;2.54;83 %;0.88;75 %;2.99;1.00;0.66;5.53;1.77;1.22;14.37;57 %;8.85;45 %;5.53;76 %;1.77;31 %;2.43;82 %;0.66;67 %;4.20;47 %;3.65;8.51;9;0.88;-;0.11;70.54;59.04;84 %;18 %;0.55;0.44;-;0.08;0.04;0.45;2.22;1.23;0.98;0.25;0.01;0.03;37.15;0.11;-;5.20;1.11;0.22;2.10;0.66;8.18;3.98;4.20;0.55;1.99;0.44;1.99
Антонио Яколиш;Факел Воронеж;-;90;ЗП П;-;-;-;-;-;-;3.21;-;-;-;-;-;-;-;-;-;22.50;57 %;3.21;0 %;3.21;0 %;9.64;33 %;-;-;-;-;3.21;0 %;9.64;33 %;9.64;-;6.43;6.43;-;-;16.07;60 %;3.21;0 %;12.86;75 %;-;-;3.21;100 %;3.21;100 %;3.21;0 %;6.43;6.43;3;-;-;9.64;57.86;35.36;61 %;-;-;-;-;-;-;-;-;0.45;1.99;-1.54;0.16;0.05;12.86;-;-;3.21;-;-;-;3.21;9.64;-;9.64;-;3.21;3.21;-
Дмитрий Кабутов;Рубин Казань;219;90;ЗП П;-;0.20;0.41;-;0 %;0.71;1.53;1.32;0.41;0.71;0.10;-;-;1.2;0.31;0.08;55.93;73 %;0.71;29 %;3.76;27 %;13.42;58 %;1.73;47 %;0.20;50 %;6.71;56 %;9.25;55 %;9.66;1.42;0.71;3.86;1.22;2.75;16.17;54 %;7.73;54 %;8.44;54 %;1.53;47 %;4.68;52 %;2.75;48 %;4.27;62 %;4.68;6.20;9;0.92;-;-;88.17;64.37;73 %;30 %;0.10;0.61;-;0.40;0.08;-;0.00;1.26;1.7;0.19;0.06;0.20;40.98;0.20;1.2;7.83;0.81;0.10;3.76;5.8;8.75;4.17;4.58;0.71;2.44;1.32;2.64
Кади Иури Борхес Малиновский;ФК Краснодар;234;90;АП П;0.23;-;0.69;0.46;67 %;0.69;1.38;2.8;-;-;0.46;-;-;1.15;0.69;0.09;40.62;82 %;0.92;50 %;1.15;20 %;8.54;76 %;3.46;67 %;0.69;67 %;5.77;60 %;4.62;50 %;7.85;0.69;1.62;2.77;1.62;3.46;16.38;46 %;4.85;48 %;11.54;46 %;3.00;31 %;5.54;63 %;3.46;53 %;1.38;67 %;3.46;5.8;8;0.69;0.69;1.15;71.77;53.54;75 %;60 %;-;0.46;-;0.21;0.08;0.39;2.56;0.80;1.3;-0.23;-;-;33.23;0.46;0.23;6.46;2.31;0.46;3.46;2.31;7.62;2.31;5.31;0.92;3.46;1.85;0.92
Никита Каккоев;Пари Нижний Новгород;225;90;З ЛЦ;-;-;0.17;-;0 %;0.17;1.16;0.33;0.17;0.17;0.17;-;-;0.50;0.33;0.13;31.38;86 %;0.17;100 %;-;-;6.81;73 %;2.16;69 %;0.83;60 %;2.66;56 %;1.33;75 %;3.15;1.16;0.50;7.64;0.50;1.00;13.95;64 %;11.13;66 %;2.82;59 %;4.15;56 %;0.50;67 %;-;-;4.32;73 %;8.14;5.31;7;0.83;-;0.33;61.27;51.31;84 %;67 %;0.17;-;-;0.13;0.25;-;0.00;1.5;0.97;0.08;0.09;0.14;27.07;0.17;-;4.98;1.49;0.50;1.49;1.00;8.97;7.31;1.66;2.32;0.33;-;3.15
Игорь Калинин;Факел Воронеж;-;90;З ЛЦ;-;-;-;-;-;0.78;0.78;4.70;1.57;2.35;0.78;-;-;-;-;-;56.35;74 %;1.57;50 %;3.13;25 %;21.13;67 %;5.48;71 %;1.57;100 %;14.09;72 %;4.70;50 %;8.61;1.57;-;7.4;3.13;1.57;17.22;64 %;13.30;59 %;3.91;80 %;4.70;67 %;2.35;67 %;-;-;7.4;44 %;13.30;7.83;2;1.57;0.78;-;96.26;75.13;78 %;-;-;-;-;0.11;-;-;-;0.35;0.88;-0.52;0.05;0.06;41.48;0.78;0.78;14.09;3.91;1.57;10.17;2.35;10.96;7.83;3.13;3.13;1.57;-;3.13
Николай Калинский;Пари Нижний Новгород;217;90;П ПЦ;0.22;0.22;1.12;0.22;20 %;0.56;0.67;0.11;0.22;0.22;0.11;-;0.11;2.1;0.89;0.25;37.01;80 %;0.22;50 %;1.23;27 %;7.4;68 %;1.79;69 %;0.34;33 %;5.3;71 %;5.81;54 %;4.92;0.78;0.45;2.80;0.67;0.45;7.94;48 %;4.58;37 %;3.35;63 %;2.12;68 %;0.67;33 %;0.22;0 %;2.24;50 %;3.80;6.82;9;1.1;0.67;-;59.14;46.06;78 %;44 %;0.45;0.56;0.11;0.31;0.13;1.13;0.88;1.6;0.90;0.16;0.01;0.04;29.63;0.11;0.34;4.81;1.23;0.11;3.58;3.13;3.80;1.68;2.12;1.45;0.22;-;1.12
Владислав Камилов;ФК Ахмат;198;90;ЗП ЛЦ;-;-;-;-;-;-;2.90;0.91;0.18;0.18;0.54;-;-;0.54;0.18;0.02;32.66;80 %;0.36;50 %;0.18;100 %;6.90;61 %;0.73;50 %;-;-;3.45;47 %;1.27;71 %;4.90;0.54;0.54;3.63;0.36;2.90;15.60;50 %;9.98;47 %;5.62;55 %;5.26;52 %;1.27;43 %;0.54;33 %;4.54;44 %;4.54;4.72;8;0.91;0.54;0.54;61.88;46.63;75 %;33 %;0.18;0.18;-;0.09;0.04;-;0.00;1.32;1.39;-0.07;0.02;0.09;26.13;0.18;0.18;4.17;0.36;-;1.63;0.91;7.80;4.72;3.8;2.72;0.54;0.18;2.00
Кирилл Капленко;Оренбург;218;90;ЗП Ц;-;0.19;0.38;-;0 %;0.75;0.19;-;0.56;0.94;0.19;-;-;0.75;0.19;0.06;56.11;88 %;0.56;67 %;-;-;9.98;72 %;3.1;75 %;0.56;33 %;6.78;75 %;0.94;20 %;3.39;1.32;0.38;3.77;1.13;1.13;12.80;71 %;9.41;66 %;3.39;83 %;2.82;53 %;1.13;83 %;0.38;50 %;5.8;70 %;3.95;5.46;7;0.75;0.38;0.56;80.59;69.10;86 %;25 %;-;0.38;0.19;0.25;0.08;-;0.00;1.31;1.19;0.12;0.02;0.04;49.33;0.38;-;7.15;2.26;0.19;5.8;0.19;9.4;6.21;2.82;1.51;0.94;0.19;3.58
Владислав Карапузов;Пари Нижний Новгород;214;90;ЗП Л;-;-;0.33;-;0 %;0.49;0.65;0.65;0.16;0.49;-;-;0.16;1.14;0.33;0.11;33.91;74 %;0.98;33 %;1.47;22 %;9.29;58 %;1.30;38 %;0.16;100 %;3.59;55 %;3.10;42 %;6.20;1.79;0.65;3.91;0.65;2.12;13.86;46 %;8.15;42 %;5.71;51 %;1.96;50 %;2.77;59 %;1.14;71 %;4.73;41 %;3.91;7.99;8;0.82;0.33;0.49;63.59;45.82;72 %;29 %;0.49;0.33;-;0.13;0.10;-;0.00;1.28;0.92;0.36;0.01;0.02;25.11;0.33;0.33;5.38;0.49;0.16;1.96;1.30;6.36;3.42;2.93;0.98;1.63;0.82;1.96
Вячеслав Караваев;Зенит;237;90;З ПЦ;-;0.22;-;-;-;0.44;0.77;0.22;0.11;0.44;0.11;-;0.11;0.22;-;0.01;67.91;91 %;0.44;50 %;1.88;47 %;12.04;82 %;1.33;58 %;0.11;100 %;5.52;82 %;2.43;55 %;4.31;1.21;0.33;4.53;0.44;0.66;8.6;62 %;6.7;64 %;1.99;56 %;2.32;62 %;0.77;43 %;0.55;40 %;2.43;77 %;3.20;5.8;9;0.99;0.55;-;85.91;75.98;88 %;0 %;0.22;-;-;0.07;0.04;-;0.00;1.22;0.76;0.46;0.01;0.05;61.62;0.22;0.88;9.83;0.77;0.11;4.53;1.33;4.97;3.87;1.10;1.44;0.33;0.22;1.88
Егор Карпицкий;Крылья Советов;190;90;Ф Ц;0.35;0.35;1.39;0.35;25 %;1.4;0.35;0.35;-;-;-;-;0.35;2.8;1.39;0.33;11.81;71 %;1.4;33 %;-;-;3.13;56 %;0.69;50 %;0.35;0 %;1.4;0 %;0.69;50 %;7.30;1.4;-;0.69;0.35;1.39;11.12;22 %;1.4;0 %;10.08;24 %;5.21;7 %;1.39;50 %;1.39;50 %;0.35;0 %;1.39;2.43;8;1.4;1.4;1.74;30.23;17.37;57 %;67 %;0.69;-;-;0.14;0.16;0.94;1.6;0.95;1.8;-0.13;-;-;8.34;0.35;-;1.74;0.35;-;-;0.35;2.43;-;2.43;0.35;0.69;0.69;-
Артём Карпукас;Локомотив Москва;224;90;ЗП ЛЦ;-;-;-;-;-;0.13;0.88;2.15;-;0.25;0.13;-;-;-;-;-;42.79;86 %;0.25;50 %;0.25;0 %;7.57;65 %;1.26;50 %;0.13;100 %;3.91;65 %;1.26;50 %;4.80;0.88;0.25;5.55;1.64;1.51;15.15;58 %;9.47;59 %;5.68;58 %;1.89;87 %;2.40;84 %;0.63;60 %;5.43;53 %;5.55;9.47;9;1.14;0.88;-;74.73;61.98;83 %;-;-;-;-;0.06;-;-;-;1.22;1.49;-0.27;0.04;0.05;36.61;0.13;-;4.92;0.63;0.13;2.52;0.63;8.84;5.55;3.28;1.64;2.2;0.38;2.90
Алексей Каштанов;Урал Екатеринбург;211;90;Ф Ц;0.37;-;1.47;0.37;25 %;0.37;0.55;0.92;-;-;-;-;0.73;2.39;1.10;0.46;21.49;65 %;0.37;50 %;-;-;2.76;67 %;0.18;100 %;0.18;100 %;1.47;75 %;0.92;40 %;13.59;2.20;0.73;0.92;-;1.10;27.55;43 %;2.76;27 %;24.80;44 %;17.45;46 %;2.20;58 %;1.29;43 %;0.55;33 %;2.2;1.65;9;1.10;1.10;0.55;56.94;31.59;55 %;46 %;0.73;0.55;-;0.33;0.19;1.25;0.80;1.27;1.39;-0.12;0.00;0.02;13.96;0.18;-;1.84;0.18;0.18;1.10;0.37;11.76;0.73;11.02;8.8;1.29;0.55;0.18
