Футболист;Команда;Индекс;Минут на поле;Позиция;Голы;Передачи голевые;Голевые моменты;Голевые моменты удачные;Голевые моменты удачные. %;Голевые моменты создал;Фолы;Фолы на игроке;Голевые ошибки;Грубые ошибки;Желтые карточки;Красные карточки;Офсайды;Удары;Удары в створ;xG (ожидаемые голы);Передачи;Передачи точные. %;Передачи ключевые;Передачи ключевые точные. %;Навесы;Навесы точные. %;Передачи прогрессивные;Передачи прогрессивные точные. %;Передачи длинные;Передачи длинные точные. %;Передачи сверхдлинные;Передачи сверхдлинные точные. %;Передачи вперед в финальную треть;Передачи вперед в финальную треть точные. %;Передачи в штрафную;Передачи в штрафную точные. %;Потери;Потери мяча на своей половине;Обработки мяча неудачные;Овладевания мячом;Овладевания мячом на половине поля соперника;Ведения мяча;Единоборства;Единоборства удачные. %;Единоборства в обороне;Единоборства в обороне удачные. %;Единоборства в атаке;Единоборства в атаке удачные. %;Единоборства вверху;Единоборства вверху удачные. %;Обводки;Обводки удачные. %;Обводки в финальной трети поля;Обводки в финальной трети поля удачные. %;Отборы;Отборы удачные. %;Перехваты;Подборы;Матчей сыграно;Появление в стартовом составе;Был заменен;Вышел на замену;ТТД;ТТД удачные;ТТД удачные. %;Удары точные. %;Удары мимо;Удары перехваченные;Удары в штангу / перекладину;xA (ожидаемые передачи);xGPS (xG на удар);xGPG (xG на гол);xGC (конверсия xG);xGT (xG при игроке на поле);xGOPP (xG соперника при игроке на поле);NxG (чистый xG. разница xGT - xGOPP);xGD (оборонительный xG);xGDPS (оборонительный xG на удар);Передачи точные;Передачи ключевые точные;Навесы точные;Передачи прогрессивные точные;Передачи длинные точные;Передачи сверхдлинные точные;Передачи вперед в финальную треть точные;Передачи в штрафную точные;Единоборства удачные;Единоборства в обороне удачные;Единоборства в атаке удачные;Единоборства вверху удачные;Обводки удачные;Обводки в финальной трети поля удачные;Отборы удачные
Алексей Сутормин;Зенит;235.00;90.00;З П;–;–;0.51;–;0 %;0.85;1.2;0.85;–;0.34;0.34;–;–;0.51;–;0.08;69.32;87 %;1.36;50 %;1.69;20 %;9.66;74 %;1.53;67 %;–;–;4.92;79 %;4.41;62 %;6.95;1.2;0.68;4.41;0.85;2.20;15.42;47 %;8.81;54 %;6.61;38 %;2.3;42 %;2.88;41 %;1.36;38 %;4.58;52 %;2.37;6.44;14.00;0.85;0.85;1.53;96.95;78.64;81 %;0 %;0.51;–;–;0.18;0.16;–;0.00;1.76;0.96;0.80;0.05;0.14;60.34;0.68;0.34;7.12;1.2;–;3.90;2.71;7.29;4.75;2.54;0.85;1.19;0.51;2.37
Писарский;Оренбург;210.00;90.00;Ф Ц;0.66;0.09;2.7;0.71;34 %;1.27;1.69;1.88;–;0.09;0.24;0.05;0.47;3.15;1.60;0.54;17.49;71 %;1.8;74 %;0.85;33 %;2.2;58 %;0.19;100 %;–;–;1.32;50 %;1.41;47 %;11.29;1.55;1.27;0.80;0.28;1.88;23.84;35 %;3.86;28 %;19.98;36 %;8.61;34 %;3.95;51 %;2.7;45 %;1.22;38 %;1.83;2.73;26.00;0.99;0.42;0.24;52.19;28.78;55 %;51 %;0.71;0.71;0.14;0.21;0.17;0.82;1.23;1.69;1.32;0.37;0.00;0.03;12.41;0.80;0.28;1.18;0.19;–;0.66;0.66;8.32;1.8;7.24;2.92;2.2;0.94;0.47
Евгений Татаринов;Урал Екатеринбург;193.00;90.00;АП Л;–;–;0.71;–;0 %;1.43;4.29;1.43;–;–;0.71;–;0.71;0.71;–;0.14;22.14;84 %;1.43;50 %;–;–;3.57;80 %;–;–;–;–;1.43;50 %;1.43;50 %;10.71;0.71;2.86;2.86;0.71;0.71;25.71;44 %;8.57;50 %;17.14;42 %;6.43;56 %;0.71;100 %;–;–;5.00;57 %;0.71;2.86;10.00;0.71;0.71;6.43;55.71;34.29;62 %;0 %;0.71;–;–;0.33;0.20;–;0.00;1.60;0.82;0.78;–;–;18.57;0.71;–;2.86;–;–;0.71;0.71;11.43;4.29;7.14;3.57;0.71;–;2.86
Томас Франко Тавареш;Спартак Москва;236.00;90.00;ЗЛ;–;–;0.08;–;0 %;0.25;0.34;1.2;0.34;0.76;–;–;–;0.51;0.08;0.02;60.82;90 %;0.08;100 %;2.71;47 %;7.87;84 %;1.52;67 %;0.25;100 %;4.31;84 %;3.55;69 %;3.98;1.18;0.17;3.98;1.61;2.20;12.86;55 %;7.61;54 %;5.24;55 %;3.13;70 %;2.62;61 %;0.51;33 %;3.38;53 %;4.23;7.78;13.00;0.85;0.17;0.25;88.48;75.79;86 %;17 %;0.17;0.25;–;0.12;0.03;–;0.00;1.84;1.5;0.79;0.05;0.10;54.56;0.08;1.27;6.60;1.2;0.25;3.64;2.45;7.2;4.14;2.88;2.20;1.61;0.17;1.78
Иван Темников;Торпедо Москва;205.00;90.00;АП П;–;–;0.79;–;0 %;2.37;1.58;2.37;–;0.79;0.79;–;–;2.37;1.58;0.13;49.74;81 %;0.79;100 %;1.58;100 %;7.89;60 %;2.37;100 %;–;–;7.11;67 %;5.53;71 %;7.11;0.79;–;3.95;0.79;3.16;18.16;65 %;12.63;69 %;5.53;57 %;3.16;50 %;1.58;50 %;–;–;7.11;89 %;3.16;4.74;4.00;0.79;0.79;2.37;81.32;64.74;80 %;67 %;–;0.79;–;0.61;0.06;–;0.00;1.24;1.84;-0.60;–;–;40.26;0.79;1.58;4.74;2.37;–;4.74;3.95;11.84;8.68;3.16;1.58;0.79;–;6.32
Сергей Терехов;Сочи;209.00;90.00;З ЛЦ;–;0.11;0.18;0.04;20 %;0.25;1.31;0.81;0.28;0.88;0.28;–;0.07;0.21;0.07;0.03;52.86;85 %;0.39;45 %;0.78;45 %;11.84;68 %;1.20;56 %;0.18;40 %;6.8;66 %;2.54;51 %;5.5;1.41;0.21;6.11;1.20;1.84;13.75;53 %;9.40;53 %;4.35;52 %;3.46;61 %;0.88;56 %;0.25;43 %;3.78;41 %;5.30;5.80;27.00;0.95;0.11;–;79.96;65.27;82 %;33 %;0.04;0.07;0.04;0.17;0.14;–;0.00;1.40;1.21;0.19;0.10;0.12;45.02;0.18;0.35;8.9;0.67;0.07;4.3;1.31;7.24;4.98;2.26;2.12;0.49;0.11;1.55
Денис Терентьев;Ростов;211.00;90.00;З П;–;–;0.38;–;0 %;1.12;0.56;0.75;0.19;0.19;–;–;–;1.12;0.38;0.09;42.19;74 %;0.94;80 %;3.75;40 %;10.88;60 %;1.88;30 %;–;–;5.44;69 %;5.6;56 %;6.00;1.31;0.19;3.94;1.50;2.44;11.44;66 %;6.38;62 %;5.6;70 %;3.38;67 %;1.69;44 %;0.75;0 %;3.00;75 %;4.69;5.25;16.00;0.94;0.94;2.6;67.12;51.38;77 %;33 %;–;0.75;–;0.31;0.08;–;0.00;1.34;1.33;0.02;0.03;0.18;31.31;0.75;1.50;6.56;0.56;–;3.75;2.81;7.50;3.94;3.56;2.25;0.75;–;2.25
Дмитрий Тихий;Химки;217.00;90.00;З ПЦ;–;–;0.21;–;0 %;–;0.64;0.96;–;0.85;0.21;–;0.11;0.75;0.11;0.05;42.97;90 %;0.21;0 %;0.21;0 %;7.68;75 %;2.88;67 %;0.43;100 %;3.52;70 %;0.64;83 %;2.24;0.96;0.21;8.10;0.96;1.28;12.48;65 %;10.13;63 %;2.35;73 %;3.95;70 %;0.96;89 %;0.11;100 %;2.45;57 %;6.29;5.65;9.00;0.96;0.11;–;69.63;60.25;87 %;14 %;0.32;0.32;–;0.00;0.07;–;0.00;0.99;1.46;-0.47;0.14;0.09;38.82;–;–;5.76;1.92;0.43;2.45;0.53;8.10;6.40;1.71;2.77;0.85;0.11;1.39
Наир Тикнизян;Локомотив Москва;217.00;90.00;ЗЛ;0.14;0.07;0.45;0.17;38 %;0.48;0.34;0.51;0.31;0.92;0.24;–;0.07;0.72;0.27;0.10;45.21;82 %;0.55;50 %;2.36;28 %;7.16;68 %;1.23;50 %;0.10;0 %;3.94;74 %;3.22;51 %;5.00;1.23;0.79;5.62;0.92;1.61;12.67;54 %;6.64;56 %;6.3;53 %;2.50;59 %;2.91;59 %;0.72;57 %;2.60;58 %;5.48;6.78;29.00;0.92;0.07;0.07;73.22;58.15;79 %;38 %;0.14;0.24;0.07;0.21;0.13;0.70;1.43;1.41;1.42;-0.01;0.07;0.10;37.16;0.27;0.65;4.90;0.62;–;2.91;1.64;6.88;3.70;3.18;1.47;1.71;0.41;1.51
Артём Тимофеев;ФК Ахмат;227.00;90.00;ЗП ПЦ;0.32;0.04;0.48;0.32;67 %;0.48;0.48;0.95;0.08;0.48;0.24;0.04;–;1.55;0.80;0.21;35.95;78 %;0.72;33 %;0.36;33 %;8.23;57 %;1.31;48 %;0.28;14 %;4.93;61 %;2.15;44 %;4.89;1.15;0.32;5.93;2.3;0.84;16.15;57 %;10.58;52 %;5.57;66 %;3.90;61 %;1.27;88 %;0.44;82 %;5.89;49 %;7.40;6.92;26.00;0.99;0.24;0.04;69.04;52.97;77 %;51 %;0.40;0.32;0.04;0.10;0.13;0.65;1.54;1.37;1.36;0.01;0.11;0.09;27.92;0.24;0.12;4.69;0.64;0.04;3.2;0.95;9.19;5.49;3.70;2.39;1.11;0.36;2.86
Николай Титков;Оренбург;201.00;90.00;П ЛЦ;–;–;0.67;–;0 %;0.22;1.79;1.12;–;0.22;0.22;–;0.22;2.1;0.45;0.11;43.66;88 %;0.22;0 %;0.45;0 %;8.6;83 %;0.22;100 %;–;–;3.81;76 %;1.79;75 %;5.15;1.34;0.90;3.13;0.67;0.90;13.66;44 %;6.27;46 %;7.39;42 %;2.46;18 %;2.24;80 %;1.34;67 %;4.3;50 %;3.81;4.25;16.00;0.67;0.67;2.91;69.18;53.96;78 %;22 %;0.45;1.12;–;0.15;0.05;–;0.00;1.23;1.41;-0.18;0.04;0.05;38.51;–;–;6.72;0.22;–;2.91;1.34;6.4;2.91;3.13;0.45;1.79;0.90;2.1
Дарко Тодорович;ФК Ахмат;225.00;90.00;З П;0.08;0.32;0.24;0.08;33 %;0.96;0.56;0.24;0.32;0.72;0.32;–;–;1.12;0.40;0.07;37.37;78 %;0.96;58 %;1.4;38 %;7.11;55 %;1.60;45 %;0.08;0 %;3.51;55 %;5.11;61 %;4.47;0.96;0.16;4.63;0.88;1.20;11.42;58 %;7.59;57 %;3.83;60 %;1.68;43 %;1.60;80 %;1.4;77 %;3.99;48 %;4.71;5.75;14.00;0.96;0.32;0.16;61.73;47.68;77 %;36 %;0.48;0.24;–;0.27;0.06;0.85;1.18;1.40;1.23;0.17;0.04;0.09;28.99;0.56;0.40;3.91;0.72;–;1.92;3.11;6.63;4.31;2.32;0.72;1.28;0.80;1.92
Давид Тошевски;Ростов;–;90.00;Ф Ц;–;–;0.00;–;–;–;5.81;–;–;–;–;–;2.90;–;–;–;23.23;75 %;–;–;–;–;2.90;0 %;–;–;–;–;–;–;–;–;17.42;–;–;5.81;–;–;26.13;22 %;5.81;50 %;20.32;14 %;11.61;25 %;2.90;0 %;2.90;0 %;2.90;100 %;2.90;–;2.00;–;–;5.81;52.26;26.13;50 %;–;–;–;–;–;–;–;–;0.15;2.90;-2.76;–;–;17.42;–;–;–;–;–;–;–;5.81;2.90;2.90;2.90;–;–;2.90
Александр Трошечкин;ФК Ахмат;207.00;90.00;АП Ц;0.16;0.23;0.70;0.16;22 %;0.70;1.48;0.93;0.08;0.31;0.23;–;0.08;1.16;0.62;0.28;22.13;69 %;1.24;25 %;0.39;20 %;6.21;59 %;0.31;25 %;0.08;0 %;3.11;53 %;1.86;38 %;7.84;0.93;0.85;1.79;0.62;1.24;15.84;40 %;6.91;43 %;8.93;37 %;4.58;44 %;1.71;36 %;0.85;18 %;3.34;44 %;3.34;3.73;19.00;0.85;0.47;0.62;48.30;30.44;63 %;53 %;0.23;0.31;–;0.08;0.24;1.81;0.55;1.30;1.50;-0.20;0.04;0.09;15.22;0.31;0.08;3.65;0.08;–;1.63;0.70;6.29;2.95;3.34;2.2;0.62;0.16;1.48
Дзамболат Цаллагов;Торпедо Москва;–;90.00;П ЛЦ;–;–;1.29;–;0 %;1.29;2.57;1.29;1.29;1.29;–;–;–;1.29;–;0.45;48.86;84 %;1.29;100 %;1.29;100 %;9.00;86 %;–;–;–;–;6.43;80 %;2.57;100 %;5.14;–;–;3.86;–;3.86;20.57;50 %;6.43;60 %;14.14;45 %;2.57;100 %;6.43;60 %;3.86;67 %;6.43;60 %;3.86;7.71;2.00;–;–;2.57;86.14;66.86;78 %;0 %;1.29;–;–;1.36;0.35;–;0.00;2.4;0.36;1.68;–;–;41.14;1.29;1.29;7.71;–;–;5.14;2.57;10.29;3.86;6.43;2.57;3.86;2.57;3.86
Ибрагим Цаллагов;Сочи;215.00;90.00;ЗП ПЦ;0.07;–;0.28;0.07;25 %;0.28;0.49;1.34;0.28;0.70;0.21;–;0.07;0.99;0.14;0.08;53.59;83 %;0.56;50 %;0.92;38 %;12.75;65 %;2.25;63 %;0.14;50 %;6.55;65 %;2.61;43 %;7.11;1.83;0.92;5.92;1.76;0.63;15.00;51 %;9.37;53 %;5.63;46 %;3.17;56 %;0.56;50 %;0.28;50 %;3.80;50 %;5.7;7.18;18.00;0.92;0.35;0.35;83.38;64.93;78 %;14 %;0.42;0.35;0.07;0.11;0.08;1.8;0.93;1.24;1.23;0.01;0.02;0.04;44.30;0.28;0.35;8.24;1.41;0.07;4.23;1.13;7.61;5.00;2.61;1.76;0.28;0.14;1.90
Лука Цулукидзе;Урал Екатеринбург;–;90.00;П ПЦ;–;–;0.00;–;–;–;–;–;–;–;–;–;–;–;–;–;15.88;100 %;–;–;–;–;–;–;–;–;–;–;–;–;–;–;5.29;–;5.29;–;–;–;5.29;0 %;5.29;0 %;0.00;–;–;–;–;–;–;–;5.29;0 %;5.29;–;1.00;–;–;5.29;31.76;21.18;67 %;–;–;–;–;0.42;–;–;–;0.90;0.79;0.11;–;–;15.88;–;–;–;–;–;–;–;–;0.00;0.00;–;–;–;0.00
Дмитрий Цыпченко;Крылья Советов;201.00;90.00;АП Ц;0.22;–;1.52;0.22;14 %;0.65;0.94;0.73;0.07;0.22;0.15;–;0.44;2.25;1.9;0.35;25.09;75 %;0.58;25 %;0.58;13 %;4.64;67 %;0.65;44 %;0.07;100 %;1.81;68 %;1.45;40 %;7.47;1.38;1.9;1.45;0.73;1.9;14.21;41 %;3.70;25 %;10.52;46 %;5.73;46 %;1.31;72 %;0.73;80 %;1.60;27 %;1.52;2.68;24.00;0.94;0.73;0.80;47.86;30.97;65 %;48 %;0.73;0.36;0.07;0.10;0.16;1.63;0.61;1.52;1.25;0.27;0.00;0.02;18.93;0.15;0.07;3.12;0.29;0.07;1.23;0.58;5.80;0.94;4.86;2.61;0.94;0.58;0.44
Роман Тугарев;Ростов;204.00;90.00;АП Л;0.06;–;0.88;0.06;7 %;0.81;0.31;1.6;–;0.06;0.19;–;0.31;1.56;0.63;0.21;21.70;72 %;1.13;33 %;2.75;20 %;3.82;62 %;0.63;60 %;0.19;67 %;1.50;54 %;3.63;38 %;7.57;1.13;1.6;1.19;0.31;1.75;12.51;30 %;3.25;29 %;9.26;30 %;3.56;28 %;2.81;42 %;1.88;30 %;1.38;50 %;0.81;3.56;24.00;1.6;0.88;0.44;42.97;26.08;61 %;40 %;0.44;0.50;–;0.20;0.13;3.37;0.30;1.6;1.34;-0.28;0.01;0.03;15.57;0.38;0.56;2.38;0.38;0.13;0.81;1.38;3.75;0.94;2.81;1.00;1.19;0.56;0.69
Максим Турищев;Торпедо Москва;179.00;90.00;Ф Ц;–;0.17;1.9;–;0 %;0.84;1.18;0.08;0.17;0.25;0.17;–;0.84;1.68;0.67;0.23;22.54;69 %;1.1;50 %;0.67;0 %;4.21;46 %;0.67;25 %;0.25;0 %;1.93;39 %;1.85;41 %;11.19;1.26;1.26;2.19;1.1;1.77;20.10;35 %;5.64;33 %;14.47;35 %;4.71;32 %;3.28;41 %;1.68;30 %;3.20;37 %;2.94;2.36;25.00;0.67;0.67;1.43;52.57;30.20;57 %;40 %;0.67;0.34;–;0.14;0.13;–;0.00;0.89;2.31;-1.42;0.02;0.12;15.56;0.50;–;1.93;0.17;–;0.76;0.76;6.98;1.85;5.13;1.51;1.35;0.50;1.18
Константин Тюкавин;Динамо Москва;205.00;90.00;Ф Ц;0.56;0.12;2.24;0.62;28 %;1.25;0.81;0.93;–;0.19;–;–;0.19;2.99;1.49;0.59;13.64;69 %;0.62;60 %;0.25;25 %;2.6;52 %;–;–;–;–;0.87;43 %;0.81;77 %;8.28;1.62;0.62;0.56;0.37;0.62;17.00;34 %;3.36;20 %;13.64;37 %;7.66;34 %;1.62;69 %;0.87;57 %;0.75;25 %;1.31;1.62;28.00;0.87;0.50;0.87;37.68;20.18;54 %;50 %;0.56;0.81;0.12;0.16;0.20;1.5;0.95;1.63;1.26;0.37;0.01;0.07;9.47;0.37;0.06;1.6;–;–;0.37;0.62;5.79;0.69;5.11;2.62;1.12;0.50;0.19
Наиль Умяров;Спартак Москва;222.00;90.00;ЗП Ц;–;–;0.31;–;0 %;0.21;1.15;0.52;0.21;0.52;–;–;–;1.26;0.52;0.05;50.02;87 %;0.52;0 %;0.21;100 %;11.62;76 %;2.51;79 %;0.31;67 %;6.7;76 %;1.15;27 %;3.24;0.94;0.52;6.49;2.83;0.42;14.65;51 %;11.41;46 %;3.24;68 %;3.98;50 %;0.63;67 %;0.10;0 %;4.8;56 %;7.12;6.59;12.00;1.5;0.84;0.21;80.58;65.83;82 %;42 %;0.31;0.42;–;0.05;0.04;–;0.00;1.95;1.9;0.85;0.02;0.07;43.74;–;0.21;8.79;1.99;0.21;4.60;0.31;7.43;5.23;2.20;1.99;0.42;–;2.30
Остон Урунов;Урал Екатеринбург;–;90.00;АП Л;–;–;0.00;–;–;–;–;3.00;–;–;–;–;–;–;–;–;25.50;88 %;–;–;–;–;6.00;100 %;1.50;100 %;1.50;100 %;1.50;100 %;–;–;3.00;–;–;1.50;–;7.50;9.00;50 %;4.50;33 %;4.50;67 %;–;–;1.50;100 %;1.50;100 %;0.00;–;0.00;3.00;2.00;–;–;3.00;45.00;37.50;83 %;–;–;–;–;0.17;–;–;–;2.7;0.69;1.38;–;–;22.50;–;–;6.00;1.50;1.50;1.50;–;4.50;1.50;3.00;–;1.50;1.50;0.00
Алексей Усанов;Торпедо Москва;–;90.00;П ЛЦ;–;–;0.00;–;–;0.53;1.7;1.7;–;0.53;–;–;–;0.53;–;0.01;26.63;72 %;0.53;100 %;2.13;25 %;6.92;77 %;1.60;67 %;–;–;1.60;67 %;3.20;67 %;4.79;0.53;0.53;1.60;–;1.60;9.5;29 %;5.33;40 %;3.73;14 %;1.60;0 %;1.7;0 %;–;–;2.66;60 %;4.26;3.73;2.00;1.7;0.53;–;46.33;31.42;68 %;0 %;–;0.53;–;0.11;0.02;–;0.00;0.78;2.20;-1.42;0.06;0.03;19.17;0.53;0.53;5.33;1.7;–;1.7;2.13;2.66;2.13;0.53;–;–;–;1.60
Егор Ушаков;ЦСКА Москва;219.00;90.00;АП ЛЦ;–;–;1.86;–;0 %;–;3.72;2.48;–;–;0.62;0.62;–;2.48;0.62;0.32;33.52;76 %;–;–;5.59;0 %;6.21;80 %;0.62;0 %;0.62;0 %;3.72;100 %;5.59;44 %;9.93;3.10;1.86;1.86;1.24;1.86;22.34;42 %;8.7;23 %;14.28;52 %;2.48;25 %;6.83;64 %;4.34;86 %;5.59;22 %;3.10;1.86;4.00;0.62;0.62;1.86;67.03;42.21;63 %;25 %;1.86;–;–;0.05;0.13;–;0.00;2.28;2.6;0.22;0.07;0.11;25.45;–;–;4.97;–;–;3.72;2.48;9.31;1.86;7.45;0.62;4.34;3.72;1.24
Кирилл Ушатов;Сочи;220.00;90.00;АП ПЦ;–;0.89;0.45;–;0 %;1.34;0.45;1.34;–;0.89;–;–;–;–;–;–;23.61;87 %;1.78;50 %;0.89;50 %;3.12;71 %;–;–;–;–;1.78;75 %;0.89;0 %;8.91;0.89;0.89;3.12;0.89;4.90;19.60;48 %;5.35;50 %;14.26;47 %;3.12;29 %;4.90;55 %;2.67;50 %;3.12;43 %;2.67;2.23;7.00;–;–;3.12;53.91;39.65;74 %;–;–;–;–;0.19;–;–;–;1.19;1.95;-0.76;–;–;20.50;0.89;0.45;2.23;–;–;1.34;–;9.36;2.67;6.68;0.89;2.67;1.34;1.34
Даниил Уткин;Ростов;237.00;90.00;П ЛЦ;0.12;0.24;0.84;0.12;14 %;1.24;0.52;1.68;0.20;0.64;0.16;–;0.04;2.12;0.60;0.18;52.68;81 %;1.40;60 %;0.76;53 %;10.54;62 %;3.11;68 %;0.32;75 %;6.55;62 %;7.42;55 %;6.67;1.40;0.72;4.79;2.16;1.64;12.97;53 %;6.67;49 %;6.31;57 %;3.15;52 %;2.39;75 %;0.60;80 %;2.87;49 %;4.83;7.38;27.00;0.88;0.16;0.20;82.30;64.06;78 %;28 %;0.72;0.60;0.20;0.32;0.09;1.53;0.66;1.10;1.53;-0.43;0.03;0.05;42.82;0.84;0.40;6.51;2.12;0.24;4.7;4.11;6.82;3.23;3.59;1.64;1.80;0.48;1.40
Ризван Уциев;ФК Ахмат;208.00;90.00;З П;–;–;0.00;–;–;0.07;0.57;0.72;0.07;0.36;–;–;–;0.07;–;0.00;30.60;78 %;0.07;100 %;1.44;15 %;4.96;59 %;1.29;39 %;0.07;100 %;4.9;70 %;1.36;42 %;3.30;1.8;0.36;4.9;0.72;1.8;9.5;53 %;6.54;54 %;2.51;51 %;2.44;56 %;1.1;50 %;0.57;63 %;2.80;56 %;5.24;5.46;16.00;0.93;0.22;0.22;51.86;40.37;78 %;0 %;0.07;–;–;0.03;0.02;–;0.00;1.9;1.4;0.05;0.10;0.12;23.77;0.07;0.22;2.94;0.50;0.07;2.87;0.57;4.81;3.52;1.29;1.36;0.50;0.36;1.58
Вендел;Зенит;262.00;90.00;П ЛЦ;0.34;0.17;0.88;0.34;38 %;0.80;0.59;1.76;0.08;0.17;0.13;–;0.13;1.85;0.55;0.17;71.86;93 %;1.22;41 %;0.76;22 %;11.09;84 %;0.67;88 %;–;–;5.29;87 %;3.23;62 %;5.00;0.92;1.5;3.74;1.22;3.86;13.90;49 %;5.80;36 %;8.11;59 %;1.18;32 %;4.24;71 %;1.89;64 %;3.40;40 %;3.99;6.68;25.00;1.1;0.67;0.04;103.19;88.40;86 %;30 %;0.55;0.76;–;0.33;0.09;0.52;1.94;1.94;0.62;1.32;0.01;0.05;66.48;0.50;0.17;9.32;0.59;–;4.62;2.2;6.85;2.6;4.79;0.38;3.2;1.22;1.34
Гильермо Варела;Динамо Москва;–;90.00;З П;–;–;0.00;–;–;–;–;1.88;–;1.88;–;–;–;–;–;–;42.19;80 %;–;–;2.81;0 %;13.12;57 %;1.88;50 %;–;–;5.62;83 %;1.88;0 %;5.62;0.94;–;10.31;–;1.88;12.19;69 %;6.56;71 %;5.62;67 %;3.75;50 %;2.81;67 %;–;–;1.88;100 %;11.25;1.88;1.00;0.94;–;–;69.38;57.19;82 %;–;–;–;–;–;–;–;–;1.00;1.73;-0.73;–;–;33.75;–;–;7.50;0.94;–;4.69;–;8.44;4.69;3.75;1.88;1.88;–;1.88
Лукас Вера;Оренбург;224.00;90.00;П ЛЦ;0.08;0.26;0.34;0.08;22 %;1.16;0.45;0.79;0.11;0.41;0.11;–;–;1.28;0.53;0.08;52.17;83 %;1.80;46 %;1.31;40 %;14.67;72 %;3.60;74 %;0.41;82 %;8.11;69 %;4.9;57 %;6.1;0.75;0.64;3.60;1.35;3.87;10.51;53 %;4.32;31 %;6.19;67 %;1.5;14 %;3.94;75 %;1.46;62 %;2.21;41 %;3.68;6.12;27.00;0.94;0.38;0.08;78.25;63.20;81 %;41 %;0.49;0.26;–;0.39;0.06;1.9;0.91;1.68;1.50;0.18;0.02;0.08;43.50;0.83;0.53;10.51;2.66;0.34;5.55;2.33;5.52;1.35;4.17;0.15;2.96;0.90;0.90
Максим Витюгов;Крылья Советов;203.00;90.00;ЗП ЛЦ;–;–;0.05;–;0 %;0.21;0.77;1.54;0.21;0.62;0.15;–;–;0.21;0.05;0.01;39.11;84 %;0.15;67 %;0.98;32 %;8.22;68 %;1.49;69 %;0.05;100 %;3.91;68 %;1.85;47 %;3.75;0.82;0.36;3.55;1.3;1.95;11.26;58 %;7.20;52 %;4.6;67 %;2.67;56 %;1.3;85 %;0.31;83 %;2.88;48 %;4.57;5.65;28.00;0.82;0.57;0.62;63.12;51.45;82 %;25 %;0.05;0.10;–;0.05;0.04;–;0.00;1.35;1.13;0.22;0.03;0.06;32.74;0.10;0.31;5.55;1.3;0.05;2.67;0.87;6.48;3.75;2.72;1.49;0.87;0.26;1.39
Рай Влут;Урал Екатеринбург;215.00;90.00;АП Ц;0.37;–;1.10;0.37;33 %;0.83;0.73;1.38;–;0.18;0.09;–;0.09;2.66;0.83;0.43;33.70;78 %;0.46;60 %;1.10;33 %;5.69;68 %;2.48;74 %;0.46;60 %;3.3;70 %;2.85;48 %;8.27;1.84;1.19;2.94;1.10;1.74;14.51;41 %;5.42;39 %;9.9;42 %;2.76;37 %;4.4;55 %;1.38;33 %;2.66;41 %;3.21;7.7;15.00;0.73;0.37;0.64;64.01;44.91;70 %;31 %;0.37;1.19;0.28;0.04;0.16;1.16;0.86;1.8;1.33;-0.25;0.02;0.04;26.17;0.28;0.37;3.86;1.84;0.28;2.11;1.38;5.97;2.11;3.86;1.1;2.20;0.46;1.10
Сергей Волков;ФК Краснодар;223.00;90.00;З П;0.04;0.16;0.08;0.04;50 %;0.31;0.86;0.39;0.20;0.59;0.20;–;0.12;0.39;0.12;0.04;46.80;83 %;0.55;57 %;1.64;19 %;6.26;58 %;1.9;29 %;0.16;50 %;3.95;66 %;2.7;47 %;5.79;1.68;0.43;5.36;0.90;2.35;12.71;57 %;7.58;59 %;5.12;53 %;2.31;71 %;3.28;63 %;1.33;56 %;3.36;58 %;5.55;4.42;27.00;0.94;0.27;0.12;72.68;58.64;81 %;30 %;0.12;0.16;–;0.17;0.10;1.1;0.99;1.30;1.36;-0.06;0.08;0.14;39.02;0.31;0.31;3.64;0.31;0.08;2.62;0.98;7.19;4.50;2.70;1.64;2.7;0.74;1.95
Захар Волков;Химки;200.00;90.00;З Ц;–;–;0.10;–;0 %;0.10;1.13;0.82;0.41;1.55;0.41;–;0.10;0.10;–;0.02;37.63;87 %;0.10;100 %;–;–;8.66;71 %;3.9;70 %;0.41;75 %;4.2;72 %;0.41;50 %;2.16;0.52;0.10;8.35;0.82;1.34;16.29;65 %;13.71;64 %;2.58;72 %;6.19;68 %;1.3;80 %;0.21;50 %;3.71;53 %;7.1;4.12;10.00;0.82;0.10;0.21;66.60;55.77;84 %;0 %;0.10;–;–;0.03;0.16;–;0.00;1.6;1.84;-0.78;0.13;0.07;32.68;0.10;–;6.19;2.16;0.31;2.89;0.21;10.62;8.76;1.86;4.23;0.82;0.10;1.96
Жозе Ерды Рейна Санчез;Торпедо Москва;198.00;90.00;АП Ц;0.10;0.20;0.60;0.10;17 %;0.80;0.80;2.29;0.10;0.30;–;–;0.30;1.50;0.80;0.13;33.19;82 %;1.40;29 %;1.00;20 %;7.67;69 %;0.80;63 %;–;–;2.79;71 %;3.69;49 %;7.77;1.69;0.90;1.10;0.50;2.59;16.94;34 %;4.39;20 %;12.56;38 %;2.89;14 %;5.28;49 %;2.49;32 %;1.79;33 %;1.89;4.49;12.00;1.10;0.70;0.10;61.50;42.56;69 %;53 %;0.50;0.20;–;0.32;0.08;1.27;0.79;0.94;1.85;-0.91;–;–;27.11;0.40;0.20;5.28;0.50;–;1.99;1.79;5.68;0.90;4.78;0.40;2.59;0.80;0.60
