Футболист;Команда;Индекс;Минут на поле;Позиция;Голы;Передачи голевые;Голевые моменты;Голевые моменты удачные;Голевые моменты удачные. %;Голевые моменты создал;Фолы;Фолы на игроке;Голевые ошибки;Грубые ошибки;Желтые карточки;Красные карточки;Офсайды;Удары;Удары в створ;xG (ожидаемые голы);Передачи;Передачи точные. %;Передачи ключевые;Передачи ключевые точные. %;Навесы;Навесы точные. %;Передачи прогрессивные;Передачи прогрессивные точные. %;Передачи длинные;Передачи длинные точные. %;Передачи сверхдлинные;Передачи сверхдлинные точные. %;Передачи вперед в финальную треть;Передачи вперед в финальную треть точные. %;Передачи в штрафную;Передачи в штрафную точные. %;Потери;Потери мяча на своей половине;Обработки мяча неудачные;Овладевания мячом;Овладевания мячом на половине поля соперника;Ведения мяча;Единоборства;Единоборства удачные. %;Единоборства в обороне;Единоборства в обороне удачные. %;Единоборства в атаке;Единоборства в атаке удачные. %;Единоборства вверху;Единоборства вверху удачные. %;Обводки;Обводки удачные. %;Обводки в финальной трети поля;Обводки в финальной трети поля удачные. %;Отборы;Отборы удачные. %;Перехваты;Подборы;Матчей сыграно;Появление в стартовом составе;Был заменен;Вышел на замену;ТТД;ТТД удачные;ТТД удачные. %;Удары точные. %;Удары мимо;Удары перехваченные;Удары в штангу / перекладину;xA (ожидаемые передачи);xGPS (xG на удар);xGPG (xG на гол);xGC (конверсия xG);xGT (xG при игроке на поле);xGOPP (xG соперника при игроке на поле);NxG (чистый xG. разница xGT - xGOPP);xGD (оборонительный xG);xGDPS (оборонительный xG на удар);Передачи точные;Передачи ключевые точные;Навесы точные;Передачи прогрессивные точные;Передачи длинные точные;Передачи сверхдлинные точные;Передачи вперед в финальную треть точные;Передачи в штрафную точные;Единоборства удачные;Единоборства в обороне удачные;Единоборства в атаке удачные;Единоборства вверху удачные;Обводки удачные;Обводки в финальной трети поля удачные;Отборы удачные
Заим Диванович;ФК Ахмат;–;90;П ЛЦ;–;–;–;–;–;–;–;–;–;–;–;–;–;0.95;0.95;0.02;38.84;90 %;–;–;0.95;100 %;5.68;100 %;–;–;–;–;2.84;100 %;1.89;100 %;3.79;0.95;–;2.84;–;5.68;13.26;50 %;7.58;75 %;5.68;17 %;3.79;50 %;0.95;0 %;–;–;2.84;100 %;1.89;4.74;1;0.95;0.95;–;65.37;54.95;84 %;100 %;–;–;–;0.21;0.02;–;0;1.54;1.35;0.2;–;–;35.05;–;0.95;5.68;–;–;2.84;1.89;6.63;5.68;0.95;1.89;–;–;2.84
Игорь Дмитриев;Урал Екатеринбург;–;90;АП ЛЦ;–;–;–;–;–;–;–;–;–;–;–;–;2.81;–;–;–;25.31;67 %;–;–;5.62;0 %;–;–;–;–;–;–;–;–;5.62;50 %;2.81;–;–;–;–;5.62;11.25;50 %;–;–;11.25;50 %;5.62;50 %;2.81;100 %;2.81;100 %;–;–;–;2.81;1;–;–;2.81;45;30.94;69 %;–;–;–;–;–;–;–;–;0.76;–;0.76;–;–;16.88;–;–;–;–;–;–;2.81;5.62;–;5.62;2.81;2.81;2.81;–
Александр Долгов;Факел Воронеж;–;90;Ф ПЦ;–;–;–;–;–;–;–;–;–;–;–;–;–;5.87;1.96;0.57;17.61;78 %;1.96;0 %;–;–;3.91;50 %;–;–;–;–;1.96;100 %;1.96;0 %;5.87;1.96;–;1.96;1.96;–;13.7;57 %;–;–;13.7;57 %;3.91;0 %;3.91;100 %;3.91;100 %;–;–;–;7.83;1;–;–;1.96;45;31.3;70 %;33 %;1.96;1.96;–;0.98;0.1;–;0;2.45;0.94;1.51;–;–;13.7;–;–;1.96;–;–;1.96;–;7.83;–;7.83;–;3.91;3.91;–
Лука Джорджевич;Сочи;–;90;Ф Ц;–;1.34;2.69;–;0 %;1.34;–;–;–;1.34;–;–;–;2.69;1.34;0.78;24.18;72 %;1.34;100 %;–;–;2.69;50 %;–;–;–;–;–;–;–;–;10.75;2.69;2.69;–;–;–;16.12;17 %;6.72;40 %;9.4;0 %;10.75;25 %;4.03;0 %;–;–;–;–;–;2.69;1;1.34;1.34;–;47.01;22.84;49 %;50 %;1.34;–;–;0.16;0.29;–;0;1.28;0.73;0.55;–;–;17.46;1.34;–;1.34;–;–;–;–;2.69;2.69;–;2.69;–;–;–
Ваня Дркушич;Сочи;–;90;З Ц;0.92;–;0.92;0.92;100 %;–;0.92;1.84;–;–;–;–;–;0.92;0.92;0.24;33.06;81 %;–;–;–;–;9.18;70 %;3.67;100 %;0.92;100 %;2.76;100 %;–;–;2.76;0.92;0.92;6.43;0.92;–;19.29;81 %;13.78;80 %;5.51;83 %;13.78;87 %;0.92;100 %;–;–;–;–;6.43;5.51;1;0.92;–;–;67.04;56.02;84 %;100 %;–;–;–;–;0.26;0.26;3.85;1.44;0.5;0.95;–;–;26.63;–;–;6.43;3.67;0.92;2.76;–;15.61;11.02;4.59;11.94;0.92;–;–
Алексис Давид Дуарте Перейра;Спартак Москва;–;90;З ЛЦ;–;–;–;–;–;–;0.91;–;0.91;0.91;–;–;–;–;–;–;43.64;88 %;–;–;0.91;0 %;9.09;70 %;1.82;50 %;–;–;3.64;75 %;–;–;1.82;–;–;4.55;0.91;3.64;11.82;62 %;8.18;67 %;3.64;50 %;4.55;80 %;0.91;100 %;–;–;2.73;33 %;5.45;9.09;1;0.91;–;–;73.64;63.64;86 %;–;–;–;–;–;–;–;–;2.04;1.12;0.92;–;–;38.18;–;–;6.36;0.91;–;2.73;–;7.27;5.45;1.82;3.64;0.91;–;0.91
Аслан Дудиев;Балтика;–;90;ЗП П;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;42.86;60 %;–;–;4.29;0 %;8.57;0 %;–;–;–;–;–;–;8.57;0 %;21.43;4.29;–;–;–;–;21.43;20 %;12.86;33 %;8.57;0 %;8.57;0 %;4.29;0 %;–;–;4.29;0 %;4.29;–;1;–;–;4.29;68.57;34.29;50 %;–;–;–;–;–;–;–;–;–;2.66;-2.66;–;–;25.71;–;–;–;–;–;–;–;4.29;4.29;–;–;–;–;–
Артём Дзюба;Локомотив Москва;–;90;Ф Ц;–;–;–;–;–;0.95;2.84;1.89;–;–;0.95;–;0.95;0.95;0.95;0.07;19.89;81 %;1.89;50 %;–;–;3.79;100 %;0.95;100 %;–;–;0.95;100 %;1.89;100 %;11.37;0.95;–;–;–;–;28.42;37 %;4.74;0 %;23.68;44 %;19.89;38 %;–;–;–;–;0.95;0 %;0.95;0.95;1;0.95;–;–;51.16;29.37;57 %;100 %;–;–;–;0.5;0.07;–;0;1.15;1.07;0.08;0.09;0.1;16.11;0.95;–;3.79;0.95;–;0.95;1.89;10.42;–;10.42;7.58;–;–;–
Андрей Егорычев;Урал Екатеринбург;–;90;АП ПЦ;–;–;–;–;–;0.93;1.86;–;–;–;–;–;–;–;–;–;20.41;64 %;1.86;50 %;0.93;0 %;5.57;33 %;–;–;–;–;0.93;0 %;1.86;0 %;6.49;1.86;0.93;2.78;1.86;0.93;10.21;45 %;3.71;75 %;6.49;29 %;3.71;25 %;0.93;0 %;0.93;0 %;1.86;100 %;3.71;3.71;1;0.93;–;–;39.9;25.98;65 %;–;–;–;–;0.15;–;–;–;1.82;1.28;0.54;–;–;12.99;0.93;–;1.86;–;–;–;–;4.64;2.78;1.86;0.93;–;–;1.86
Никита Ермаков;ЦСКА Москва;–;90;АП ПЦ;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;24.55;100 %;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;16.36;50 %;8.18;100 %;8.18;0 %;8.18;0 %;–;–;–;–;8.18;100 %;8.18;–;1;–;–;8.18;49.09;40.91;83 %;–;–;–;–;–;–;–;–;–;–;–;–;–;24.55;–;–;–;–;–;–;–;8.18;8.18;–;–;–;–;8.18
Александр Ерохин;Зенит;–;90;П ПЦ;–;–;–;–;–;–;2.07;–;–;1.03;–;–;–;–;–;–;21.72;81 %;–;–;2.07;0 %;–;–;–;–;–;–;–;–;1.03;0 %;9.31;2.07;2.07;2.07;1.03;–;10.34;20 %;3.1;33 %;7.24;14 %;3.1;0 %;–;–;–;–;1.03;0 %;4.14;–;1;1.03;1.03;–;38.28;23.79;62 %;–;–;–;–;–;–;–;–;0.84;0.78;0.06;0.4;0.39;17.59;–;–;–;–;–;–;–;2.07;1.03;1.03;–;–;–;–
Роман Евгеньев;Крылья Советов;–;90;З ПЦ;–;–;–;–;–;–;1.78;–;0.89;1.78;–;–;–;–;–;–;17.82;75 %;–;–;–;–;6.24;57 %;0.89;0 %;0.89;0 %;3.56;50 %;1.78;50 %;1.78;–;0.89;7.13;0.89;–;13.37;67 %;11.58;62 %;1.78;100 %;7.13;50 %;–;–;–;–;0.89;100 %;7.13;4.46;1;0.89;–;–;43.66;33.86;78 %;–;–;–;–;–;–;–;–;1.27;1.45;-0.19;0.09;0.05;13.37;–;–;3.56;–;–;1.78;0.89;8.91;7.13;1.78;3.56;–;–;0.89
Роман Ежов;Крылья Советов;–;90;П Л;–;0.98;0.98;–;0 %;1.96;0.98;1.96;–;–;0.98;–;0.98;0.98;–;0.1;23.48;88 %;1.96;50 %;1.96;0 %;2.93;100 %;1.96;100 %;–;–;2.93;100 %;1.96;50 %;6.85;0.98;1.96;2.93;–;4.89;11.74;25 %;3.91;0 %;7.83;38 %;–;–;3.91;50 %;1.96;0 %;2.93;0 %;0.98;6.85;1;0.98;0.98;–;50.87;36.2;71 %;0 %;–;0.98;–;0.21;0.1;–;0;1.39;1.59;-0.21;–;–;20.54;0.98;–;2.93;1.96;–;2.93;0.98;2.93;–;2.93;–;1.96;–;–
Джоэль Фамейе;Рубин Казань;–;90;Ф ЛЦ;1.01;–;3.03;1.01;33 %;–;–;1.01;–;–;–;–;–;6.07;4.04;0.65;10.11;90 %;–;–;1.01;100 %;–;–;–;–;–;–;–;–;1.01;100 %;4.04;–;2.02;2.02;2.02;1.01;25.28;36 %;4.04;0 %;21.24;43 %;3.03;0 %;5.06;80 %;4.04;100 %;2.02;0 %;2.02;2.02;1;1.01;1.01;–;48.54;27.3;56 %;67 %;2.02;–;–;–;0.11;0.64;1.56;1.12;1.22;-0.1;–;–;9.1;–;1.01;–;–;–;–;1.01;9.1;–;9.1;–;4.04;4.04;–
Лукас Фассон;Локомотив Москва;–;90;З ЛЦ;–;–;–;–;–;–;0.95;–;1.89;3.79;–;–;–;–;–;–;58.74;79 %;–;–;–;–;19.89;71 %;4.74;80 %;–;–;7.58;75 %;1.89;50 %;4.74;3.79;1.89;4.74;0.95;3.79;10.42;73 %;7.58;63 %;2.84;100 %;2.84;67 %;0.95;100 %;–;–;0.95;0 %;10.42;5.68;1;0.95;–;–;90.95;73.89;81 %;–;–;–;–;–;–;–;–;1.15;1.07;0.08;–;–;46.42;–;–;14.21;3.79;–;5.68;0.95;7.58;4.74;2.84;1.89;0.95;–;–
Роберто Карлос Фернандез Торо;Балтика;–;90;ЗП Л;–;–;–;–;–;0.92;2.76;3.67;0.92;0.92;–;–;–;–;–;–;51.43;79 %;0.92;100 %;5.51;67 %;14.69;75 %;1.84;100 %;–;–;6.43;71 %;9.18;80 %;10.1;1.84;1.84;1.84;0.92;0.92;21.12;43 %;11.02;42 %;10.1;45 %;10.1;36 %;3.67;25 %;0.92;0 %;3.67;50 %;0.92;4.59;1;0.92;–;–;80.82;56.02;69 %;–;–;–;–;0.26;–;–;–;0.5;1.44;-0.95;0.39;0.43;40.41;0.92;3.67;11.02;1.84;–;4.59;7.35;9.18;4.59;4.59;3.67;0.92;–;1.84
Роберто Фернандез Урбиета;Динамо Москва;–;90;З ЛЦ;–;–;–;–;–;0.96;1.91;–;0.96;0.96;0.96;–;–;–;–;–;44.04;89 %;–;–;–;–;11.49;83 %;–;–;–;–;3.83;100 %;–;–;0.96;0.96;–;5.74;0.96;0.96;16.28;53 %;14.36;47 %;1.91;100 %;7.66;88 %;–;–;–;–;2.87;33 %;6.7;5.74;1;0.96;–;–;73.72;61.28;83 %;–;–;–;–;0.22;–;–;–;1.9;1.83;0.07;0.04;0.04;39.26;–;–;9.57;–;–;3.83;–;8.62;6.7;1.91;6.7;–;–;0.96
Егор Филипенко;Урал Екатеринбург;–;90;З ЛЦ;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;21.69;80 %;–;–;–;–;3.25;33 %;1.08;0 %;–;–;1.08;0 %;–;–;3.25;1.08;1.08;3.25;–;–;6.51;50 %;5.42;40 %;1.08;100 %;4.34;50 %;–;–;–;–;–;–;5.42;3.25;1;1.08;1.08;–;37.95;29.28;77 %;–;–;–;–;–;–;–;–;2.13;1.5;0.63;–;–;17.35;–;–;1.08;–;–;–;–;3.25;2.17;1.08;2.17;–;–;–
Сесар Габриель Флорентин;Оренбург;–;90;П ПЦ;0.91;–;0.91;0.91;100 %;–;0.91;1.82;–;–;0.91;–;–;1.82;0.91;0.33;60.91;82 %;1.82;0 %;1.82;100 %;12.73;50 %;7.27;63 %;0.91;0 %;9.09;50 %;7.27;38 %;8.18;1.82;2.73;2.73;0.91;6.36;8.18;56 %;2.73;67 %;5.45;50 %;0.91;100 %;0.91;0 %;0.91;0 %;2.73;67 %;1.82;8.18;1;0.91;–;–;90;71.82;80 %;50 %;0.91;–;–;0.15;0.18;0.36;2.78;1.12;2.04;-0.92;–;–;50;–;1.82;6.36;4.55;–;4.55;2.73;4.55;1.82;2.73;0.91;–;–;1.82
Даниил Фомин;Динамо Москва;–;90;ЗП ПЦ;–;–;–;–;–;–;–;–;–;1.02;–;–;–;2.05;–;0.04;54.2;83 %;–;–;1.02;0 %;9.2;56 %;–;–;–;–;4.09;50 %;2.05;0 %;5.11;–;–;3.07;–;4.09;10.23;30 %;5.11;60 %;5.11;0 %;4.09;0 %;1.02;0 %;1.02;0 %;3.07;67 %;2.05;4.09;1;1.02;1.02;–;76.7;58.3;76 %;0 %;2.05;–;–;–;0.02;–;0;2.02;1.91;0.11;0.04;0.04;45;–;–;5.11;–;–;2.05;–;3.07;3.07;–;–;–;–;2.05
Батчи;ФК Краснодар;–;90;АП Л;0.96;–;0.96;0.96;100 %;2.87;–;–;–;–;–;–;0.96;1.91;0.96;0.03;34.47;92 %;2.87;67 %;0.96;100 %;7.66;88 %;0.96;100 %;–;–;–;–;2.87;67 %;6.7;0.96;–;2.87;0.96;1.91;14.36;20 %;3.83;25 %;10.53;18 %;2.87;0 %;3.83;50 %;1.91;50 %;1.91;50 %;1.91;9.57;1;0.96;–;–;64.15;48.83;76 %;50 %;0.96;–;–;0.38;0.01;0.03;33.33;1.83;1.9;-0.07;–;–;31.6;1.91;0.96;6.7;0.96;–;–;1.91;2.87;0.96;1.91;–;1.91;0.96;0.96
Лука Гагнидзе;Динамо Москва;–;90;АП Ц;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;36;0 %;–;–;–;–;–;–;–;–;–;–;–;–;18;0 %;–;–;–;–;–;–;18;0 %;18;0 %;–;–;18;0 %;–;–;–;–;–;–;–;18;1;–;–;18;72;18;25 %;–;–;–;–;–;–;–;–;–;0.72;-0.72;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
Адольфо Юлиан Гайч;ЦСКА Москва;–;90;Ф Ц;–;–;–;–;–;–;8.44;–;–;–;2.81;–;–;–;–;–;14.06;20 %;–;–;–;–;–;–;–;–;–;–;–;–;–;–;16.88;5.62;–;–;–;–;14.06;20 %;–;–;14.06;20 %;5.62;50 %;–;–;–;–;–;–;2.81;–;1;–;–;2.81;30.94;8.44;27 %;–;–;–;–;–;–;–;–;–;0.76;-0.76;–;–;2.81;–;–;–;–;–;–;–;2.81;–;2.81;2.81;–;–;–
Милан Гайич;ЦСКА Москва;–;90;ЗП П;–;–;–;–;–;1.86;–;–;–;–;–;–;–;–;–;–;45.46;92 %;0.93;100 %;3.71;75 %;4.64;100 %;0.93;0 %;–;–;1.86;100 %;7.42;75 %;2.78;–;0.93;2.78;0.93;0.93;10.21;36 %;5.57;50 %;4.64;20 %;3.71;0 %;1.86;50 %;0.93;100 %;1.86;100 %;0.93;5.57;1;0.93;–;–;64.02;52.89;83 %;–;–;–;–;0.22;–;–;–;1.28;1.82;-0.54;–;–;41.75;0.93;2.78;4.64;–;–;1.86;5.57;3.71;2.78;0.93;–;0.93;0.93;1.86
Артур Галоян;Балтика;–;90;П ПЦ;–;–;–;–;–;2.95;–;–;–;–;–;–;–;1.48;–;0.04;41.31;79 %;2.95;50 %;4.43;0 %;5.9;50 %;2.95;100 %;1.48;100 %;2.95;50 %;4.43;100 %;10.33;–;2.95;2.95;–;1.48;8.85;33 %;1.48;0 %;7.38;40 %;–;–;4.43;67 %;4.43;67 %;–;–;7.38;13.28;1;1.48;1.48;–;76.72;57.54;75 %;0 %;1.48;–;–;0.22;0.03;–;0;0.37;1.4;-1.03;–;–;32.46;1.48;–;2.95;2.95;1.48;1.48;4.43;2.95;–;2.95;–;2.95;2.95;–
Бенхамин Антонио Гарре;Крылья Советов;–;90;АП Ц;0.89;–;2.67;0.89;33 %;0.89;0.89;–;–;–;–;–;–;3.56;3.56;0.53;32.97;89 %;–;–;1.78;50 %;7.13;100 %;–;–;–;–;3.56;100 %;3.56;75 %;7.13;0.89;0.89;4.46;0.89;7.13;29.41;42 %;8.02;44 %;21.39;42 %;6.24;14 %;13.37;60 %;11.58;69 %;4.46;80 %;3.56;7.13;1;0.89;–;–;83.76;62.38;74 %;100 %;–;–;–;0.25;0.15;0.6;1.67;1.27;1.45;-0.19;0.05;0.06;29.41;–;0.89;7.13;–;–;3.56;2.67;12.48;3.56;8.91;0.89;8.02;8.02;3.56
Ярослав Гладышев;Динамо Москва;–;90;АП П;–;–;–;–;–;–;–;–;–;–;–;–;–;5;–;0.15;35;86 %;–;–;–;–;–;–;–;–;–;–;–;–;–;–;10;–;–;–;–;5;5;0 %;–;–;5;0 %;–;–;5;0 %;5;0 %;–;–;–;10;1;–;–;5;60;45;75 %;0 %;5;–;–;–;0.03;–;0;0.15;0.2;-0.05;–;–;30;–;–;–;–;–;–;–;–;–;–;–;–;–;–
Данил Глебов;Ростов;–;90;ЗП ЛЦ;–;–;0.91;–;0 %;0.91;–;0.91;–;0.91;–;–;–;1.82;0.91;0.19;40;84 %;–;–;0.91;0 %;8.18;78 %;0.91;100 %;–;–;5.45;83 %;1.82;50 %;3.64;1.82;–;6.36;1.82;1.82;10;64 %;4.55;60 %;5.45;67 %;1.82;50 %;3.64;100 %;3.64;100 %;1.82;100 %;3.64;10;1;0.91;–;–;67.27;56.36;84 %;50 %;–;0.91;–;–;0.1;–;0;1.67;1.91;-0.24;–;–;33.64;–;–;6.36;0.91;–;4.55;0.91;6.36;2.73;3.64;0.91;3.64;3.64;1.82
Максим Глушенков;Локомотив Москва;–;90;АП П;–;–;1.27;–;0 %;–;–;1.27;–;–;–;–;–;3.8;1.27;0.75;38.03;63 %;1.27;0 %;–;–;6.34;40 %;2.54;50 %;–;–;5.07;25 %;6.34;60 %;7.61;1.27;–;2.54;1.27;1.27;21.55;53 %;3.8;67 %;17.75;50 %;–;–;10.14;50 %;7.61;67 %;2.54;50 %;1.27;2.54;1;1.27;1.27;–;68.45;41.83;61 %;33 %;2.54;–;–;0.11;0.2;–;0;1.32;1.34;-0.03;–;–;24.08;–;–;2.54;1.27;–;1.27;3.8;11.41;2.54;8.87;–;5.07;5.07;1.27
Ренато Гойкович;Оренбург;–;90;З ПЦ;–;–;–;–;–;–;–;0.91;0.91;0.91;–;–;–;–;–;–;28.18;94 %;0.91;0 %;–;–;6.36;86 %;2.73;67 %;0.91;0 %;0.91;0 %;0.91;0 %;0.91;–;–;5.45;–;–;9.09;70 %;6.36;86 %;2.73;33 %;5.45;67 %;–;–;–;–;0.91;0 %;9.09;5.45;1;0.91;–;–;52.73;48.18;91 %;–;–;–;–;–;–;–;–;1.12;2.04;-0.92;–;–;26.36;–;–;5.45;1.82;–;–;–;6.36;5.45;0.91;3.64;–;–;–
Егор Голенков;Ростов;–;90;Ф ЛЦ;–;–;1.22;–;0 %;1.22;1.22;1.22;–;–;–;–;1.22;1.22;1.22;0.17;21.89;56 %;1.22;0 %;–;–;4.86;50 %;–;–;–;–;1.22;0 %;4.86;25 %;10.95;2.43;2.43;1.22;–;–;19.46;25 %;6.08;20 %;13.38;27 %;7.3;33 %;1.22;100 %;–;–;1.22;0 %;–;3.65;1;1.22;1.22;–;48.65;21.89;45 %;100 %;–;–;–;0.26;0.14;–;0;2.04;1.08;0.96;–;–;12.16;–;–;2.43;–;–;–;1.22;4.86;1.22;3.65;2.43;1.22;–;–
Юрий Горшков;Крылья Советов;–;90;ЗЛ;–;–;–;–;–;–;–;1.78;–;–;–;–;–;0.89;–;0.04;22.28;80 %;–;–;0.89;0 %;6.24;86 %;1.78;50 %;–;–;0.89;100 %;–;–;2.67;–;0.89;3.56;–;–;6.24;57 %;5.35;50 %;0.89;100 %;–;–;–;–;–;–;2.67;33 %;7.13;7.13;1;0.89;–;–;44.55;35.64;80 %;0 %;0.89;–;–;–;0.05;–;0;1.27;1.45;-0.19;–;–;17.82;–;–;5.35;0.89;–;0.89;–;3.56;2.67;0.89;–;–;–;0.89
Кирилл Гоцук;Пари Нижний Новгород;–;90;З Ц;–;–;–;–;–;–;0.93;–;–;–;–;–;–;–;–;–;25.05;74 %;–;–;–;–;10.21;64 %;7.42;38 %;2.78;0 %;7.42;50 %;0.93;0 %;3.71;–;–;2.78;–;–;5.57;67 %;4.64;60 %;0.93;100 %;2.78;100 %;–;–;–;–;1.86;50 %;8.35;2.78;1;0.93;–;–;41.75;33.4;80 %;–;–;–;–;–;–;–;–;0.71;0.8;-0.09;0.04;0.04;18.56;–;–;6.49;2.78;–;3.71;–;3.71;2.78;0.93;2.78;–;–;0.93
Алексей Грицаенко;Рубин Казань;–;90;З ЛЦ;–;–;–;–;–;–;0.95;–;0.95;1.89;0.95;–;–;–;–;–;36.95;85 %;0.95;0 %;0.95;0 %;7.58;38 %;1.89;100 %;–;–;4.74;60 %;1.89;0 %;2.84;0.95;0.95;8.53;0.95;0.95;17.05;50 %;15.16;44 %;1.89;100 %;6.63;43 %;0.95;100 %;–;–;5.68;50 %;8.53;6.63;1;0.95;–;–;72;56.84;79 %;–;–;–;–;–;–;–;–;1.07;1.15;-0.08;–;–;31.26;–;–;2.84;1.89;–;2.84;–;8.53;6.63;1.89;2.84;0.95;–;2.84
Вячеслав Грулёв;Динамо Москва;–;90;Ф Ц;–;–;–;–;–;–;3.6;–;–;–;–;–;–;–;–;–;3.6;100 %;–;–;–;–;–;–;–;–;–;–;–;–;–;–;10.8;–;–;–;–;–;21.6;17 %;3.6;0 %;18;20 %;–;–;14.4;0 %;14.4;0 %;3.6;0 %;–;3.6;1;–;–;3.6;28.8;10.8;38 %;–;–;–;–;–;–;–;–;0.11;0.14;-0.04;–;–;3.6;–;–;–;–;–;–;–;3.6;–;3.6;–;–;–;–
Гедеон Гузина;Балтика;–;90;Ф ПЦ;–;–;–;–;–;1.76;3.53;1.76;–;–;–;–;1.76;–;–;–;26.47;80 %;–;–;–;–;10.59;50 %;–;–;–;–;3.53;50 %;3.53;0 %;14.12;1.76;1.76;–;–;1.76;26.47;53 %;1.76;0 %;24.71;57 %;12.35;43 %;1.76;100 %;–;–;–;–;3.53;–;1;–;–;1.76;60;40.59;68 %;–;–;–;–;–;–;–;–;0.78;1.18;-0.41;–;–;21.18;–;–;5.29;–;–;1.76;–;14.12;–;14.12;5.29;1.76;–;–
Анхело Хосе Энрикес Итурра;Балтика;–;90;Ф ЛЦ;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;26.47;80 %;–;–;–;–;–;–;–;–;–;–;–;–;5.29;100 %;10.59;–;5.29;5.29;–;–;26.47;40 %;15.88;33 %;10.59;50 %;5.29;0 %;–;–;–;–;–;–;–;–;1;–;–;5.29;58.24;31.76;55 %;–;–;–;–;–;–;–;–;–;3.28;-3.28;–;–;21.18;–;–;–;–;–;–;5.29;10.59;5.29;5.29;–;–;–;–
Михаил Игнатов;Спартак Москва;–;90;П ЛЦ;–;3.6;–;–;–;7.2;–;3.6;–;–;–;–;–;–;–;–;36;80 %;7.2;50 %;–;–;3.6;100 %;–;–;–;–;–;–;3.6;0 %;7.2;–;3.6;3.6;3.6;–;18;40 %;3.6;0 %;14.4;50 %;–;–;3.6;100 %;3.6;100 %;–;–;3.6;–;1;–;–;3.6;61.2;39.6;65 %;–;–;–;–;0.94;–;–;–;2.02;0.32;1.69;–;–;28.8;3.6;–;3.6;–;–;–;–;7.2;–;7.2;–;3.6;3.6;–
Иван Игнатьев;Сочи;–;90;Ф Ц;–;–;–;–;–;–;2.9;–;–;–;–;–;–;2.9;–;0.23;37.74;77 %;2.9;0 %;–;–;2.9;100 %;–;–;–;–;2.9;100 %;–;–;11.61;5.81;5.81;2.9;2.9;2.9;31.94;45 %;14.52;40 %;17.42;50 %;8.71;33 %;–;–;–;–;5.81;100 %;–;2.9;1;–;–;2.9;84.19;49.35;59 %;0 %;2.9;–;–;0.41;0.08;–;0;1.8;–;1.8;–;–;29.03;–;–;2.9;–;–;2.9;–;14.52;5.81;8.71;2.9;–;–;5.81
Владимир Ильин;ФК Ахмат;–;90;АП П;–;–;–;–;–;1.41;4.22;–;–;–;–;–;–;2.81;–;0.11;28.12;85 %;2.81;50 %;1.41;100 %;4.22;100 %;–;–;–;–;2.81;100 %;1.41;100 %;7.03;1.41;1.41;1.41;–;4.22;14.06;40 %;4.22;33 %;9.84;43 %;1.41;100 %;5.62;50 %;2.81;0 %;1.41;100 %;2.81;4.22;1;1.41;1.41;–;57.66;40.78;71 %;0 %;1.41;1.41;–;0.46;0.04;–;0;1.07;1.63;-0.56;–;–;23.91;1.41;1.41;4.22;–;–;2.81;1.41;5.62;1.41;4.22;1.41;2.81;–;1.41
Владис-Эммерсон Иллой-Айет;Урал Екатеринбург;–;90;З ЛЦ;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;34.62;40 %;–;–;–;–;6.92;0 %;6.92;0 %;–;–;13.85;50 %;–;–;13.85;6.92;–;–;–;–;20.77;67 %;13.85;100 %;6.92;0 %;6.92;100 %;6.92;0 %;6.92;0 %;–;–;6.92;–;1;–;–;6.92;62.31;34.62;56 %;–;–;–;–;–;–;–;–;–;–;–;–;–;13.85;–;–;–;–;–;6.92;–;13.85;13.85;–;6.92;–;–;–
Илья Ишков;Урал Екатеринбург;–;90;АП ПЦ;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;15;0 %;–;–;–;–;15;0 %;–;–;–;–;–;–;15;0 %;30;–;–;–;–;–;45;67 %;15;100 %;30;50 %;30;50 %;–;–;–;–;–;–;–;–;1;–;–;15;60;30;50 %;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;30;15;15;15;–;–;–
Вильсон Изидор;Локомотив Москва;–;90;АП П;3.91;–;3.91;3.91;100 %;–;–;–;–;–;–;–;–;3.91;3.91;0.08;19.57;60 %;–;–;7.83;50 %;3.91;0 %;–;–;–;–;3.91;0 %;7.83;50 %;11.74;3.91;–;3.91;–;–;43.04;36 %;7.83;50 %;35.22;33 %;7.83;0 %;15.65;25 %;11.74;33 %;3.91;100 %;7.83;–;1;–;–;3.91;74.35;39.13;53 %;100 %;–;–;–;–;0.02;0.02;50;0.67;0.27;0.39;–;–;11.74;–;3.91;–;–;–;–;3.91;15.65;3.91;11.74;–;3.91;3.91;3.91
