Футболист;Команда;Индекс;Минут на поле;Позиция;Голы;Передачи голевые;Голевые моменты;Голевые моменты удачные;Голевые моменты удачные. %;Голевые моменты создал;Фолы;Фолы на игроке;Голевые ошибки;Грубые ошибки;Желтые карточки;Красные карточки;Офсайды;Удары;Удары в створ;xG (ожидаемые голы);Передачи;Передачи точные. %;Передачи ключевые;Передачи ключевые точные. %;Навесы;Навесы точные. %;Передачи прогрессивные;Передачи прогрессивные точные. %;Передачи длинные;Передачи длинные точные. %;Передачи сверхдлинные;Передачи сверхдлинные точные. %;Передачи вперед в финальную треть;Передачи вперед в финальную треть точные. %;Передачи в штрафную;Передачи в штрафную точные. %;Потери;Потери мяча на своей половине;Обработки мяча неудачные;Овладевания мячом;Овладевания мячом на половине поля соперника;Ведения мяча;Единоборства;Единоборства удачные. %;Единоборства в обороне;Единоборства в обороне удачные. %;Единоборства в атаке;Единоборства в атаке удачные. %;Единоборства вверху;Единоборства вверху удачные. %;Обводки;Обводки удачные. %;Обводки в финальной трети поля;Обводки в финальной трети поля удачные. %;Отборы;Отборы удачные. %;Перехваты;Подборы;Матчей сыграно;Появление в стартовом составе;Был заменен;Вышел на замену;ТТД;ТТД удачные;ТТД удачные. %;Удары точные. %;Удары мимо;Удары перехваченные;Удары в штангу / перекладину;xA (ожидаемые передачи);xGPS (xG на удар);xGPG (xG на гол);xGC (конверсия xG);xGT (xG при игроке на поле);xGOPP (xG соперника при игроке на поле);NxG (чистый xG. разница xGT - xGOPP);xGD (оборонительный xG);xGDPS (оборонительный xG на удар);Передачи точные;Передачи ключевые точные;Навесы точные;Передачи прогрессивные точные;Передачи длинные точные;Передачи сверхдлинные точные;Передачи вперед в финальную треть точные;Передачи в штрафную точные;Единоборства удачные;Единоборства в обороне удачные;Единоборства в атаке удачные;Единоборства вверху удачные;Обводки удачные;Обводки в финальной трети поля удачные;Отборы удачные
Данила Ведерников;ФК Волгарь;184;90;ЗП Л;–;0.12;0.24;–;0 %;0.36;1.7;0.24;0.36;0.59;0.12;–;–;0.95;0.24;0.11;25.56;67 %;0.48;50 %;2.38;20 %;6.3;57 %;1.66;36 %;–;–;4.52;58 %;3.57;43 %;6.18;1.31;0.59;3.69;0.59;0.95;11.53;47 %;8.8;51 %;3.45;38 %;2.97;52 %;1.19;40 %;0.36;33 %;2.62;50 %;4.52;5.35;12;0.83;0.24;0.59;49.34;33.65;68 %;25 %;0.24;0.48;–;0.11;0.12;–;0;1.13;1.55;-0.42;0.03;0.06;17.24;0.24;0.48;3.57;0.59;–;2.62;1.55;5.47;4.16;1.31;1.55;0.48;0.12;1.31
Никита Кирсанов;Волга Ульяновск;184.00;90.00;АП Ц;–;0.15;0.15;–;0 %;0.30;1.19;1.19;–;0.30;0.30;–;0.30;0.60;0.30;0.07;36.27;84 %;0.30;0 %;1.4;14 %;5.22;60 %;0.30;100 %;–;–;2.9;71 %;1.34;33 %;6.12;2.9;0.60;3.13;0.90;1.4;16.57;38 %;7.61;35 %;8.96;40 %;2.84;21 %;1.94;54 %;0.90;67 %;3.73;36 %;2.84;6.12;12.00;0.75;0.75;1.4;64.03;47.01;73 %;50 %;0.15;0.15;–;0.17;0.12;–;0.00;0.59;1.26;-0.66;0.04;0.25;30.45;–;0.15;3.13;0.30;–;1.49;0.45;6.27;2.69;3.58;0.60;1.4;0.60;1.34
Василий Алейников;СКА-Хабаровск;184.00;90.00;Ф Ц;0.65;–;3.27;0.65;20 %;0.65;0.33;1.64;–;–;–;–;–;2.95;1.31;0.40;20.29;77 %;0.98;0 %;0.65;0 %;1.96;50 %;–;–;–;–;0.98;67 %;1.96;50 %;11.78;2.62;0.98;0.98;–;1.96;19.96;25 %;4.58;21 %;15.38;26 %;4.25;31 %;3.27;40 %;2.62;25 %;1.31;50 %;0.00;3.27;7.00;1.31;1.31;0.98;49.42;27.16;55 %;44 %;0.65;0.65;0.33;0.06;0.13;0.61;1.65;0.76;0.66;0.10;–;–;15.71;–;–;0.98;–;–;0.65;0.98;4.91;0.98;3.93;1.31;1.31;0.65;0.65
Артур Арустамян;КамАЗ Набережные Челны;184.00;90.00;АП П;0.17;–;0.87;0.17;20 %;0.69;1.38;0.52;–;0.17;0.17;–;0.35;2.94;1.21;0.21;22.85;68 %;0.35;50 %;1.90;9 %;3.12;50 %;0.17;0 %;–;–;1.4;67 %;3.12;56 %;8.48;1.90;1.56;1.56;0.52;1.90;14.71;29 %;5.37;29 %;9.35;30 %;1.73;0 %;1.73;40 %;0.87;40 %;2.77;50 %;2.25;4.33;11.00;1.4;1.4;0.87;50.54;29.60;59 %;41 %;0.87;0.87;–;0.05;0.07;1.22;0.82;0.87;1.74;-0.86;0.00;0.02;15.58;0.17;0.17;1.56;–;–;0.69;1.73;4.33;1.56;2.77;–;0.69;0.35;1.38
Роман Емельянов;Шинник;183.00;90.00;ЗП ЛЦ;–;–;0.44;–;0 %;0.18;1.6;0.97;0.09;1.6;0.44;–;–;0.71;0.27;0.06;40.22;77 %;0.18;50 %;0.27;0 %;9.66;61 %;1.51;47 %;0.09;0 %;4.96;57 %;1.6;25 %;6.47;2.13;0.27;4.87;1.51;0.18;16.92;53 %;8.68;50 %;8.24;57 %;5.67;61 %;1.6;67 %;0.27;33 %;3.72;45 %;6.38;7.88;12.00;0.97;0.27;0.09;72.46;54.66;75 %;38 %;0.35;0.09;–;0.08;0.08;–;0.00;0.85;1.46;-0.61;0.03;0.05;31.00;0.09;–;5.85;0.71;–;2.83;0.27;9.4;4.34;4.69;3.45;0.71;0.09;1.68
Алексей Щеткин;Кубань Краснодар;183.00;90.00;Ф Ц;0.15;0.15;1.91;0.15;8 %;1.18;1.33;0.74;–;0.15;0.29;–;0.44;2.65;1.3;0.39;18.41;58 %;0.88;50 %;0.29;0 %;3.98;33 %;0.29;50 %;0.15;100 %;2.6;36 %;0.44;33 %;13.11;2.36;0.88;1.33;0.74;0.74;27.84;44 %;4.12;29 %;23.72;47 %;16.35;50 %;1.3;57 %;0.44;33 %;2.21;27 %;2.65;2.36;13.00;1.3;0.88;0.88;55.38;29.75;54 %;39 %;1.33;0.29;–;0.34;0.15;2.67;0.37;1.12;1.16;-0.04;0.01;0.10;10.75;0.44;–;1.33;0.15;0.15;0.74;0.15;12.37;1.18;11.19;8.10;0.59;0.15;0.59
Антон Терехов;Шинник;184.00;90.00;АП П;–;–;0.60;–;0 %;1.19;1.79;0.60;–;–;–;–;–;2.38;0.60;0.13;29.21;69 %;0.60;100 %;2.38;0 %;3.58;33 %;0.60;100 %;–;–;1.79;0 %;2.38;25 %;10.73;0.60;1.79;1.79;–;2.98;16.09;33 %;5.96;40 %;10.13;29 %;3.58;33 %;3.58;50 %;2.38;75 %;2.98;40 %;2.98;3.58;5.00;–;0.60;2.98;58.41;35.17;60 %;25 %;1.79;–;–;0.11;0.05;–;0.00;0.45;1.57;-1.12;0.01;0.02;20.26;0.60;–;1.19;0.60;–;–;0.60;5.36;2.38;2.98;1.19;1.79;1.79;1.19
Денис Рахманов;Волга Ульяновск;183.00;90.00;П П;–;0.16;0.32;–;0 %;0.48;1.76;0.96;–;0.16;–;–;–;1.60;0.96;0.07;24.41;83 %;0.32;50 %;0.96;50 %;4.47;71 %;0.48;33 %;0.16;0 %;1.60;70 %;1.91;33 %;7.66;0.80;1.76;2.39;0.64;3.3;16.60;30 %;5.90;41 %;10.69;24 %;2.55;13 %;4.63;45 %;2.87;50 %;3.35;52 %;2.39;3.35;10.00;1.12;1.12;0.48;53.14;34.95;66 %;60 %;0.48;0.16;–;0.04;0.04;–;0.00;0.67;1.32;-0.66;–;–;20.27;0.16;0.48;3.19;0.16;–;1.12;0.64;4.95;2.39;2.55;0.32;2.7;1.44;1.76
Шамиль Исаев;Динамо Махачкала;183.00;90.00;Ф ЛЦ;–;–;0.00;–;–;0.61;1.53;2.45;–;–;0.61;–;0.31;1.53;–;0.13;21.43;81 %;0.92;67 %;0.61;50 %;1.22;75 %;–;–;–;–;0.61;50 %;1.53;60 %;9.18;1.84;1.84;1.22;–;2.45;23.88;40 %;4.90;38 %;18.98;40 %;3.67;8 %;9.80;56 %;5.51;61 %;1.22;50 %;2.14;4.29;7.00;1.22;1.22;0.92;57.55;35.82;62 %;0 %;0.31;1.22;–;0.16;0.09;–;0.00;1.51;1.40;0.11;0.02;0.02;17.45;0.61;0.31;0.92;–;–;0.31;0.92;9.49;1.84;7.65;0.31;5.51;3.37;0.61
Дмитрий Рахманов;Волга Ульяновск;183.00;90.00;ЗЛ;–;–;0.18;–;0 %;0.18;0.53;0.36;–;0.71;–;–;0.36;1.7;–;0.04;40.02;71 %;0.18;0 %;0.89;0 %;9.60;54 %;1.42;25 %;0.18;0 %;4.80;59 %;2.13;25 %;7.83;1.25;1.42;4.45;1.7;2.49;13.87;47 %;8.18;50 %;5.69;44 %;1.42;38 %;1.78;40 %;0.71;25 %;3.2;59 %;5.16;6.40;8.00;1.7;0.53;0.36;70.43;49.09;70 %;0 %;0.53;0.36;0.18;0.01;0.04;–;0.00;0.56;1.33;-0.78;0.01;0.02;28.46;–;–;5.16;0.36;–;2.85;0.53;6.58;4.9;2.49;0.53;0.71;0.18;1.78
Данила Янов;СКА-Хабаровск;183.00;90.00;АП П;–;–;0.74;–;0 %;0.74;2.23;–;–;–;–;–;–;1.49;0.74;0.07;37.93;80 %;1.49;50 %;4.46;50 %;6.69;67 %;1.49;100 %;–;–;1.49;100 %;5.95;50 %;13.39;0.74;1.49;1.49;0.74;2.23;20.83;21 %;6.69;33 %;14.13;16 %;2.98;25 %;4.46;17 %;3.72;20 %;1.49;50 %;2.23;5.95;5.00;0.74;0.74;2.98;72.15;46.12;64 %;50 %;–;0.74;–;–;0.05;–;0.00;0.36;0.78;-0.42;–;–;30.50;0.74;2.23;4.46;1.49;–;1.49;2.98;4.46;2.23;2.23;0.74;0.74;0.74;0.74
Максим Лаук;Кубань Краснодар;183.00;90.00;АП П;0.14;0.14;0.71;0.14;20 %;0.28;0.57;0.43;0.14;0.43;–;–;0.57;1.56;0.57;0.18;17.72;60 %;0.85;33 %;1.56;18 %;4.39;42 %;0.99;0 %;–;–;2.27;38 %;2.27;38 %;8.22;1.13;0.57;1.42;0.43;1.28;12.90;34 %;4.96;34 %;7.94;34 %;4.68;33 %;1.70;42 %;0.57;50 %;1.56;36 %;2.41;3.40;12.00;1.13;0.99;0.57;39.54;22.39;57 %;36 %;0.85;0.14;–;0.08;0.11;1.25;0.80;1.7;1.18;-0.11;0.02;0.07;10.63;0.28;0.28;1.84;–;–;0.85;0.85;4.39;1.70;2.69;1.56;0.71;0.28;0.57
Александр Щербатюк;КамАЗ Набережные Челны;183.00;90.00;Ф Ц;0.55;–;2.21;0.55;25 %;1.66;0.55;2.21;–;–;–;–;–;2.21;1.66;0.79;13.25;67 %;1.10;100 %;–;–;1.66;67 %;–;–;–;–;–;–;0.55;100 %;9.94;2.21;1.10;0.55;–;0.55;18.22;27 %;4.42;25 %;13.80;28 %;8.28;20 %;0.55;0 %;–;–;1.66;33 %;0.55;2.76;7.00;0.55;0.55;3.31;38.65;19.33;50 %;75 %;0.55;–;–;0.28;0.36;1.43;0.70;1.59;0.58;1.1;–;–;8.83;1.10;–;1.10;–;–;–;0.55;4.97;1.10;3.87;1.66;–;–;0.55
Вадим Конюхов;Уфа;183.00;90.00;ЗЛ;–;–;0.00;–;–;–;2.97;1.98;–;–;0.99;–;–;0.99;–;0.01;30.66;68 %;–;–;7.91;25 %;1.98;50 %;0.99;0 %;–;–;–;–;5.93;33 %;11.87;–;1.98;3.96;0.99;2.97;17.80;39 %;8.90;44 %;8.90;33 %;2.97;33 %;3.96;75 %;2.97;100 %;6.92;29 %;1.98;6.92;3.00;0.99;0.99;1.98;63.30;39.56;63 %;0 %;0.99;–;–;–;0.01;–;0.00;0.35;0.37;-0.02;–;–;20.77;–;1.98;0.99;–;–;–;1.98;6.92;3.96;2.97;–;2.97;2.97;1.98
Даниил Шамкин;КамАЗ Набережные Челны;182.00;90.00;П ПЦ;–;0.13;0.89;–;0 %;0.51;2.91;1.77;–;0.13;0.51;–;–;1.39;0.25;0.19;27.34;70 %;0.51;50 %;–;–;6.20;47 %;1.27;50 %;0.25;50 %;3.4;46 %;1.1;38 %;9.87;3.42;1.14;1.90;0.51;1.90;20.13;36 %;7.72;33 %;12.41;38 %;4.68;27 %;3.4;58 %;0.89;29 %;3.54;36 %;4.18;4.94;12.00;0.89;0.63;0.63;61.01;37.59;62 %;18 %;0.76;0.38;–;0.16;0.13;–;0.00;1.12;1.2;0.10;0.04;0.12;19.11;0.25;–;2.91;0.63;0.13;1.39;0.38;7.22;2.53;4.68;1.27;1.77;0.25;1.27
Михаил Яковлев;Арсенал Тула;182.00;90.00;П ПЦ;–;–;0.30;–;0 %;–;3.27;2.38;–;0.30;1.19;–;–;1.78;0.30;0.16;39.21;77 %;0.30;0 %;0.89;33 %;5.5;47 %;0.30;100 %;0.30;100 %;2.97;50 %;2.38;50 %;6.53;0.89;1.19;2.67;1.49;1.19;19.90;37 %;10.99;30 %;8.91;47 %;3.27;9 %;3.86;62 %;2.8;71 %;5.5;29 %;2.97;8.2;9.00;0.89;0.89;1.78;74.26;50.20;68 %;17 %;0.59;0.89;–;0.11;0.09;–;0.00;1.33;0.95;0.39;0.00;0.01;30.30;–;0.30;2.38;0.30;0.30;1.49;1.19;7.43;3.27;4.16;0.30;2.38;1.49;1.49
Андрей Анисимов;СКА-Хабаровск;181.00;90.00;З ЛЦ;–;–;0.00;–;–;–;–;0.31;0.63;1.73;0.16;–;–;0.16;–;0.05;64.20;86 %;0.16;0 %;–;–;14.16;66 %;2.52;38 %;0.47;67 %;7.71;59 %;1.26;13 %;3.93;1.26;0.31;7.40;1.57;2.52;16.05;57 %;13.22;55 %;2.83;67 %;7.40;51 %;0.94;67 %;0.16;100 %;2.52;56 %;6.92;7.24;8.00;0.79;0.16;0.47;97.40;81.03;83 %;0 %;0.16;–;–;0.01;0.30;–;0.00;0.55;1.34;-0.79;0.16;0.11;55.23;–;–;9.28;0.94;0.31;4.56;0.16;9.13;7.24;1.89;3.78;0.63;0.16;1.42
Максим Барсов;Нефтехимик Нижнекамск;181.00;90.00;Ф ПЦ;0.25;0.25;1.78;0.25;14 %;1.2;1.27;2.80;–;–;0.25;–;0.51;2.55;1.2;0.55;22.18;74 %;0.51;100 %;0.76;33 %;1.78;43 %;–;–;–;–;1.2;25 %;1.27;40 %;11.47;0.76;1.2;0.51;0.25;0.76;20.40;38 %;1.53;33 %;18.87;38 %;9.18;28 %;1.78;57 %;1.27;40 %;0.51;50 %;1.27;2.29;10.00;1.27;1.27;1.27;50.48;29.32;58 %;40 %;0.76;0.76;–;0.36;0.21;2.14;0.47;1.90;1.71;0.19;–;–;16.32;0.51;0.25;0.76;–;–;0.25;0.51;7.65;0.51;7.14;2.55;1.2;0.51;0.25
Ислам Машуков;Алания Владикавказ;181.00;90.00;Ф Ц;0.11;0.23;1.3;0.11;11 %;0.92;1.26;1.15;–;–;0.11;0.11;0.92;1.83;0.34;0.20;17.52;69 %;0.57;80 %;0.46;25 %;2.40;38 %;0.23;100 %;–;–;1.15;30 %;0.69;0 %;9.85;1.49;1.72;0.46;0.11;0.57;20.50;37 %;3.9;41 %;17.40;36 %;9.5;32 %;2.6;67 %;1.15;60 %;0.69;67 %;1.49;2.18;12.00;1.3;0.57;0.34;45.80;24.16;53 %;19 %;0.34;0.92;0.23;0.25;0.11;1.78;0.56;1.28;0.76;0.52;–;–;12.02;0.46;0.11;0.92;0.23;–;0.34;–;7.56;1.26;6.30;2.86;1.37;0.69;0.46
Александр Позняк;Кубань Краснодар;181.00;90.00;З ЛЦ;–;–;0.00;–;–;–;1.38;–;0.69;1.61;0.46;0.23;–;–;–;–;20.43;81 %;–;–;–;–;3.90;76 %;2.76;67 %;0.69;0 %;3.44;80 %;0.69;33 %;1.38;0.46;–;5.28;–;0.23;12.40;67 %;11.94;65 %;0.46;100 %;4.36;74 %;–;–;–;–;2.76;58 %;3.90;2.53;6.00;0.92;–;0.46;39.49;31.45;80 %;–;–;–;–;0.01;–;–;–;1.9;1.19;-0.10;0.21;0.31;16.53;–;–;2.98;1.84;–;2.76;0.23;8.27;7.81;0.46;3.21;–;–;1.61
Александр Ставпец;Арсенал Тула;180.00;90.00;АП П;–;–;0.26;–;0 %;1.4;3.12;0.78;–;–;0.52;–;0.78;1.30;0.78;0.04;34.34;82 %;0.78;100 %;1.30;0 %;3.64;64 %;0.26;0 %;–;–;1.56;17 %;2.34;78 %;7.80;0.52;1.30;2.34;0.26;1.30;19.51;44 %;7.28;61 %;12.23;34 %;4.94;47 %;1.56;33 %;0.78;0 %;2.60;60 %;3.12;3.38;8.00;1.30;1.30;0.78;63.99;45.00;70 %;60 %;0.26;0.26;–;0.09;0.03;–;0.00;1.5;1.2;0.03;–;–;28.09;0.78;–;2.34;–;–;0.26;1.82;8.58;4.42;4.16;2.34;0.52;–;1.56
Джамал Дибиргаджиев;Велес Москва;180.00;90.00;Ф Ц;0.48;0.10;1.63;0.48;29 %;0.38;3.26;1.25;–;–;0.19;–;0.67;1.63;0.86;0.42;19.94;66 %;0.10;100 %;0.19;0 %;2.97;35 %;–;–;–;–;1.82;53 %;0.96;20 %;13.61;2.1;1.5;0.38;0.29;0.38;29.52;44 %;4.31;47 %;25.21;43 %;15.43;49 %;1.53;63 %;0.67;57 %;1.34;43 %;1.34;2.49;14.00;0.96;0.58;0.38;56.36;31.15;55 %;53 %;0.58;0.19;–;0.08;0.26;0.89;1.13;0.81;1.29;-0.48;–;–;13.23;0.10;–;1.5;–;–;0.96;0.19;12.84;2.1;10.83;7.57;0.96;0.38;0.58
Дилан Андрес Ортис Арагон;Уфа;179.00;90.00;Ф Ц;–;0.21;2.29;–;0 %;0.83;3.12;2.8;–;0.21;0.21;–;–;3.53;0.62;0.76;19.33;61 %;0.42;0 %;0.83;25 %;3.33;25 %;0.42;0 %;–;–;2.8;50 %;2.8;30 %;11.64;1.25;1.25;1.66;1.4;0.83;28.06;49 %;3.33;50 %;24.73;49 %;15.59;51 %;2.29;36 %;0.62;0 %;1.4;80 %;1.66;1.87;9.00;0.62;0.62;1.25;56.54;30.55;54 %;18 %;1.66;1.25;–;0.05;0.21;–;0.00;1.86;0.90;0.96;–;–;11.85;–;0.21;0.83;–;–;1.4;0.62;13.72;1.66;12.06;7.90;0.83;–;0.83
Саид Алиев;СКА-Хабаровск;179.00;90.00;Ф Ц;0.67;–;1.18;0.67;57 %;0.51;0.67;2.87;–;0.17;0.17;–;0.34;1.85;1.18;0.34;11.29;60 %;0.17;0 %;0.84;0 %;1.52;56 %;0.17;100 %;–;–;0.84;80 %;1.35;25 %;12.13;1.52;0.84;0.34;0.17;2.87;27.81;28 %;3.3;6 %;24.78;31 %;4.55;11 %;9.27;44 %;5.39;38 %;0.17;100 %;0.00;2.53;11.00;0.84;0.67;1.1;47.19;21.07;45 %;64 %;0.17;0.51;–;0.07;0.18;0.50;2.1;1.8;1.5;0.03;–;–;6.74;–;–;0.84;0.17;–;0.67;0.34;7.75;0.17;7.58;0.51;4.4;2.2;0.17
Игорь Безденежных;Кубань Краснодар;180.00;90.00;ЗП Ц;–;–;0.42;–;0 %;0.63;2.10;1.5;0.42;0.84;0.21;–;–;0.84;0.21;0.11;41.96;75 %;0.42;50 %;0.84;50 %;15.73;60 %;1.89;56 %;0.42;100 %;7.76;54 %;2.52;42 %;6.29;1.26;0.63;5.45;1.5;1.47;15.31;42 %;11.75;43 %;3.57;41 %;5.3;46 %;0.84;25 %;–;–;5.3;42 %;6.71;9.44;11.00;0.42;–;1.89;76.15;55.38;73 %;25 %;0.21;0.42;–;0.09;0.13;–;0.00;0.65;1.12;-0.47;0.05;0.08;31.26;0.21;0.42;9.44;1.5;0.42;4.20;1.5;6.50;5.3;1.47;2.31;0.21;–;2.10
Евгений Луценко;Арсенал Тула;179.00;90.00;Ф Ц;0.12;–;1.28;0.12;9 %;0.81;0.58;0.70;–;0.12;0.12;–;0.35;1.97;0.70;0.39;22.27;73 %;0.70;50 %;0.23;50 %;2.55;64 %;0.12;0 %;–;–;1.28;64 %;0.93;63 %;11.95;2.32;1.16;0.93;0.46;0.58;25.63;33 %;3.71;38 %;21.92;33 %;11.95;33 %;3.13;41 %;1.97;41 %;1.28;55 %;0.81;1.39;11.00;0.93;0.46;0.35;53.81;28.30;53 %;35 %;0.70;0.58;–;0.15;0.20;3.35;0.30;1.30;0.89;0.42;–;–;16.24;0.35;0.12;1.62;–;–;0.81;0.58;8.58;1.39;7.19;3.94;1.28;0.81;0.70
Ансор Хабибов;Арсенал Тула;179.00;90.00;АП Л;–;–;0.77;–;0 %;0.26;1.55;–;–;–;0.26;–;0.52;1.55;0.52;0.20;24.76;74 %;0.26;0 %;0.77;33 %;3.9;67 %;1.3;50 %;–;–;1.55;67 %;0.77;67 %;12.38;2.32;1.55;1.3;–;2.32;17.02;15 %;4.64;28 %;12.38;10 %;3.35;0 %;5.16;15 %;2.6;25 %;2.58;50 %;2.32;5.67;8.00;0.77;1.3;1.29;55.19;31.72;57 %;33 %;0.26;0.77;–;0.04;0.13;–;0.00;1.18;1.22;-0.03;–;–;18.31;–;0.26;2.6;0.52;–;1.3;0.52;2.58;1.29;1.29;–;0.77;0.52;1.29
Тимур Жамалетдинов;СКА-Хабаровск;178.00;90.00;Ф Ц;0.17;–;1.18;0.17;14 %;1.35;0.51;1.35;–;0.34;–;–;1.1;1.52;0.51;0.27;19.92;69 %;1.18;57 %;0.34;50 %;1.86;45 %;–;–;–;–;1.35;38 %;1.18;43 %;9.79;2.3;1.35;0.17;0.17;0.68;20.09;43 %;3.88;43 %;16.21;43 %;6.59;41 %;2.87;59 %;2.20;54 %;1.52;56 %;0.34;1.52;11.00;1.1;1.1;0.84;45.42;25.50;56 %;33 %;0.34;0.51;0.17;0.20;0.18;1.61;0.62;0.89;1.8;-0.19;–;–;13.85;0.68;0.17;0.84;–;–;0.51;0.51;8.61;1.69;6.92;2.70;1.69;1.18;0.84
Иван Козлов;Арсенал Тула;179.00;90.00;П ПЦ;0.38;–;0.38;0.38;100 %;–;2.25;0.38;0.38;1.50;0.38;–;–;0.75;0.38;0.09;42.38;86 %;0.38;0 %;0.75;100 %;5.25;86 %;0.75;50 %;–;–;3.38;78 %;1.12;67 %;6.75;1.88;0.75;3.38;2.62;0.38;15.38;24 %;9.00;17 %;6.38;35 %;4.12;27 %;1.50;75 %;0.75;50 %;4.50;8 %;4.50;6.00;6.00;0.75;0.75;1.50;70.50;51.38;73 %;50 %;0.38;–;–;0.11;0.12;0.25;4.00;0.73;1.24;-0.51;–;–;36.38;–;0.75;4.50;0.38;–;2.62;0.75;3.75;1.50;2.25;1.12;1.12;0.38;0.38
Илья Кулешин;Арсенал Тула;178.00;90.00;ЗЛ;–;–;0.00;–;–;–;1.38;–;1.38;1.38;0.69;–;–;1.38;–;0.02;40.85;78 %;–;–;0.69;0 %;6.23;56 %;0.69;0 %;–;–;1.38;50 %;0.69;0 %;7.62;1.38;–;2.77;0.69;–;18.69;33 %;10.38;33 %;8.31;33 %;2.77;75 %;3.46;40 %;1.38;0 %;6.23;22 %;4.15;4.15;3.00;0.69;0.69;1.38;69.23;46.38;67 %;0 %;1.38;–;–;–;0.01;–;0.00;0.44;1.91;-1.47;–;–;31.85;–;–;3.46;–;–;0.69;–;6.23;3.46;2.77;2.8;1.38;–;1.38
Артём Архипов;Кубань Краснодар;178.00;90.00;Ф Ц;0.13;–;0.88;0.13;14 %;0.25;2.52;1.64;–;–;0.38;–;1.13;1.51;0.63;0.22;13.99;62 %;0.88;14 %;0.38;33 %;2.52;50 %;0.13;100 %;0.13;100 %;1.76;43 %;0.50;0 %;12.61;3.28;1.26;0.63;0.50;0.76;23.82;32 %;4.79;21 %;19.03;34 %;10.08;26 %;1.51;50 %;0.38;100 %;1.76;21 %;2.14;1.89;11.00;0.76;0.38;0.63;45.25;21.55;48 %;42 %;0.76;0.13;–;0.07;0.15;1.78;0.56;0.83;1.38;-0.55;0.00;0.02;8.70;0.13;0.13;1.26;0.13;0.13;0.76;–;7.56;1.1;6.55;2.65;0.76;0.38;0.38
Александр Галимов;Шинник;177.00;90.00;П П;–;–;0.00;–;–;–;–;1.22;1.22;1.22;–;–;–;–;–;–;18.24;73 %;–;–;–;–;6.8;80 %;–;–;–;–;2.43;50 %;–;–;4.86;–;2.43;2.43;–;1.22;18.24;47 %;14.59;50 %;3.65;33 %;3.65;0 %;1.22;100 %;1.22;100 %;9.73;75 %;2.43;3.65;5.00;–;1.22;6.8;46.22;29.19;63 %;–;–;–;–;–;–;–;–;0.57;1.35;-0.78;–;–;13.38;–;–;4.86;–;–;1.22;–;8.51;7.30;1.22;–;1.22;1.22;7.30
Билал Билалов;Волга Ульяновск;177.00;90.00;Ф ЛЦ;0.08;0.08;0.94;0.08;8 %;0.63;1.80;1.72;–;–;0.08;–;0.63;1.49;0.55;0.18;16.81;72 %;0.39;60 %;0.39;40 %;2.58;55 %;0.31;75 %;0.08;100 %;1.17;33 %;0.70;56 %;12.04;1.88;1.72;0.70;0.31;1.2;23.38;31 %;3.5;36 %;20.33;30 %;8.37;22 %;3.44;48 %;2.27;41 %;1.9;71 %;1.56;1.49;14.00;1.9;0.78;–;47.46;23.85;50 %;37 %;0.47;0.39;0.08;0.10;0.12;2.26;0.44;0.65;1.25;-0.60;0.00;0.02;12.04;0.23;0.16;1.41;0.23;0.08;0.39;0.39;7.19;1.9;6.10;1.80;1.64;0.94;0.78
Нардин Мулахусейнович;Динамо Махачкала;178.00;90.00;Ф Ц;–;–;1.30;–;0 %;0.56;2.97;2.4;–;–;0.37;–;0.19;1.48;0.56;0.19;20.78;62 %;0.37;50 %;0.74;25 %;4.8;32 %;0.56;100 %;–;–;3.15;29 %;0.93;20 %;18.93;1.86;0.74;1.48;0.93;0.93;40.45;34 %;7.5;34 %;33.40;34 %;19.86;43 %;4.8;36 %;2.41;46 %;1.11;67 %;1.48;2.60;12.00;1.11;1.11;1.11;68.47;32.10;47 %;38 %;0.74;–;0.19;0.10;0.13;–;0.00;1.2;0.92;0.10;0.00;0.02;12.80;0.19;0.19;1.30;0.56;–;0.93;0.19;13.73;2.41;11.32;8.54;1.48;1.11;0.74
Даниил Камлашев;Волга Ульяновск;177.00;90.00;П Л;–;–;0.33;–;0 %;0.33;0.98;0.98;–;–;0.33;–;0.33;0.33;–;0.06;32.07;81 %;–;–;1.31;0 %;3.27;60 %;–;–;–;–;1.31;50 %;0.65;50 %;7.85;1.31;1.96;1.96;0.98;1.64;19.96;39 %;8.51;35 %;11.45;43 %;7.85;50 %;2.29;43 %;0.98;33 %;2.62;38 %;3.27;5.24;6.00;0.98;0.98;0.98;64.47;43.85;68 %;0 %;0.33;–;–;0.04;0.18;–;0.00;0.65;1.3;-0.38;0.01;0.02;25.85;–;–;1.96;–;–;0.65;0.33;7.85;2.95;4.91;3.93;0.98;0.33;0.98
Альбек Гонгапшев;СКА-Хабаровск;176.00;90.00;Ф Ц;–;0.25;0.50;–;0 %;0.50;0.99;0.25;–;–;0.25;–;0.50;1.24;–;0.06;28.76;72 %;0.25;100 %;1.98;13 %;3.72;60 %;–;–;–;–;1.24;40 %;3.22;54 %;10.17;0.74;1.98;1.49;1.49;2.98;21.57;46 %;4.21;47 %;17.36;46 %;4.71;37 %;5.95;50 %;3.72;47 %;1.49;67 %;3.22;3.97;12.00;0.74;0.74;2.23;63.72;40.91;64 %;0 %;0.99;0.25;–;0.29;0.05;–;0.00;0.83;1.22;-0.39;–;–;20.83;0.25;0.25;2.23;–;–;0.50;1.74;9.92;1.98;7.93;1.74;2.98;1.74;0.99
