Футболист;Команда;Индекс;Минут на поле;Позиция;Голы;Передачи голевые;Голевые моменты;Голевые моменты удачные;Голевые моменты удачные. %;Голевые моменты создал;Фолы;Фолы на игроке;Голевые ошибки;Грубые ошибки;Желтые карточки;Красные карточки;Офсайды;Удары;Удары в створ;xG (ожидаемые голы);Передачи;Передачи точные. %;Передачи ключевые;Передачи ключевые точные. %;Навесы;Навесы точные. %;Передачи прогрессивные;Передачи прогрессивные точные. %;Передачи длинные;Передачи длинные точные. %;Передачи сверхдлинные;Передачи сверхдлинные точные. %;Передачи вперед в финальную треть;Передачи вперед в финальную треть точные. %;Передачи в штрафную;Передачи в штрафную точные. %;Потери;Потери мяча на своей половине;Обработки мяча неудачные;Овладевания мячом;Овладевания мячом на половине поля соперника;Ведения мяча;Единоборства;Единоборства удачные. %;Единоборства в обороне;Единоборства в обороне удачные. %;Единоборства в атаке;Единоборства в атаке удачные. %;Единоборства вверху;Единоборства вверху удачные. %;Обводки;Обводки удачные. %;Обводки в финальной трети поля;Обводки в финальной трети поля удачные. %;Отборы;Отборы удачные. %;Перехваты;Подборы;Матчей сыграно;Появление в стартовом составе;Был заменен;Вышел на замену;ТТД;ТТД удачные;ТТД удачные. %;Удары точные. %;Удары мимо;Удары перехваченные;Удары в штангу / перекладину;xA (ожидаемые передачи);xGPS (xG на удар);xGPG (xG на гол);xGC (конверсия xG);xGT (xG при игроке на поле);xGOPP (xG соперника при игроке на поле);NxG (чистый xG. разница xGT - xGOPP);xGD (оборонительный xG);xGDPS (оборонительный xG на удар);Передачи точные;Передачи ключевые точные;Навесы точные;Передачи прогрессивные точные;Передачи длинные точные;Передачи сверхдлинные точные;Передачи вперед в финальную треть точные;Передачи в штрафную точные;Единоборства удачные;Единоборства в обороне удачные;Единоборства в атаке удачные;Единоборства вверху удачные;Обводки удачные;Обводки в финальной трети поля удачные;Отборы удачные
Бутта Магомедов;Химки;206;81;ЗП ЛЦ;-;-;2.00;-;0 %;1.00;1.00;1.00;-;-;-;-;-;2.00;1.00;0.29;36.00;72 %;2.00;50 %;-;-;6.00;67 %;-;-;-;-;-;-;2.00;50 %;4.00;1.00;-;4.00;-;1.00;11.00;18 %;8.00;25 %;3.00;0 %;3.00;0 %;3.00;0 %;2.00;0 %;5.00;40 %;7.00;7.00;1;1.00;1.00;-;64.00;44.00;69 %;50 %;1.00;-;-;0.31;0.14;-;0.00;0.68;0.91;-0.23;0.23;0.12;26.00;1.00;-;4.00;-;-;-;1.00;2.00;2.00;-;-;-;-;2.00
Денис Ткачук;ФК Волгарь;191;81;АП ПЦ;-;-;-;-;-;-;1.00;-;1.00;1.00;-;-;1.00;-;-;-;25.00;76 %;1.00;0 %;2.00;50 %;2.00;100 %;1.00;100 %;-;-;2.00;100 %;6.00;50 %;8.00;1.00;-;2.00;-;1.00;14.00;43 %;4.00;25 %;10.00;50 %;4.00;50 %;4.00;75 %;3.00;67 %;3.00;33 %;4.00;3.00;1;1.00;1.00;-;47.00;33.00;70 %;-;-;-;-;-;-;-;-;2.78;0.61;2.17;0.05;0.05;19.00;-;1.00;2.00;1.00;-;2.00;3.00;6.00;1.00;5.00;2.00;3.00;2.00;1.00
Дмитрий Самойлов;Шинник;215;79;П Л;-;-;1.00;-;0 %;2.00;-;-;-;-;-;-;1.00;1.00;1.00;0.15;25.00;52 %;2.00;50 %;3.00;0 %;8.00;25 %;2.00;50 %;1.00;0 %;4.00;50 %;4.00;25 %;10.00;2.00;-;5.00;2.00;2.00;10.00;40 %;5.00;60 %;5.00;20 %;1.00;0 %;3.00;33 %;-;-;3.00;67 %;5.00;8.00;1;1.00;1.00;-;50.00;32.00;64 %;100 %;-;-;-;0.94;0.15;-;0.00;1.97;1.73;0.24;-;-;13.00;1.00;-;2.00;1.00;-;2.00;1.00;4.00;3.00;1.00;-;1.00;-;2.00
Артемий Укомский;КамАЗ Набережные Челны;191;77;Ф ПЦ;-;-;1.00;-;0 %;-;1.00;-;-;-;-;-;-;5.00;4.00;1.26;18.00;67 %;-;-;-;-;1.00;100 %;-;-;-;-;-;-;1.00;100 %;5.00;1.00;-;-;-;1.00;11.00;18 %;1.00;0 %;10.00;20 %;7.00;29 %;-;-;-;-;-;-;-;3.00;1;1.00;1.00;-;38.00;22.00;58 %;80 %;-;1.00;-;0.04;0.25;-;0.00;2.52;1.32;1.20;-;-;12.00;-;-;1.00;-;-;-;1.00;2.00;-;2.00;2.00;-;-;-
Яо Жан Шарль Оливье;СКА-Хабаровск;208;76;АП Л;-;-;-;-;-;-;1.00;-;-;1.00;-;-;-;1.00;1.00;0.03;18.00;89 %;-;-;2.00;50 %;-;-;2.00;100 %;-;-;-;-;2.00;50 %;5.00;1.00;1.00;2.00;-;-;12.00;58 %;1.00;100 %;11.00;55 %;5.00;40 %;6.00;67 %;4.00;75 %;-;-;3.00;4.00;1;1.00;1.00;-;39.00;31.00;79 %;100 %;-;-;-;-;0.03;-;0.00;0.59;2.78;-2.19;-;-;16.00;-;1.00;-;2.00;-;-;1.00;7.00;1.00;6.00;2.00;4.00;3.00;-
Магомед Мусалов;СКА-Хабаровск;241;76;З П;-;-;-;-;-;1.00;-;1.00;-;-;-;-;-;1.00;-;0.02;45.00;78 %;-;-;1.00;100 %;9.00;67 %;2.00;50 %;-;-;3.00;33 %;5.00;40 %;4.00;-;-;2.00;-;1.00;10.00;60 %;4.00;75 %;6.00;50 %;3.00;67 %;3.00;33 %;3.00;33 %;2.00;50 %;3.00;4.00;1;1.00;1.00;-;64.00;49.00;77 %;0 %;1.00;-;-;-;0.02;-;0.00;0.59;2.78;-2.19;-;-;35.00;-;1.00;6.00;1.00;-;1.00;2.00;6.00;3.00;3.00;2.00;1.00;1.00;1.00
Томас Рукас;СКА-Хабаровск;222;76;З ЛЦ;-;-;-;-;-;-;-;-;-;1.00;-;-;-;-;-;-;59.00;95 %;-;-;-;-;7.00;100 %;-;-;-;-;4.00;100 %;-;-;-;-;-;6.00;2.00;2.00;7.00;86 %;6.00;83 %;1.00;100 %;4.00;100 %;-;-;-;-;1.00;0 %;7.00;7.00;1;1.00;1.00;-;82.00;78.00;95 %;-;-;-;-;0.04;-;-;-;0.59;2.78;-2.19;0.12;0.06;56.00;-;-;7.00;-;-;4.00;-;6.00;5.00;1.00;4.00;-;-;-
Алан Чочиев;Алания Владикавказ;215;75;АП Ц;-;-;-;-;-;-;-;2.00;-;-;-;-;-;-;-;-;53.00;77 %;-;-;2.00;0 %;14.00;71 %;8.00;63 %;2.00;0 %;7.00;71 %;9.00;44 %;7.00;2.00;-;4.00;2.00;1.00;13.00;54 %;8.00;50 %;5.00;60 %;2.00;0 %;1.00;100 %;1.00;100 %;5.00;80 %;3.00;6.00;1;1.00;1.00;-;76.00;58.00;76 %;-;-;-;-;0.04;-;-;-;0.45;0.85;-0.40;0.01;0.01;41.00;-;-;10.00;5.00;-;5.00;4.00;7.00;4.00;3.00;-;1.00;1.00;4.00
Астемир Гордюшенко;Родина Москва;208;75;П Л;-;-;2.00;-;0 %;1.00;2.00;2.00;-;-;-;-;-;3.00;2.00;0.25;35.00;69 %;-;-;2.00;0 %;10.00;60 %;-;-;-;-;2.00;100 %;10.00;50 %;10.00;2.00;2.00;4.00;2.00;3.00;15.00;27 %;3.00;33 %;12.00;25 %;2.00;0 %;4.00;25 %;2.00;50 %;2.00;50 %;5.00;7.00;1;1.00;1.00;-;69.00;44.00;64 %;67 %;1.00;-;-;0.35;0.08;-;0.00;1.67;0.85;0.82;-;-;24.00;-;-;6.00;-;-;2.00;5.00;4.00;1.00;3.00;-;1.00;1.00;1.00
Даниил Гурченко;Черноморец;186;75;П П;-;-;-;-;-;-;1.00;1.00;-;-;-;-;-;1.00;-;0.04;27.00;67 %;-;-;2.00;0 %;7.00;71 %;2.00;100 %;-;-;4.00;50 %;5.00;80 %;12.00;-;-;2.00;-;1.00;16.00;19 %;4.00;50 %;12.00;8 %;1.00;0 %;5.00;20 %;3.00;33 %;4.00;50 %;1.00;5.00;1;1.00;1.00;-;51.00;28.00;55 %;0 %;1.00;-;-;0.71;0.04;-;0.00;1.57;1.97;-0.40;-;-;18.00;-;-;5.00;2.00;-;2.00;4.00;3.00;2.00;1.00;-;1.00;1.00;2.00
Зикрулла Магомедов;Черноморец;200;75;ЗП ЛЦ;-;-;-;-;-;-;1.00;1.00;1.00;1.00;-;-;-;2.00;1.00;0.24;44.00;93 %;-;-;2.00;0 %;8.00;88 %;1.00;100 %;-;-;1.00;100 %;1.00;0 %;2.00;-;1.00;6.00;5.00;2.00;14.00;57 %;10.00;50 %;4.00;75 %;6.00;83 %;1.00;100 %;-;-;4.00;50 %;2.00;6.00;1;1.00;1.00;-;71.00;60.00;85 %;50 %;1.00;-;-;0.15;0.12;-;0.00;1.57;1.97;-0.40;-;-;41.00;-;-;7.00;1.00;-;1.00;-;8.00;5.00;3.00;5.00;1.00;-;2.00
Сергей Макаров;ФК Акрон Тольятти;209;75;АП Ц;-;-;-;-;-;1.00;3.00;-;-;-;-;-;-;1.00;-;0.07;28.00;75 %;-;-;1.00;0 %;6.00;50 %;3.00;33 %;1.00;0 %;3.00;33 %;5.00;40 %;4.00;2.00;-;4.00;3.00;-;13.00;69 %;7.00;86 %;6.00;50 %;3.00;67 %;-;-;-;-;5.00;100 %;2.00;6.00;1;1.00;1.00;-;50.00;38.00;76 %;0 %;1.00;-;-;0.31;0.07;-;0.00;0.91;0.77;0.14;0.17;0.17;21.00;-;-;3.00;1.00;-;1.00;2.00;9.00;6.00;3.00;2.00;-;-;5.00
Георгий Юдинцев;Родина Москва;193;75;З П;-;-;1.00;-;0 %;2.00;-;-;1.00;2.00;-;-;-;1.00;1.00;0.03;50.00;64 %;1.00;100 %;4.00;0 %;9.00;22 %;2.00;0 %;-;-;7.00;29 %;9.00;22 %;12.00;1.00;-;1.00;-;5.00;11.00;27 %;5.00;20 %;6.00;33 %;1.00;0 %;4.00;50 %;3.00;33 %;3.00;33 %;3.00;5.00;1;1.00;1.00;-;75.00;49.00;65 %;100 %;-;-;-;0.18;0.03;-;0.00;1.67;0.85;0.82;0.07;0.07;32.00;1.00;-;2.00;-;-;2.00;2.00;3.00;1.00;2.00;-;2.00;1.00;1.00
Максим Веденеев;Кубань Краснодар;211;74;З ПЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39.00;92 %;-;-;-;-;4.00;50 %;1.00;100 %;-;-;3.00;33 %;-;-;3.00;1.00;2.00;3.00;-;1.00;15.00;87 %;13.00;85 %;2.00;100 %;8.00;75 %;-;-;-;-;4.00;100 %;3.00;4.00;1;1.00;1.00;-;64.00;57.00;89 %;-;-;-;-;-;-;-;-;1.61;1.46;0.15;-;-;36.00;-;-;2.00;1.00;-;1.00;-;13.00;11.00;2.00;6.00;-;-;4.00
Сослан Кагермазов;Динамо Махачкала;256;72;ЗП П;-;-;-;-;-;1.00;-;1.00;-;-;-;-;1.00;-;-;-;41.00;51 %;2.00;50 %;6.00;17 %;20.00;40 %;6.00;33 %;2.00;0 %;13.00;46 %;8.00;13 %;15.00;1.00;-;1.00;1.00;-;15.00;67 %;6.00;83 %;9.00;56 %;5.00;60 %;2.00;100 %;1.00;100 %;3.00;67 %;3.00;4.00;1;1.00;1.00;-;63.00;38.00;60 %;-;-;-;-;0.91;-;-;-;1.38;0.19;1.19;-;-;21.00;1.00;1.00;8.00;2.00;-;6.00;1.00;10.00;5.00;5.00;3.00;2.00;1.00;2.00
Давид Кокоев;Нефтехимик Нижнекамск;205;72;ЗП ЛЦ;-;1.00;-;-;-;1.00;2.00;1.00;-;-;-;-;-;2.00;1.00;0.08;30.00;87 %;-;-;1.00;0 %;5.00;100 %;-;-;-;-;2.00;100 %;1.00;0 %;7.00;-;1.00;3.00;2.00;3.00;23.00;26 %;10.00;40 %;13.00;15 %;5.00;0 %;5.00;40 %;-;-;2.00;100 %;5.00;10.00;1;1.00;1.00;-;74.00;51.00;69 %;50 %;-;1.00;-;0.08;0.04;-;0.00;1.46;1.61;-0.15;0.08;0.08;26.00;-;-;5.00;-;-;2.00;-;6.00;4.00;2.00;-;2.00;-;2.00
Никита Козловский;Сокол Саратов;190;72;АП П;-;-;-;-;-;2.00;-;-;-;-;-;-;-;-;-;-;26.00;65 %;2.00;100 %;1.00;100 %;10.00;80 %;1.00;100 %;-;-;4.00;75 %;3.00;100 %;8.00;2.00;-;2.00;-;2.00;10.00;30 %;5.00;40 %;5.00;20 %;4.00;0 %;1.00;0 %;-;-;3.00;67 %;6.00;3.00;1;1.00;1.00;-;47.00;31.00;66 %;-;-;-;-;0.27;-;-;-;1.32;2.52;-1.20;-;-;17.00;2.00;1.00;8.00;1.00;-;3.00;3.00;3.00;2.00;1.00;-;-;-;2.00
Дмитрий Сасин;Сокол Саратов;184;72;АП Л;-;-;-;-;-;-;2.00;-;-;-;-;-;-;1.00;1.00;0.06;14.00;50 %;-;-;1.00;0 %;-;-;-;-;-;-;-;-;-;-;14.00;3.00;3.00;-;-;-;15.00;40 %;4.00;75 %;11.00;27 %;3.00;100 %;1.00;100 %;1.00;100 %;1.00;100 %;1.00;2.00;1;1.00;1.00;-;36.00;17.00;47 %;100 %;-;-;-;-;0.06;-;0.00;1.32;2.52;-1.20;-;-;7.00;-;-;-;-;-;-;-;6.00;3.00;3.00;3.00;1.00;1.00;1.00
Сергей Ткачёв;Арсенал Тула;193;72;П ПЦ;-;-;1.00;-;0 %;1.00;1.00;-;-;-;-;-;-;2.00;-;0.14;32.00;75 %;-;-;2.00;50 %;5.00;60 %;1.00;0 %;-;-;3.00;67 %;6.00;50 %;5.00;-;-;3.00;1.00;-;5.00;60 %;1.00;100 %;4.00;50 %;-;-;1.00;0 %;1.00;0 %;-;-;3.00;4.00;1;1.00;1.00;-;46.00;34.00;74 %;0 %;1.00;1.00;-;0.33;0.07;-;0.00;0.91;0.66;0.25;-;-;24.00;-;1.00;3.00;-;-;2.00;3.00;3.00;1.00;2.00;-;-;-;-
Борис Фартуна;КамАЗ Набережные Челны;199;69;П ПЦ;-;-;2.00;-;0 %;1.00;3.00;-;-;-;-;-;-;3.00;-;0.45;33.00;88 %;-;-;-;-;7.00;57 %;-;-;-;-;4.00;75 %;1.00;0 %;8.00;1.00;-;5.00;2.00;-;18.00;33 %;11.00;36 %;7.00;29 %;4.00;0 %;2.00;0 %;1.00;0 %;7.00;43 %;5.00;7.00;1;1.00;1.00;-;67.00;48.00;72 %;0 %;1.00;1.00;1.00;0.32;0.15;-;0.00;1.46;1.32;0.14;0.16;0.16;29.00;-;-;4.00;-;-;3.00;-;6.00;4.00;2.00;-;-;-;3.00
Ярослав Крашевский;Енисей Красноярск;205;69;ЗЛ;-;-;-;-;-;-;-;-;-;2.00;-;-;-;-;-;-;41.00;88 %;-;-;1.00;0 %;8.00;88 %;-;-;-;-;3.00;67 %;3.00;67 %;2.00;1.00;-;5.00;1.00;4.00;6.00;67 %;4.00;75 %;2.00;50 %;-;-;1.00;100 %;1.00;100 %;3.00;67 %;3.00;3.00;1;1.00;1.00;-;57.00;50.00;88 %;-;-;-;-;-;-;-;-;0.85;1.60;-0.75;0.17;0.17;36.00;-;-;7.00;-;-;2.00;2.00;4.00;3.00;1.00;-;1.00;1.00;2.00
Валерий Почивалин;КамАЗ Набережные Челны;191;69;ЗП Л;-;-;-;-;-;-;1.00;-;-;-;-;-;-;2.00;-;0.07;53.00;74 %;1.00;0 %;5.00;0 %;19.00;68 %;4.00;50 %;2.00;50 %;12.00;67 %;6.00;33 %;8.00;1.00;1.00;2.00;1.00;2.00;5.00;60 %;3.00;67 %;2.00;50 %;1.00;100 %;-;-;-;-;3.00;67 %;3.00;9.00;1;1.00;1.00;-;75.00;56.00;75 %;0 %;2.00;-;-;0.58;0.04;-;0.00;1.46;1.32;0.14;0.02;0.02;39.00;-;-;13.00;2.00;1.00;8.00;2.00;3.00;2.00;1.00;1.00;-;-;2.00
Иван Тимошенко;Родина Москва;248;68;Ф ЛЦ;1.00;-;4.00;1.00;25 %;1.00;-;-;-;-;-;-;-;6.00;1.00;0.78;17.00;94 %;2.00;50 %;-;-;4.00;75 %;-;-;-;-;2.00;100 %;1.00;100 %;7.00;-;1.00;1.00;1.00;-;7.00;14 %;2.00;50 %;5.00;0 %;1.00;0 %;2.00;0 %;1.00;0 %;1.00;0 %;-;1.00;1;1.00;1.00;-;32.00;19.00;59 %;17 %;3.00;2.00;-;0.31;0.13;0.78;1.28;1.60;0.85;0.75;-;-;16.00;1.00;-;3.00;-;-;2.00;1.00;1.00;1.00;-;-;-;-;-
Максим Турищев;Родина Москва;187;68;Ф ПЦ;-;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;27.00;81 %;1.00;0 %;1.00;0 %;-;-;1.00;100 %;-;-;2.00;50 %;1.00;100 %;6.00;-;-;3.00;1.00;-;14.00;29 %;6.00;17 %;8.00;38 %;2.00;50 %;4.00;25 %;4.00;25 %;4.00;25 %;1.00;3.00;1;1.00;1.00;-;45.00;30.00;67 %;-;-;-;-;0.44;-;-;-;1.60;0.85;0.75;-;-;22.00;-;-;-;1.00;-;1.00;1.00;4.00;1.00;3.00;1.00;1.00;1.00;1.00
Илья Берковский;Химки;259;66;АП ПЦ;-;-;2.00;1.00;50 %;2.00;1.00;4.00;-;-;-;-;-;1.00;1.00;0.06;14.00;93 %;1.00;0 %;-;-;1.00;100 %;-;-;-;-;1.00;0 %;1.00;100 %;5.00;2.00;1.00;3.00;-;-;20.00;40 %;7.00;57 %;13.00;31 %;4.00;25 %;3.00;33 %;2.00;50 %;4.00;75 %;6.00;2.00;1;1.00;1.00;-;44.00;30.00;68 %;100 %;-;-;-;0.02;0.06;-;0.00;0.66;0.78;-0.12;-;-;13.00;-;-;1.00;-;-;-;1.00;8.00;4.00;4.00;1.00;1.00;1.00;3.00
Сердер Сердеров;Динамо Махачкала;197;66;Ф ПЦ;-;-;1.00;-;0 %;-;-;-;-;-;-;-;-;2.00;1.00;0.57;13.00;85 %;-;-;-;-;2.00;50 %;-;-;-;-;-;-;-;-;10.00;2.00;4.00;-;-;-;14.00;14 %;1.00;0 %;13.00;15 %;5.00;40 %;-;-;-;-;-;-;-;1.00;1;1.00;1.00;-;34.00;15.00;44 %;50 %;1.00;-;-;-;0.28;-;0.00;1.38;0.16;1.22;-;-;11.00;-;-;1.00;-;-;-;-;2.00;-;2.00;2.00;-;-;-
Владислав Яковлев;Химки;185;66;Ф Ц;-;-;-;-;-;1.00;2.00;-;-;-;1.00;-;2.00;1.00;-;0.02;7.00;71 %;1.00;100 %;-;-;2.00;50 %;-;-;-;-;2.00;50 %;1.00;0 %;12.00;2.00;-;-;-;-;14.00;7 %;1.00;0 %;13.00;8 %;10.00;10 %;1.00;0 %;1.00;0 %;-;-;1.00;1.00;1;1.00;1.00;-;24.00;8.00;33 %;0 %;1.00;-;-;0.10;0.02;-;0.00;0.66;0.78;-0.12;-;-;5.00;1.00;-;1.00;-;-;1.00;-;1.00;-;1.00;1.00;-;-;-
Ишхан Гелоян;Арсенал Тула;203;64;АП Л;-;-;-;-;-;2.00;-;2.00;1.00;1.00;-;-;-;1.00;-;0.06;19.00;63 %;1.00;100 %;4.00;25 %;1.00;0 %;1.00;100 %;1.00;100 %;-;-;2.00;0 %;9.00;1.00;-;-;-;4.00;26.00;54 %;4.00;50 %;22.00;55 %;6.00;67 %;12.00;67 %;9.00;67 %;1.00;100 %;1.00;4.00;1;-;-;1.00;55.00;35.00;64 %;0 %;-;1.00;-;0.41;0.06;-;0.00;0.88;0.98;-0.10;-;-;12.00;1.00;1.00;-;1.00;1.00;-;-;14.00;2.00;12.00;4.00;8.00;6.00;1.00
Кирилл Косарев;ФК Волгарь;242;64;Ф Ц;1.00;-;2.00;1.00;50 %;1.00;1.00;2.00;-;-;-;-;-;4.00;1.00;2.13;12.00;50 %;-;-;-;-;2.00;0 %;-;-;-;-;1.00;0 %;-;-;11.00;1.00;-;2.00;-;-;21.00;43 %;4.00;25 %;17.00;47 %;11.00;45 %;-;-;-;-;-;-;2.00;3.00;1;1.00;1.00;-;42.00;21.00;50 %;25 %;1.00;1.00;1.00;-;0.53;2.13;0.47;2.35;0.55;1.80;-;-;6.00;-;-;-;-;-;-;-;9.00;1.00;8.00;5.00;-;-;-
Максим Лаук;Кубань Краснодар;155;64;Ф Ц;-;-;-;-;-;-;-;1.00;-;-;-;-;-;1.00;-;0.03;16.00;63 %;-;-;1.00;0 %;4.00;25 %;-;-;-;-;3.00;33 %;1.00;0 %;9.00;1.00;1.00;2.00;-;-;21.00;33 %;7.00;43 %;14.00;29 %;13.00;31 %;-;-;-;-;2.00;50 %;-;3.00;1;1.00;1.00;-;42.00;20.00;48 %;0 %;1.00;-;-;0.13;0.03;-;0.00;1.15;1.39;-0.24;-;-;10.00;-;-;1.00;-;-;1.00;-;7.00;3.00;4.00;4.00;-;-;1.00
Павел Шакуро;ФК Волгарь;246;64;ЗП Л;-;1.00;-;-;-;1.00;-;-;-;-;-;-;-;-;-;-;18.00;78 %;1.00;100 %;-;-;2.00;50 %;-;-;-;-;1.00;100 %;1.00;100 %;7.00;1.00;2.00;1.00;-;2.00;14.00;50 %;7.00;57 %;7.00;43 %;3.00;67 %;4.00;75 %;3.00;67 %;3.00;33 %;6.00;3.00;1;1.00;1.00;-;45.00;32.00;71 %;-;-;-;-;1.90;-;-;-;2.35;0.55;1.80;-;-;14.00;1.00;-;1.00;-;-;1.00;1.00;7.00;4.00;3.00;2.00;3.00;2.00;1.00
Заур Тарба;Алания Владикавказ;186;64;ЗП ПЦ;-;1.00;-;-;-;2.00;2.00;-;1.00;2.00;1.00;-;-;-;-;-;21.00;76 %;1.00;100 %;-;-;2.00;100 %;1.00;100 %;1.00;100 %;1.00;100 %;1.00;100 %;6.00;1.00;-;-;-;-;7.00;43 %;3.00;67 %;4.00;25 %;2.00;0 %;-;-;-;-;2.00;100 %;1.00;2.00;1;1.00;1.00;-;31.00;22.00;71 %;-;-;-;-;-;-;-;-;0.42;0.85;-0.43;-;-;16.00;1.00;-;2.00;1.00;1.00;1.00;1.00;3.00;2.00;1.00;-;-;-;2.00
Валерий Царукян;Алания Владикавказ;211;64;АП Л;-;-;-;-;-;1.00;1.00;-;-;-;-;-;-;1.00;-;0.04;14.00;86 %;1.00;100 %;-;-;3.00;67 %;1.00;100 %;-;-;2.00;50 %;2.00;100 %;4.00;-;-;1.00;-;-;10.00;40 %;2.00;50 %;8.00;38 %;1.00;0 %;3.00;100 %;1.00;100 %;1.00;100 %;1.00;1.00;1;1.00;1.00;-;27.00;18.00;67 %;0 %;1.00;-;-;0.12;0.04;-;0.00;0.42;0.85;-0.43;-;-;12.00;1.00;-;2.00;1.00;-;1.00;2.00;4.00;1.00;3.00;-;3.00;1.00;1.00
Ислам Жилов;Кубань Краснодар;172;64;ЗП ЛЦ;-;-;-;-;-;-;1.00;1.00;2.00;2.00;-;-;-;-;-;-;30.00;87 %;-;-;1.00;100 %;5.00;60 %;1.00;0 %;-;-;3.00;33 %;2.00;50 %;3.00;1.00;-;3.00;-;-;8.00;50 %;6.00;67 %;2.00;0 %;-;-;-;-;-;-;4.00;75 %;3.00;6.00;1;1.00;1.00;-;47.00;39.00;83 %;-;-;-;-;-;-;-;-;1.15;1.39;-0.24;-;-;26.00;-;1.00;3.00;-;-;1.00;1.00;4.00;4.00;-;-;-;-;3.00
Владлен Бабаев;Сокол Саратов;222;62;АП Ц;-;-;2.00;-;0 %;1.00;-;2.00;-;-;-;-;-;1.00;-;0.04;24.00;92 %;1.00;100 %;-;-;5.00;80 %;1.00;100 %;-;-;1.00;100 %;1.00;100 %;9.00;1.00;1.00;3.00;-;2.00;19.00;37 %;5.00;40 %;14.00;36 %;6.00;17 %;7.00;43 %;-;-;-;-;6.00;6.00;1;1.00;1.00;-;59.00;43.00;73 %;0 %;1.00;-;-;0.36;0.04;-;0.00;1.24;1.46;-0.22;0.23;0.12;22.00;1.00;-;4.00;1.00;-;1.00;1.00;7.00;2.00;5.00;1.00;3.00;-;-
Марио Чурич;Торпедо Москва;196;62;П ПЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18.00;72 %;-;-;-;-;2.00;50 %;2.00;50 %;-;-;3.00;33 %;2.00;0 %;4.00;-;-;-;-;2.00;9.00;44 %;5.00;60 %;4.00;25 %;3.00;0 %;3.00;33 %;1.00;0 %;1.00;100 %;1.00;3.00;1;1.00;1.00;-;33.00;23.00;70 %;-;-;-;-;-;-;-;-;0.60;0.46;0.14;0.03;0.03;13.00;-;-;1.00;1.00;-;1.00;-;4.00;3.00;1.00;-;1.00;-;1.00
Абу-Сад Элударушев;ФК Акрон Тольятти;168;62;Ф Ц;-;-;-;-;-;-;-;2.00;-;-;-;-;1.00;1.00;-;0.04;12.00;50 %;-;-;1.00;0 %;1.00;0 %;-;-;-;-;-;-;1.00;0 %;9.00;1.00;1.00;1.00;1.00;-;22.00;14 %;3.00;0 %;19.00;16 %;14.00;0 %;-;-;-;-;-;-;-;2.00;1;1.00;1.00;-;38.00;11.00;29 %;0 %;1.00;-;-;-;0.04;-;0.00;0.46;0.60;-0.14;-;-;6.00;-;-;-;-;-;-;-;3.00;-;3.00;-;-;-;-
Владислав Галкин;ФК Акрон Тольятти;188;62;АП П;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;-;0.03;27.00;67 %;1.00;0 %;2.00;50 %;5.00;20 %;2.00;50 %;-;-;4.00;25 %;2.00;50 %;7.00;1.00;-;-;-;-;12.00;17 %;6.00;17 %;6.00;17 %;3.00;0 %;4.00;25 %;3.00;0 %;4.00;25 %;-;8.00;1;1.00;1.00;-;48.00;28.00;58 %;0 %;1.00;-;-;0.03;0.03;-;0.00;0.46;0.60;-0.14;-;-;18.00;-;1.00;1.00;1.00;-;1.00;1.00;2.00;1.00;1.00;-;1.00;-;1.00
Вадим Конюхов;ФК Акрон Тольятти;195;62;ЗЛ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39.00;67 %;-;-;7.00;43 %;15.00;60 %;1.00;100 %;-;-;3.00;67 %;9.00;44 %;5.00;1.00;-;1.00;-;1.00;1.00;0 %;1.00;0 %;-;-;-;-;-;-;-;-;1.00;0 %;2.00;5.00;1;1.00;1.00;-;48.00;34.00;71 %;-;-;-;-;0.09;-;-;-;0.46;0.60;-0.14;-;-;26.00;-;3.00;9.00;1.00;-;2.00;4.00;-;-;-;-;-;-;-
Игорь Лебеденко;Торпедо Москва;197;62;Ф ПЦ;-;-;1.00;-;0 %;1.00;2.00;2.00;-;-;-;-;-;2.00;-;0.35;14.00;86 %;-;-;-;-;-;-;-;-;-;-;1.00;0 %;-;-;8.00;-;2.00;-;-;1.00;12.00;42 %;3.00;33 %;9.00;44 %;7.00;14 %;-;-;-;-;1.00;0 %;2.00;2.00;1;1.00;1.00;-;35.00;22.00;63 %;0 %;1.00;-;1.00;0.02;0.17;-;0.00;0.60;0.46;0.14;-;-;12.00;-;-;-;-;-;-;-;5.00;1.00;4.00;1.00;-;-;-
Владислав Морозов;Сокол Саратов;241;62;Ф Ц;1.00;-;3.00;1.00;33 %;-;2.00;1.00;-;-;-;-;-;6.00;2.00;1.12;10.00;80 %;-;-;-;-;2.00;100 %;-;-;-;-;1.00;100 %;-;-;7.00;1.00;-;4.00;2.00;1.00;20.00;30 %;3.00;0 %;17.00;35 %;11.00;18 %;3.00;67 %;-;-;1.00;0 %;4.00;1.00;1;1.00;1.00;-;42.00;22.00;52 %;33 %;1.00;2.00;1.00;-;0.19;1.12;0.89;1.24;1.46;-0.22;0.03;0.03;8.00;-;-;2.00;-;-;1.00;-;6.00;-;6.00;2.00;2.00;-;-
