Игрок;Команда;Index;Минут на поле;Позиция;Голы;Передачи голевые;Голевые моменты;Голевые моменты удачные;Голевые моменты удачные. %;Голевые моменты создал;Фолы;Фолы на игроке;Голевые ошибки;Грубые ошибки;Желтые карточки;Красные карточки;Офсайды;Удары;Удары в створ;xG (ожидаемые голы);Передачи;Передачи точные. %;Передачи ключевые;Передачи ключевые точные. %;Навесы;Навесы точные. %;Передачи прогрессивные;Передачи прогрессивные точные. %;Передачи длинные;Передачи длинные точные. %;Передачи сверхдлинные;Передачи сверхдлинные точные. %;Передачи вперед в финальную треть;Передачи вперед в финальную треть точные. %;Передачи в штрафную;Передачи в штрафную точные. %;Потери;Потери мяча на своей половине;Обработки мяча неудачные;Овладевания мячом;Овладевания мячом на половине поля соперника;Ведения мяча;Единоборства;Единоборства удачные. %;Единоборства в обороне;Единоборства в обороне удачные. %;Единоборства в атаке;Единоборства в атаке удачные. %;Единоборства вверху;Единоборства вверху удачные. %;Обводки;Обводки удачные. %;Обводки в финальной трети поля;Обводки в финальной трети поля удачные. %;Отборы;Отборы удачные. %;Перехваты;Подборы;Матчей сыграно;Появление в стартовом составе;Был заменен;Вышел на замену;ТТД;ТТД удачные;ТТД удачные. %;Удары точные. %;Удары мимо;Удары перехваченные;Удары в штангу / перекладину;xA (ожидаемые передачи);xGPS (xG на удар);xGPG (xG на гол);xGC (конверсия xG);xGT (xG при игроке на поле);xGOPP (xG соперника при игроке на поле);NxG (чистый xG. разница xGT - xGOPP);xGD (оборонительный xG);xGDPS (оборонительный xG на удар);Передачи точные;Передачи ключевые точные;Навесы точные;Передачи прогрессивные точные;Передачи длинные точные;Передачи сверхдлинные точные;Передачи вперед в финальную треть точные;Передачи в штрафную точные;Единоборства удачные;Единоборства в обороне удачные;Единоборства в атаке удачные;Единоборства вверху удачные;Обводки удачные;Обводки в финальной трети поля удачные;Отборы удачные
Богдан Зорин;Нефтехимик Нижнекамск;211;96;З ЛЦ;-;-;-;-;-;-;1.00;1.00;-;-;-;-;-;-;-;-;24.00;58 %;-;-;-;-;8.00;38 %;3.00;33 %;-;-;5.00;20 %;1.00;0 %;4.00;1.00;-;7.00;-;-;18.00;78 %;17.00;76 %;1.00;100 %;8.00;75 %;-;-;-;-;2.00;100 %;7.00;4.00;1;1.00;-;-;56.00;42.00;75 %;-;-;-;-;-;-;-;-;0.50;0.38;0.12;-;-;14.00;-;-;3.00;1.00;-;1.00;-;14.00;13.00;1.00;6.00;-;-;2.00
Дмитрий Гузь;Шинник;208;96;З ЛЦ;-;-;-;-;-;-;-;-;1.00;2.00;-;-;-;-;-;-;42.00;79 %;-;-;-;-;12.00;67 %;7.00;57 %;1.00;100 %;5.00;40 %;-;-;3.00;2.00;-;7.00;1.00;1.00;14.00;71 %;12.00;83 %;2.00;0 %;7.00;57 %;-;-;-;-;4.00;100 %;16.00;3.00;1;1.00;-;-;76.00;63.00;83 %;-;-;-;-;-;-;-;-;0.20;1.67;-1.47;0.12;0.06;33.00;-;-;8.00;4.00;1.00;2.00;-;10.00;10.00;-;4.00;-;-;4.00
Андрей Анисимов;ФК Волгарь;194;95;ЗП Ц;-;-;1.00;-;0 %;-;3.00;-;-;-;-;-;-;2.00;-;0.25;48.00;79 %;-;-;-;-;14.00;71 %;4.00;25 %;-;-;6.00;67 %;-;-;6.00;1.00;1.00;9.00;4.00;1.00;22.00;45 %;18.00;39 %;4.00;75 %;11.00;55 %;1.00;0 %;-;-;5.00;40 %;7.00;15.00;1;1.00;-;-;98.00;73.00;74 %;0 %;2.00;-;-;-;0.12;-;0.00;1.30;0.64;0.66;-;-;38.00;-;-;10.00;1.00;-;4.00;-;10.00;7.00;3.00;6.00;-;-;2.00
Дмитрий Бегун;СКА-Хабаровск;242;95;ЗЛ;-;-;-;-;-;1.00;-;2.00;-;-;-;-;-;-;-;-;52.00;83 %;1.00;100 %;3.00;33 %;10.00;60 %;2.00;100 %;1.00;100 %;2.00;100 %;10.00;70 %;6.00;1.00;-;2.00;-;4.00;17.00;65 %;8.00;63 %;9.00;67 %;3.00;33 %;5.00;60 %;1.00;0 %;4.00;75 %;7.00;8.00;1;1.00;-;-;88.00;73.00;83 %;-;-;-;-;0.18;-;-;-;2.59;0.53;2.6;-;-;43.00;1.00;1.00;6.00;2.00;1.00;2.00;7.00;11.00;5.00;6.00;1.00;3.00;-;3.00
Максим Беляев;Ленинградец;206;95;З ЛЦ;-;-;-;-;-;-;1.00;-;-;1.00;-;-;-;-;-;-;51.00;82 %;-;-;-;-;14.00;50 %;4.00;25 %;1.00;100 %;5.00;0 %;2.00;0 %;3.00;-;-;7.00;1.00;-;10.00;80 %;8.00;75 %;2.00;100 %;8.00;75 %;-;-;-;-;-;-;10.00;6.00;1;1.00;-;-;78.00;67.00;86 %;-;-;-;-;-;-;-;-;0.64;1.30;-0.66;0.14;0.07;42.00;-;-;7.00;1.00;1.00;-;-;8.00;6.00;2.00;6.00;-;-;-
Артур Гилязетдинов;ФК Волгарь;240;95;ЗП П;-;-;-;-;-;-;-;3.00;-;-;-;-;-;2.00;-;0.14;45.00;89 %;-;-;2.00;100 %;12.00;83 %;2.00;50 %;-;-;8.00;88 %;3.00;100 %;4.00;1.00;1.00;4.00;-;3.00;21.00;67 %;11.00;64 %;10.00;70 %;7.00;57 %;3.00;67 %;2.00;100 %;4.00;75 %;4.00;9.00;1;1.00;-;-;86.00;71.00;83 %;0 %;2.00;-;-;0.06;0.07;-;0.00;1.30;0.64;0.66;-;-;40.00;-;2.00;10.00;1.00;-;7.00;3.00;14.00;7.00;7.00;4.00;2.00;2.00;3.00
Петар Голубович;Химки;173;95;З Ц;-;-;-;-;-;-;2.00;-;1.00;3.00;-;-;-;-;-;-;44.00;70 %;-;-;-;-;10.00;20 %;6.00;17 %;2.00;0 %;2.00;0 %;4.00;75 %;6.00;2.00;-;7.00;1.00;-;23.00;57 %;23.00;57 %;-;-;7.00;71 %;-;-;-;-;6.00;50 %;9.00;8.00;1;1.00;-;-;84.00;61.00;73 %;-;-;-;-;0.07;-;-;-;0.53;2.59;-2.06;-;-;31.00;-;-;2.00;1.00;-;-;3.00;13.00;13.00;-;5.00;-;-;3.00
Руслан Казаков;Ленинградец;173;95;ЗП ЛЦ;-;-;-;-;-;-;2.00;-;-;-;-;-;-;-;-;-;41.00;68 %;-;-;2.00;0 %;14.00;64 %;2.00;50 %;-;-;7.00;57 %;3.00;33 %;7.00;1.00;2.00;1.00;-;1.00;21.00;48 %;12.00;33 %;9.00;67 %;9.00;56 %;1.00;0 %;1.00;0 %;4.00;50 %;6.00;3.00;1;1.00;-;-;74.00;48.00;65 %;-;-;-;-;-;-;-;-;0.64;1.30;-0.66;-;-;28.00;-;-;9.00;1.00;-;4.00;1.00;10.00;4.00;6.00;5.00;-;-;2.00
Андрей Хитяев;Ленинградец;216;95;З П;-;-;-;-;-;-;-;3.00;-;1.00;-;-;-;2.00;-;0.14;55.00;78 %;-;-;4.00;0 %;11.00;55 %;4.00;100 %;-;-;4.00;100 %;6.00;33 %;6.00;1.00;-;10.00;-;2.00;15.00;67 %;13.00;62 %;2.00;100 %;3.00;67 %;1.00;100 %;-;-;3.00;33 %;6.00;6.00;1;1.00;-;-;86.00;67.00;78 %;0 %;1.00;1.00;-;0.09;0.07;-;0.00;0.64;1.30;-0.66;0.17;0.17;43.00;-;-;6.00;4.00;-;4.00;2.00;10.00;8.00;2.00;2.00;1.00;-;1.00
Иван Хомуха;ФК Волгарь;240;95;З Ц;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;1.00;0.06;34.00;82 %;-;-;-;-;6.00;83 %;1.00;0 %;1.00;0 %;2.00;50 %;1.00;0 %;2.00;-;-;14.00;1.00;-;15.00;87 %;11.00;91 %;4.00;75 %;10.00;90 %;-;-;-;-;1.00;100 %;12.00;9.00;1;1.00;-;-;72.00;64.00;89 %;100 %;-;-;-;-;0.06;-;0.00;1.30;0.64;0.66;0.31;0.15;28.00;-;-;5.00;-;-;1.00;-;13.00;10.00;3.00;9.00;-;-;1.00
Хетаг Хосонов;Химки;178;95;ЗП ПЦ;-;-;-;-;-;-;2.00;1.00;-;-;-;-;-;4.00;-;0.08;32.00;63 %;1.00;0 %;1.00;100 %;13.00;46 %;4.00;75 %;2.00;100 %;9.00;56 %;4.00;25 %;7.00;1.00;-;2.00;-;1.00;18.00;44 %;6.00;33 %;12.00;50 %;5.00;40 %;3.00;67 %;2.00;50 %;3.00;67 %;2.00;6.00;1;1.00;-;-;63.00;37.00;59 %;0 %;3.00;1.00;-;0.03;0.02;-;0.00;0.53;2.59;-2.06;-;-;20.00;-;1.00;6.00;3.00;2.00;5.00;1.00;8.00;2.00;6.00;2.00;2.00;1.00;2.00
Сергей Костин;Ленинградец;206;95;З ПЦ;-;-;-;-;-;-;1.00;-;-;1.00;-;-;-;-;-;-;63.00;84 %;-;-;-;-;17.00;76 %;9.00;78 %;1.00;0 %;9.00;67 %;1.00;100 %;5.00;3.00;-;13.00;1.00;-;25.00;68 %;20.00;65 %;5.00;80 %;10.00;70 %;1.00;100 %;-;-;4.00;75 %;14.00;17.00;1;1.00;-;-;119.00;101.00;85 %;-;-;-;-;-;-;-;-;0.64;1.30;-0.66;0.12;0.04;53.00;-;-;13.00;7.00;-;6.00;1.00;17.00;13.00;4.00;7.00;1.00;-;3.00
Олег Кожемякин;СКА-Хабаровск;199;95;З ПЦ;-;-;-;-;-;1.00;2.00;1.00;1.00;1.00;-;-;-;-;-;-;53.00;85 %;1.00;100 %;-;-;16.00;75 %;6.00;67 %;3.00;67 %;12.00;67 %;3.00;67 %;7.00;1.00;-;6.00;-;1.00;16.00;50 %;10.00;50 %;6.00;50 %;6.00;33 %;-;-;-;-;-;-;6.00;4.00;1;1.00;-;-;80.00;64.00;80 %;-;-;-;-;0.19;-;-;-;2.59;0.53;2.6;-;-;45.00;1.00;-;12.00;4.00;2.00;8.00;2.00;8.00;5.00;3.00;2.00;-;-;-
Михаил Маркин;Ленинградец;189;95;Ф Ц;-;-;-;-;-;1.00;3.00;3.00;-;-;-;-;-;1.00;-;0.22;22.00;73 %;1.00;100 %;-;-;3.00;100 %;-;-;-;-;1.00;100 %;2.00;100 %;19.00;6.00;3.00;-;-;1.00;38.00;26 %;8.00;0 %;30.00;33 %;22.00;23 %;1.00;0 %;-;-;1.00;0 %;1.00;2.00;1;1.00;-;-;68.00;30.00;44 %;0 %;-;1.00;-;0.15;0.22;-;0.00;0.64;1.30;-0.66;-;-;16.00;1.00;-;3.00;-;-;1.00;2.00;10.00;-;10.00;5.00;-;-;-
Магомед Мусалов;СКА-Хабаровск;218;95;З П;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;45.00;89 %;1.00;0 %;1.00;0 %;8.00;75 %;2.00;100 %;-;-;5.00;80 %;2.00;50 %;8.00;1.00;3.00;4.00;1.00;3.00;8.00;63 %;4.00;75 %;4.00;50 %;-;-;2.00;50 %;1.00;0 %;1.00;100 %;6.00;3.00;1;1.00;-;-;68.00;57.00;84 %;-;-;-;-;0.19;-;-;-;2.59;0.53;2.6;-;-;40.00;-;-;6.00;2.00;-;4.00;1.00;5.00;3.00;2.00;-;1.00;-;1.00
Илья Петров;СКА-Хабаровск;212;95;ЗП Ц;-;-;2.00;-;0 %;-;-;1.00;-;-;-;-;-;1.00;1.00;0.51;57.00;84 %;-;-;-;-;10.00;70 %;3.00;33 %;-;-;4.00;25 %;7.00;43 %;4.00;-;-;5.00;1.00;1.00;10.00;50 %;5.00;40 %;5.00;60 %;-;-;2.00;100 %;-;-;4.00;25 %;9.00;5.00;1;1.00;-;-;84.00;70.00;83 %;100 %;-;-;-;0.74;0.51;-;0.00;2.59;0.53;2.6;0.05;0.05;48.00;-;-;7.00;1.00;-;1.00;3.00;5.00;2.00;3.00;-;2.00;-;1.00
Николай Покидышев;СКА-Хабаровск;237;95;З ЛЦ;-;-;1.00;-;0 %;1.00;1.00;-;-;-;1.00;-;-;1.00;1.00;0.05;58.00;95 %;-;-;-;-;5.00;60 %;2.00;100 %;-;-;2.00;100 %;-;-;3.00;2.00;1.00;11.00;1.00;2.00;10.00;90 %;8.00;88 %;2.00;100 %;2.00;100 %;1.00;100 %;-;-;2.00;50 %;10.00;1.00;1;1.00;-;-;84.00;79.00;94 %;100 %;-;-;-;-;0.05;-;0.00;2.59;0.53;2.6;-;-;55.00;-;-;3.00;2.00;-;2.00;-;9.00;7.00;2.00;2.00;1.00;-;1.00
Егор Прошкин;ФК Волгарь;202;95;З ЛЦ;-;-;-;-;-;-;2.00;1.00;-;-;-;-;-;-;-;-;60.00;75 %;-;-;2.00;0 %;15.00;67 %;6.00;50 %;-;-;11.00;64 %;4.00;50 %;5.00;2.00;1.00;14.00;-;-;26.00;65 %;20.00;65 %;6.00;67 %;5.00;40 %;1.00;100 %;1.00;100 %;2.00;50 %;12.00;6.00;1;1.00;-;-;106.00;81.00;76 %;-;-;-;-;-;-;-;-;1.30;0.64;0.66;0.02;0.02;45.00;-;-;10.00;3.00;-;7.00;2.00;17.00;13.00;4.00;2.00;1.00;1.00;1.00
Артем Симонян;СКА-Хабаровск;253;95;П ЛЦ;1.00;1.00;1.00;1.00;100 %;1.00;3.00;5.00;-;-;1.00;-;-;1.00;1.00;0.17;39.00;79 %;-;-;2.00;50 %;7.00;86 %;3.00;67 %;-;-;3.00;67 %;3.00;67 %;11.00;3.00;1.00;2.00;-;3.00;22.00;59 %;4.00;50 %;18.00;61 %;7.00;29 %;10.00;80 %;5.00;80 %;1.00;100 %;8.00;3.00;1;1.00;-;-;77.00;59.00;77 %;100 %;-;-;-;0.20;0.17;0.17;5.88;2.59;0.53;2.6;0.05;0.05;31.00;-;1.00;6.00;2.00;-;2.00;2.00;13.00;2.00;11.00;2.00;8.00;4.00;1.00
Данил Степанов;Химки;162;95;ЗП Л;-;-;-;-;-;-;-;-;-;2.00;-;-;-;-;-;-;21.00;71 %;-;-;-;-;1.00;0 %;-;-;-;-;1.00;100 %;-;-;2.00;-;1.00;3.00;-;-;19.00;37 %;16.00;44 %;3.00;0 %;4.00;50 %;1.00;0 %;-;-;9.00;56 %;3.00;9.00;1;1.00;-;-;53.00;34.00;64 %;-;-;-;-;0.04;-;-;-;0.53;2.59;-2.06;-;-;15.00;-;-;-;-;-;1.00;-;7.00;7.00;-;2.00;-;-;5.00
Сергей Терехов;Химки;187;95;З ЛЦ;-;-;-;-;-;-;-;2.00;1.00;2.00;-;-;-;1.00;-;0.03;41.00;68 %;1.00;0 %;1.00;0 %;13.00;46 %;7.00;43 %;2.00;0 %;9.00;33 %;4.00;25 %;8.00;3.00;-;6.00;2.00;-;14.00;71 %;13.00;69 %;1.00;100 %;5.00;60 %;-;-;-;-;4.00;75 %;8.00;9.00;1;1.00;-;-;75.00;57.00;76 %;0 %;1.00;-;-;0.02;0.03;-;0.00;0.53;2.59;-2.06;0.13;0.07;28.00;-;-;6.00;3.00;-;3.00;1.00;10.00;9.00;1.00;3.00;-;-;3.00
Сергей Варатынов;Химки;166;95;З ПЦ;-;-;-;-;-;-;3.00;-;1.00;3.00;1.00;-;-;1.00;1.00;0.06;41.00;73 %;-;-;-;-;11.00;55 %;3.00;33 %;1.00;0 %;9.00;78 %;-;-;6.00;1.00;1.00;7.00;1.00;-;19.00;53 %;18.00;50 %;1.00;100 %;5.00;100 %;-;-;-;-;9.00;33 %;3.00;6.00;1;1.00;-;-;71.00;50.00;70 %;100 %;-;-;-;0.03;0.06;-;0.00;0.53;2.59;-2.06;-;-;30.00;-;-;6.00;1.00;-;7.00;-;10.00;9.00;1.00;5.00;-;-;3.00
Андрей Яковлев;Ленинградец;226;95;ЗЛ;-;-;-;-;-;1.00;1.00;1.00;-;1.00;-;-;-;-;-;-;51.00;67 %;1.00;100 %;5.00;20 %;14.00;57 %;6.00;33 %;-;-;10.00;60 %;8.00;38 %;9.00;-;-;8.00;1.00;4.00;14.00;57 %;8.00;75 %;6.00;33 %;2.00;50 %;4.00;50 %;2.00;50 %;1.00;0 %;5.00;7.00;1;1.00;-;-;81.00;58.00;72 %;-;-;-;-;0.24;-;-;-;0.64;1.30;-0.66;-;-;34.00;1.00;1.00;8.00;2.00;-;6.00;3.00;8.00;6.00;2.00;1.00;2.00;1.00;-
Илья Зуев;ФК Волгарь;194;95;З ПЦ;-;-;-;-;-;-;-;1.00;-;1.00;-;-;-;-;-;-;49.00;69 %;-;-;2.00;100 %;19.00;47 %;10.00;40 %;3.00;0 %;11.00;36 %;4.00;50 %;5.00;2.00;2.00;7.00;2.00;-;9.00;78 %;9.00;78 %;-;-;4.00;75 %;-;-;-;-;2.00;100 %;6.00;13.00;1;1.00;-;-;79.00;60.00;76 %;-;-;-;-;0.04;-;-;-;1.30;0.64;0.66;0.02;0.02;34.00;-;2.00;9.00;4.00;-;4.00;2.00;7.00;7.00;-;3.00;-;-;2.00
Вячеслав Бардыбахин;Енисей Красноярск;230;94;З П;-;-;-;-;-;-;4.00;1.00;-;-;-;-;-;1.00;1.00;0.03;43.00;86 %;-;-;2.00;0 %;3.00;67 %;-;-;-;-;2.00;100 %;4.00;50 %;9.00;6.00;4.00;7.00;1.00;1.00;23.00;70 %;18.00;72 %;5.00;60 %;9.00;56 %;3.00;100 %;-;-;8.00;75 %;2.00;8.00;1;1.00;-;-;83.00;66.00;80 %;100 %;-;-;-;0.04;0.03;-;0.00;1.3;1.30;-0.27;0.02;0.02;37.00;-;-;2.00;-;-;2.00;2.00;16.00;13.00;3.00;5.00;3.00;-;6.00
Руслан Байтуков;Тюмень;252;94;З ПЦ;1.00;-;1.00;1.00;100 %;-;3.00;2.00;-;1.00;1.00;-;-;1.00;1.00;0.09;54.00;78 %;1.00;0 %;1.00;0 %;11.00;73 %;5.00;60 %;1.00;100 %;7.00;43 %;5.00;40 %;8.00;3.00;-;8.00;2.00;-;17.00;65 %;14.00;71 %;3.00;33 %;8.00;63 %;1.00;0 %;-;-;1.00;100 %;6.00;9.00;1;1.00;-;-;87.00;69.00;79 %;100 %;-;-;-;0.41;0.09;0.09;11.11;1.36;1.60;-0.24;-;-;42.00;-;-;8.00;3.00;1.00;3.00;2.00;11.00;10.00;1.00;5.00;-;-;1.00
Александр Бем;Тюмень;213;94;З П;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;-;41.00;73 %;1.00;0 %;5.00;20 %;10.00;80 %;1.00;100 %;-;-;1.00;100 %;5.00;40 %;5.00;1.00;2.00;5.00;-;3.00;8.00;50 %;3.00;100 %;5.00;20 %;1.00;100 %;5.00;20 %;3.00;0 %;1.00;100 %;4.00;5.00;1;1.00;-;-;63.00;46.00;73 %;-;-;-;-;-;-;-;-;1.36;1.60;-0.24;-;-;30.00;-;1.00;8.00;1.00;-;1.00;2.00;4.00;3.00;1.00;1.00;1.00;-;1.00
Сергей Бородин;Торпедо Москва;220;94;З Ц;-;-;1.00;-;0 %;-;3.00;1.00;-;-;1.00;-;-;2.00;-;0.16;34.00;91 %;-;-;-;-;8.00;63 %;8.00;63 %;3.00;67 %;6.00;67 %;1.00;100 %;3.00;-;1.00;9.00;-;-;19.00;74 %;12.00;58 %;7.00;100 %;12.00;83 %;-;-;-;-;2.00;50 %;8.00;4.00;1;1.00;-;-;68.00;57.00;84 %;0 %;2.00;-;-;-;0.08;-;0.00;1.30;1.3;0.27;0.36;0.18;31.00;-;-;5.00;5.00;2.00;4.00;1.00;14.00;7.00;7.00;10.00;-;-;1.00
Олег Дмитриев;Родина Москва;235;94;ЗП ПЦ;-;-;-;-;-;-;-;-;-;-;1.00;-;-;-;-;-;48.00;88 %;-;-;1.00;0 %;14.00;71 %;2.00;100 %;-;-;9.00;78 %;2.00;100 %;1.00;-;-;7.00;2.00;1.00;9.00;78 %;9.00;78 %;-;-;4.00;100 %;-;-;-;-;4.00;75 %;4.00;11.00;1;1.00;-;-;74.00;66.00;89 %;-;-;-;-;-;-;-;-;1.60;1.36;0.24;-;-;42.00;-;-;10.00;2.00;-;7.00;2.00;7.00;7.00;-;4.00;-;-;3.00
Херман Хулио Сесар Феррейра;Енисей Красноярск;203;94;З ЛЦ;-;-;-;-;-;-;-;1.00;-;2.00;-;-;-;-;-;-;48.00;92 %;-;-;-;-;5.00;60 %;4.00;100 %;1.00;100 %;4.00;75 %;1.00;100 %;4.00;2.00;-;7.00;1.00;1.00;6.00;83 %;6.00;83 %;-;-;3.00;67 %;-;-;-;-;3.00;100 %;8.00;8.00;1;1.00;-;-;71.00;66.00;93 %;-;-;-;-;-;-;-;-;1.3;1.30;-0.27;-;-;44.00;-;-;3.00;4.00;1.00;3.00;1.00;5.00;5.00;-;2.00;-;-;3.00
Валерий Громыко;Торпедо Москва;228;94;ЗП ПЦ;-;-;2.00;-;0 %;3.00;3.00;1.00;-;-;-;-;-;3.00;2.00;0.38;37.00;70 %;1.00;100 %;3.00;0 %;5.00;60 %;1.00;100 %;-;-;4.00;75 %;6.00;33 %;7.00;-;1.00;7.00;1.00;-;22.00;59 %;13.00;69 %;9.00;44 %;7.00;43 %;1.00;100 %;1.00;100 %;10.00;70 %;7.00;3.00;1;1.00;1.00;-;73.00;51.00;70 %;67 %;1.00;-;-;0.31;0.13;-;0.00;1.30;1.3;0.27;0.02;0.02;26.00;1.00;-;3.00;1.00;-;3.00;2.00;13.00;9.00;4.00;3.00;1.00;1.00;7.00
Никита Калугин;Торпедо Москва;203;94;З ПЦ;-;1.00;-;-;-;1.00;1.00;-;-;-;-;-;-;-;-;-;40.00;63 %;-;-;-;-;13.00;23 %;4.00;50 %;-;-;6.00;50 %;1.00;100 %;6.00;3.00;-;6.00;-;-;18.00;56 %;12.00;58 %;6.00;50 %;9.00;56 %;-;-;-;-;3.00;33 %;8.00;8.00;1;1.00;-;-;74.00;51.00;69 %;-;-;-;-;0.01;-;-;-;1.30;1.3;0.27;-;-;25.00;-;-;3.00;2.00;-;3.00;1.00;10.00;7.00;3.00;5.00;-;-;1.00
Александр Канаплин;Енисей Красноярск;176;94;АП П;-;-;1.00;-;0 %;1.00;4.00;-;-;1.00;1.00;-;-;1.00;-;0.16;26.00;73 %;1.00;0 %;1.00;0 %;6.00;50 %;1.00;0 %;1.00;0 %;5.00;60 %;1.00;100 %;10.00;2.00;2.00;4.00;4.00;2.00;14.00;29 %;3.00;0 %;11.00;36 %;2.00;50 %;2.00;50 %;2.00;50 %;1.00;0 %;6.00;6.00;1;1.00;-;-;58.00;38.00;66 %;0 %;-;1.00;-;0.03;0.16;-;0.00;1.3;1.30;-0.27;-;-;19.00;-;-;3.00;-;-;3.00;1.00;4.00;-;4.00;1.00;1.00;1.00;-
Владимир Хозин;Енисей Красноярск;182;94;З ПЦ;-;-;1.00;-;0 %;-;1.00;-;-;1.00;-;-;-;-;-;-;37.00;81 %;-;-;1.00;100 %;16.00;75 %;4.00;25 %;1.00;0 %;6.00;67 %;2.00;50 %;4.00;1.00;-;7.00;-;2.00;12.00;58 %;9.00;56 %;3.00;67 %;9.00;67 %;1.00;100 %;1.00;100 %;2.00;0 %;6.00;5.00;1;1.00;-;-;62.00;50.00;81 %;-;-;-;-;0.27;-;-;-;1.3;1.30;-0.27;0.21;0.07;30.00;-;1.00;12.00;1.00;-;4.00;1.00;7.00;5.00;2.00;6.00;1.00;1.00;-
Александр Клещенко;Родина Москва;191;94;З ЛЦ;-;-;-;-;-;-;-;1.00;-;1.00;-;-;-;-;-;-;47.00;72 %;-;-;-;-;12.00;33 %;4.00;25 %;2.00;0 %;5.00;60 %;-;-;2.00;-;-;5.00;1.00;-;15.00;67 %;13.00;62 %;2.00;100 %;9.00;67 %;2.00;100 %;-;-;-;-;6.00;6.00;1;1.00;-;-;74.00;56.00;76 %;-;-;-;-;-;-;-;-;1.60;1.36;0.24;0.07;0.07;34.00;-;-;4.00;1.00;-;3.00;-;10.00;8.00;2.00;6.00;2.00;-;-
Митджа Кризан;Родина Москва;229;94;З ПЦ;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;-;48.00;81 %;-;-;-;-;21.00;62 %;5.00;60 %;-;-;7.00;43 %;-;-;6.00;3.00;-;6.00;1.00;-;9.00;67 %;6.00;83 %;3.00;33 %;5.00;60 %;2.00;50 %;-;-;1.00;100 %;5.00;8.00;1;1.00;-;-;70.00;58.00;83 %;-;-;-;-;-;-;-;-;1.60;1.36;0.24;0.54;0.27;39.00;-;-;13.00;3.00;-;3.00;-;6.00;5.00;1.00;3.00;1.00;-;1.00
Олег Ланин;Енисей Красноярск;190;94;ЗП ПЦ;-;-;-;-;-;-;1.00;-;-;1.00;1.00;-;-;1.00;1.00;0.03;50.00;80 %;-;-;-;-;16.00;56 %;3.00;0 %;1.00;0 %;5.00;40 %;2.00;50 %;6.00;1.00;1.00;13.00;5.00;-;18.00;56 %;11.00;64 %;7.00;43 %;7.00;57 %;2.00;50 %;1.00;0 %;4.00;75 %;9.00;12.00;1;1.00;-;-;91.00;72.00;79 %;100 %;-;-;-;-;0.03;-;0.00;1.3;1.30;-0.27;-;-;40.00;-;-;9.00;-;-;2.00;1.00;10.00;7.00;3.00;4.00;1.00;-;3.00
Ираклий Манелов;Торпедо Москва;260;94;ЗП Л;-;-;1.00;-;0 %;2.00;-;4.00;-;-;-;-;1.00;2.00;-;0.15;60.00;85 %;1.00;100 %;7.00;29 %;3.00;100 %;1.00;100 %;-;-;4.00;100 %;7.00;43 %;10.00;5.00;1.00;9.00;2.00;4.00;19.00;58 %;9.00;67 %;10.00;50 %;3.00;67 %;4.00;50 %;3.00;33 %;5.00;80 %;5.00;4.00;1;1.00;-;-;97.00;77.00;79 %;0 %;1.00;-;1.00;0.42;0.07;-;0.00;1.30;1.3;0.27;-;-;51.00;1.00;2.00;3.00;1.00;-;4.00;3.00;11.00;6.00;5.00;2.00;2.00;1.00;4.00
Уэсли Ната Вачхолз;Родина Москва;206;94;ЗП ЛЦ;-;-;-;-;-;1.00;2.00;4.00;1.00;1.00;-;-;1.00;1.00;-;0.11;28.00;82 %;-;-;-;-;4.00;75 %;1.00;0 %;-;-;2.00;100 %;-;-;4.00;-;-;8.00;3.00;-;19.00;63 %;14.00;50 %;5.00;100 %;4.00;25 %;1.00;100 %;-;-;6.00;67 %;6.00;7.00;1;1.00;-;-;61.00;48.00;79 %;0 %;1.00;-;-;-;0.11;-;0.00;1.60;1.36;0.24;-;-;23.00;-;-;3.00;-;-;2.00;-;12.00;7.00;5.00;1.00;1.00;-;4.00
Никита Печенкин;Тюмень;225;94;З ЛЦ;-;-;1.00;-;0 %;-;1.00;1.00;1.00;1.00;-;-;-;1.00;1.00;0.05;59.00;80 %;-;-;-;-;13.00;54 %;6.00;33 %;3.00;33 %;7.00;29 %;-;-;6.00;2.00;1.00;11.00;-;4.00;15.00;73 %;9.00;89 %;6.00;50 %;10.00;70 %;-;-;-;-;-;-;11.00;8.00;1;1.00;-;-;100.00;83.00;83 %;100 %;-;-;-;0.41;0.05;-;0.00;1.36;1.60;-0.24;0.30;0.10;47.00;-;-;7.00;2.00;1.00;2.00;-;11.00;8.00;3.00;7.00;-;-;-
Денис Самойлов;Тюмень;181;94;ЗП ЛЦ;-;-;-;-;-;-;-;-;1.00;1.00;-;-;-;-;-;-;41.00;85 %;-;-;1.00;100 %;8.00;75 %;2.00;50 %;-;-;4.00;50 %;1.00;100 %;5.00;1.00;1.00;4.00;1.00;-;6.00;33 %;4.00;25 %;2.00;50 %;1.00;100 %;-;-;-;-;2.00;0 %;11.00;8.00;1;1.00;-;-;67.00;56.00;84 %;-;-;-;-;-;-;-;-;1.36;1.60;-0.24;-;-;35.00;-;1.00;6.00;1.00;-;2.00;1.00;2.00;1.00;1.00;1.00;-;-;-
