Футболист;Команда;Индекс;Минут на поле;Позиция;Голы;Передачи голевые;Голевые моменты;Голевые моменты удачные;Голевые моменты удачные. %;Голевые моменты создал;Фолы;Фолы на игроке;Голевые ошибки;Грубые ошибки;Желтые карточки;Красные карточки;Офсайды;Удары;Удары в створ;xG (ожидаемые голы);Передачи;Передачи точные. %;Передачи ключевые;Передачи ключевые точные. %;Навесы;Навесы точные. %;Передачи прогрессивные;Передачи прогрессивные точные. %;Передачи длинные;Передачи длинные точные. %;Передачи сверхдлинные;Передачи сверхдлинные точные. %;Передачи вперед в финальную треть;Передачи вперед в финальную треть точные. %;Передачи в штрафную;Передачи в штрафную точные. %;Потери;Потери мяча на своей половине;Обработки мяча неудачные;Овладевания мячом;Овладевания мячом на половине поля соперника;Ведения мяча;Единоборства;Единоборства удачные. %;Единоборства в обороне;Единоборства в обороне удачные. %;Единоборства в атаке;Единоборства в атаке удачные. %;Единоборства вверху;Единоборства вверху удачные. %;Обводки;Обводки удачные. %;Обводки в финальной трети поля;Обводки в финальной трети поля удачные. %;Отборы;Отборы удачные. %;Перехваты;Подборы;Матчей сыграно;Появление в стартовом составе;Был заменен;Вышел на замену;ТТД;ТТД удачные;ТТД удачные. %;Удары точные. %;Удары мимо;Удары перехваченные;Удары в штангу / перекладину;xA (ожидаемые передачи);xGPS (xG на удар);xGPG (xG на гол);xGC (конверсия xG);xGT (xG при игроке на поле);xGOPP (xG соперника при игроке на поле);NxG (чистый xG. разница xGT - xGOPP);xGD (оборонительный xG);xGDPS (оборонительный xG на удар);Передачи точные;Передачи ключевые точные;Навесы точные;Передачи прогрессивные точные;Передачи длинные точные;Передачи сверхдлинные точные;Передачи вперед в финальную треть точные;Передачи в штрафную точные;Единоборства удачные;Единоборства в обороне удачные;Единоборства в атаке удачные;Единоборства вверху удачные;Обводки удачные;Обводки в финальной трети поля удачные;Отборы удачные
Максим Кутовой;СКА-Хабаровск;159;26;Ф ПЦ;-;-;-;-;-;-;-;-;-;-;1.00;-;-;-;-;-;3.00;67 %;-;-;1.00;0 %;-;-;-;-;-;-;-;-;-;-;5.00;-;-;-;-;-;6.00;17 %;1.00;100 %;5.00;0 %;3.00;0 %;1.00;0 %;1.00;0 %;-;-;-;1.00;1;-;-;1.00;10.00;4.00;40 %;-;-;-;-;0.13;-;-;-;0.24;0.39;-0.15;-;-;2.00;-;-;-;-;-;-;-;1.00;1.00;-;-;-;-;-
Матвей Першин;Нефтехимик Нижнекамск;173;26;Ф Ц;-;-;1.00;-;0 %;1.00;1.00;1.00;-;-;-;-;-;2.00;1.00;0.72;6.00;67 %;-;-;1.00;0 %;2.00;50 %;-;-;-;-;-;-;2.00;0 %;4.00;-;-;-;-;2.00;4.00;50 %;-;-;4.00;50 %;-;-;1.00;100 %;1.00;100 %;-;-;-;2.00;1;-;-;1.00;16.00;11.00;69 %;50 %;-;1.00;-;-;0.36;-;0.00;0.91;-;0.91;-;-;4.00;-;-;1.00;-;-;-;-;2.00;-;2.00;-;1.00;1.00;-
Владислав Самко;Родина Москва;185;26;П П;-;-;-;-;-;-;1.00;2.00;-;-;-;-;-;-;-;-;6.00;83 %;-;-;-;-;2.00;50 %;1.00;100 %;-;-;1.00;100 %;-;-;2.00;-;-;-;-;-;2.00;0 %;-;-;2.00;0 %;-;-;1.00;0 %;1.00;0 %;-;-;-;1.00;1;-;-;1.00;9.00;6.00;67 %;-;-;-;-;-;-;-;-;0.38;0.28;0.10;-;-;5.00;-;-;1.00;1.00;-;1.00;-;-;-;-;-;-;-;-
Тимофей Шипунов;СКА-Хабаровск;177;26;ЗП ПЦ;-;-;-;-;-;-;-;1.00;-;1.00;-;-;-;-;-;-;19.00;95 %;-;-;-;-;5.00;100 %;1.00;100 %;-;-;3.00;100 %;1.00;100 %;3.00;-;-;2.00;1.00;3.00;11.00;18 %;7.00;14 %;4.00;25 %;1.00;0 %;1.00;0 %;1.00;0 %;4.00;25 %;1.00;1.00;1;-;-;1.00;35.00;25.00;71 %;-;-;-;-;0.04;-;-;-;0.24;0.39;-0.15;0.14;0.14;18.00;-;-;5.00;1.00;-;3.00;1.00;2.00;1.00;1.00;-;-;-;1.00
Игорь Горбунов;Торпедо Москва;169;25;П Л;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;-;4.00;100 %;-;-;-;-;2.00;100 %;-;-;-;-;1.00;100 %;-;-;4.00;1.00;1.00;2.00;1.00;-;6.00;33 %;3.00;67 %;3.00;0 %;2.00;0 %;-;-;-;-;2.00;100 %;2.00;1.00;1;-;-;1.00;14.00;9.00;64 %;-;-;-;-;0.26;-;-;-;0.28;0.38;-0.10;-;-;4.00;-;-;2.00;-;-;1.00;-;2.00;2.00;-;-;-;-;2.00
Вячеслав Зинков;Шинник;208;25;АП Ц;-;-;-;-;-;-;-;2.00;-;-;-;-;-;-;-;-;10.00;60 %;-;-;-;-;1.00;100 %;-;-;-;-;-;-;-;-;3.00;1.00;-;2.00;1.00;-;9.00;67 %;7.00;57 %;2.00;100 %;4.00;100 %;-;-;-;-;4.00;25 %;1.00;1.00;1;-;-;1.00;21.00;14.00;67 %;-;-;-;-;-;-;-;-;-;0.91;-0.91;-;-;6.00;-;-;1.00;-;-;-;-;6.00;4.00;2.00;4.00;-;-;1.00
Сергей Костин;Ленинградец;177;24;З Ц;-;-;-;-;-;-;1.00;-;-;1.00;-;-;-;-;-;-;12.00;83 %;-;-;-;-;2.00;100 %;-;-;-;-;1.00;100 %;-;-;-;-;-;3.00;2.00;-;4.00;50 %;4.00;50 %;-;-;1.00;100 %;-;-;-;-;1.00;0 %;3.00;3.00;1;1.00;1.00;-;22.00;18.00;82 %;-;-;-;-;-;-;-;-;0.19;0.51;-0.32;0.09;0.09;10.00;-;-;2.00;-;-;1.00;-;2.00;2.00;-;1.00;-;-;-
Батраз Гурциев;Алания Владикавказ;198;23;АП П;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;-;-;5.00;80 %;1.00;100 %;-;-;1.00;100 %;-;-;-;-;1.00;100 %;2.00;100 %;5.00;-;-;2.00;2.00;1.00;7.00;14 %;2.00;50 %;5.00;0 %;3.00;0 %;1.00;0 %;1.00;0 %;1.00;100 %;-;1.00;1;-;-;1.00;14.00;7.00;50 %;-;-;-;-;0.25;-;-;-;0.32;0.11;0.21;-;-;4.00;1.00;-;1.00;-;-;1.00;2.00;1.00;1.00;-;-;-;-;1.00
Давид Караев;Алания Владикавказ;208;23;АП Л;-;-;1.00;-;0 %;-;1.00;1.00;-;-;1.00;-;-;1.00;-;0.25;5.00;60 %;-;-;1.00;0 %;1.00;100 %;-;-;-;-;-;-;1.00;0 %;4.00;-;-;-;-;1.00;5.00;60 %;2.00;50 %;3.00;67 %;-;-;1.00;100 %;-;-;1.00;100 %;-;1.00;1;-;-;1.00;13.00;8.00;62 %;0 %;-;-;1.00;-;0.25;-;0.00;0.32;0.11;0.21;-;-;3.00;-;-;1.00;-;-;-;-;3.00;1.00;2.00;-;1.00;-;1.00
Александр Смирнов;Кубань Краснодар;180;22;П Л;-;-;-;-;-;-;-;-;-;1.00;-;-;-;-;-;-;4.00;75 %;-;-;1.00;100 %;-;-;-;-;-;-;-;-;1.00;100 %;1.00;-;-;-;-;-;3.00;33 %;2.00;50 %;1.00;0 %;-;-;-;-;-;-;1.00;100 %;-;-;1;-;-;1.00;7.00;4.00;57 %;-;-;-;-;-;-;-;-;0.14;0.09;0.05;-;-;3.00;-;1.00;-;-;-;-;1.00;1.00;1.00;-;-;-;-;1.00
Владимир Азаров;ФК Акрон Тольятти;185;21;АП П;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;-;11.00;73 %;-;-;2.00;0 %;2.00;50 %;-;-;-;-;-;-;3.00;0 %;2.00;1.00;-;1.00;-;1.00;2.00;0 %;1.00;0 %;1.00;0 %;-;-;1.00;0 %;-;-;1.00;0 %;1.00;1.00;1;-;-;1.00;16.00;11.00;69 %;-;-;-;-;0.04;-;-;-;0.19;0.05;0.14;-;-;8.00;-;-;1.00;-;-;-;-;-;-;-;-;-;-;-
Петар Голубович;Химки;193;21;ЗП П;-;-;-;-;-;-;-;2.00;-;-;-;-;-;1.00;-;0.02;10.00;80 %;-;-;1.00;0 %;2.00;100 %;1.00;100 %;-;-;2.00;100 %;1.00;100 %;-;-;-;1.00;-;-;4.00;100 %;1.00;100 %;3.00;100 %;-;-;-;-;-;-;1.00;100 %;2.00;-;1;-;-;1.00;17.00;14.00;82 %;0 %;-;1.00;-;-;0.02;-;0.00;0.09;0.14;-0.05;0.02;0.02;8.00;-;-;2.00;1.00;-;2.00;1.00;4.00;1.00;3.00;-;-;-;1.00
Никита Касаткин;Тюмень;174;21;АП Л;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;0 %;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;-;2.00;-;-;-;3.00;33 %;1.00;0 %;2.00;50 %;2.00;50 %;-;-;-;-;-;-;1.00;-;1;1.00;1.00;-;7.00;2.00;29 %;-;-;-;-;-;-;-;-;0.04;0.82;-0.78;-;-;-;-;-;-;-;-;-;-;1.00;-;1.00;1.00;-;-;-
Сергей Макаров;ФК Акрон Тольятти;200;21;ЗП ПЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15.00;100 %;-;-;-;-;5.00;100 %;-;-;-;-;2.00;100 %;-;-;-;-;-;2.00;-;-;1.00;0 %;-;-;1.00;0 %;-;-;-;-;-;-;-;-;1.00;4.00;1;-;-;1.00;21.00;20.00;95 %;-;-;-;-;-;-;-;-;0.19;0.05;0.14;-;-;15.00;-;-;5.00;-;-;2.00;-;-;-;-;-;-;-;-
Вячеслав Бардыбахин;Енисей Красноярск;191;19;З П;-;-;-;-;-;-;1.00;1.00;-;1.00;1.00;-;-;-;-;-;8.00;100 %;-;-;-;-;-;-;1.00;100 %;-;-;-;-;-;-;2.00;-;-;4.00;-;-;10.00;60 %;6.00;67 %;4.00;50 %;2.00;50 %;-;-;-;-;3.00;67 %;4.00;-;1;-;-;1.00;22.00;18.00;82 %;-;-;-;-;-;-;-;-;0.11;0.32;-0.21;0.04;0.04;8.00;-;-;-;1.00;-;-;-;6.00;4.00;2.00;1.00;-;-;2.00
Ираклий Логуа;Енисей Красноярск;162;19;Ф ПЦ;-;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;2.00;50 %;-;-;-;-;1.00;0 %;-;-;-;-;-;-;-;-;1.00;-;-;-;-;-;2.00;0 %;1.00;0 %;1.00;0 %;1.00;0 %;-;-;-;-;-;-;-;-;1;-;-;1.00;4.00;1.00;25 %;-;-;-;-;-;-;-;-;0.11;0.32;-0.21;-;-;1.00;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Анатолий Немченко;Енисей Красноярск;186;19;П ПЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6.00;67 %;-;-;-;-;1.00;100 %;1.00;100 %;-;-;-;-;-;-;-;-;-;1.00;-;-;3.00;0 %;-;-;3.00;0 %;1.00;0 %;-;-;-;-;-;-;1.00;2.00;1;-;-;1.00;12.00;7.00;58 %;-;-;-;-;0.11;-;-;-;0.11;0.32;-0.21;-;-;4.00;-;-;1.00;1.00;-;-;-;-;-;-;-;-;-;-
Никита Балахонцев;Тюмень;174;18;АП П;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;-;5.00;100 %;-;-;-;-;2.00;100 %;-;-;-;-;2.00;100 %;-;-;1.00;-;1.00;-;-;-;3.00;0 %;1.00;0 %;2.00;0 %;-;-;-;-;-;-;1.00;0 %;-;1.00;1;-;-;1.00;10.00;6.00;60 %;-;-;-;-;-;-;-;-;0.41;0.08;0.33;-;-;5.00;-;-;2.00;-;-;2.00;-;-;-;-;-;-;-;-
Игорь Лебеденко;Торпедо Москва;163;18;Ф ПЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2.00;100 %;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3.00;0 %;1.00;0 %;2.00;0 %;2.00;0 %;-;-;-;-;-;-;-;-;1;-;-;1.00;5.00;2.00;40 %;-;-;-;-;-;-;-;-;0.28;0.21;0.07;-;-;2.00;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Глеб Шевченко;Торпедо Москва;190;18;З П;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2.00;100 %;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;100 %;1.00;100 %;-;-;1.00;100 %;-;-;-;-;-;-;-;-;1;-;-;1.00;3.00;3.00;100 %;-;-;-;-;-;-;-;-;0.28;0.21;0.07;-;-;2.00;-;-;-;-;-;-;-;1.00;1.00;-;1.00;-;-;-
Алимхан Зайнивов;Динамо Махачкала;175;18;Ф ЛЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;-;0.03;2.00;100 %;-;-;-;-;-;-;-;-;-;-;-;-;1.00;100 %;1.00;-;-;-;-;1.00;3.00;33 %;1.00;100 %;2.00;0 %;1.00;0 %;-;-;-;-;1.00;100 %;1.00;-;1;-;1.00;1.00;8.00;5.00;63 %;0 %;1.00;-;-;-;0.03;-;0.00;0.18;0.18;0.00;-;-;2.00;-;-;-;-;-;-;1.00;1.00;1.00;-;-;-;-;1.00
Антон Антонов;Черноморец;194;15;АП ЛЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3.00;67 %;-;-;-;-;1.00;0 %;-;-;-;-;1.00;0 %;-;-;1.00;-;-;-;-;2.00;1.00;0 %;-;-;1.00;0 %;-;-;1.00;0 %;-;-;-;-;-;-;1;-;-;1.00;6.00;4.00;67 %;-;-;-;-;0.05;-;-;-;0.05;-;0.05;-;-;2.00;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Даниил Гурченко;Черноморец;200;15;АП ПЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;1.00;0.05;2.00;100 %;-;-;-;-;1.00;100 %;-;-;-;-;-;-;-;-;2.00;-;1.00;-;-;-;2.00;0 %;-;-;2.00;0 %;-;-;-;-;-;-;-;-;-;-;1;-;-;1.00;6.00;3.00;50 %;100 %;-;-;-;-;0.05;-;0.00;0.05;-;0.05;-;-;2.00;-;-;1.00;-;-;-;-;-;-;-;-;-;-;-
Руслан Куль;Родина Москва;187;15;П Л;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2.00;-;-;-;-;-;4.00;25 %;2.00;50 %;2.00;0 %;2.00;0 %;-;-;-;-;1.00;100 %;-;-;1;-;-;1.00;4.00;1.00;25 %;-;-;-;-;-;-;-;-;0.05;0.26;-0.21;-;-;-;-;-;-;-;-;-;-;1.00;1.00;-;-;-;-;1.00
Александр Сандрачук;Динамо Махачкала;171;15;Ф ПЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5.00;80 %;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;-;-;-;-;-;4.00;25 %;1.00;0 %;3.00;33 %;2.00;0 %;-;-;-;-;-;-;-;1.00;1;-;-;1.00;10.00;6.00;60 %;-;-;-;-;-;-;-;-;0.21;0.06;0.15;-;-;4.00;-;-;-;-;-;-;-;1.00;-;1.00;-;-;-;-
Константин Шильцов;Родина Москва;173;15;Ф ПЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2.00;50 %;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2.00;-;-;-;-;-;4.00;25 %;1.00;0 %;3.00;33 %;1.00;0 %;1.00;0 %;1.00;0 %;-;-;-;-;1;-;-;1.00;6.00;2.00;33 %;-;-;-;-;-;-;-;-;0.05;0.26;-0.21;-;-;1.00;-;-;-;-;-;-;-;1.00;-;1.00;-;-;-;-
Темиркан Сундуков;Динамо Махачкала;201;15;ЗП Л;-;-;1.00;-;0 %;-;1.00;-;-;-;1.00;-;-;1.00;-;0.07;4.00;75 %;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;-;1.00;1.00;-;-;3.00;33 %;2.00;50 %;1.00;0 %;-;-;-;-;-;-;2.00;50 %;-;-;1;-;-;1.00;9.00;4.00;44 %;0 %;1.00;-;-;-;0.07;-;0.00;0.21;0.06;0.15;-;-;3.00;-;-;-;-;-;-;-;1.00;1.00;-;-;-;-;1.00
Карим Гираев;Арсенал Тула;204;14;АП Л;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9.00;56 %;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2.00;1.00;-;1.00;-;1.00;7.00;71 %;3.00;100 %;4.00;50 %;4.00;75 %;2.00;50 %;1.00;100 %;1.00;100 %;2.00;2.00;1;-;-;1.00;21.00;15.00;71 %;-;-;-;-;0.05;-;-;-;0.05;0.41;-0.36;-;-;5.00;-;-;-;-;-;-;-;5.00;3.00;2.00;3.00;1.00;1.00;1.00
Александр Кахидзе;Нефтехимик Нижнекамск;183;14;ЗЛ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4.00;25 %;-;-;-;-;2.00;0 %;1.00;0 %;1.00;0 %;1.00;0 %;-;-;2.00;-;-;-;-;-;1.00;100 %;1.00;100 %;-;-;-;-;-;-;-;-;1.00;100 %;1.00;4.00;1;-;-;1.00;10.00;7.00;70 %;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;1.00;1.00;-;-;-;-;1.00
Дмитрий Лесников;ФК Волгарь;176;14;АП П;-;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;5.00;100 %;-;-;1.00;100 %;1.00;100 %;-;-;-;-;-;-;1.00;100 %;2.00;1.00;-;-;-;-;4.00;25 %;-;-;4.00;25 %;1.00;0 %;1.00;0 %;1.00;0 %;-;-;1.00;-;1;-;-;1.00;10.00;7.00;70 %;-;-;-;-;-;-;-;-;-;0.02;-0.02;-;-;5.00;-;1.00;1.00;-;-;-;1.00;1.00;-;1.00;-;-;-;-
Давид Ндука Ифеани;Арсенал Тула;-;14;П ЛЦ;-;-;-;-;-;-;1.00;1.00;-;-;-;-;-;-;-;-;2.00;50 %;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;1.00;-;-;-;-;4.00;50 %;4.00;50 %;-;-;1.00;100 %;-;-;-;-;-;-;-;-;1;-;-;1.00;6.00;3.00;50 %;-;-;-;-;-;-;-;-;0.05;0.41;-0.36;-;-;1.00;-;-;-;-;-;-;-;2.00;2.00;-;1.00;-;-;-
Антон Полюткин;КамАЗ Набережные Челны;-;13;ЗП Ц;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2.00;-;-;4.00;50 %;3.00;67 %;1.00;0 %;3.00;33 %;-;-;-;-;-;-;-;-;1;-;-;1.00;4.00;2.00;50 %;-;-;-;-;-;-;-;-;0.25;-;0.25;-;-;-;-;-;-;-;-;-;-;2.00;2.00;-;1.00;-;-;-
Эдуард Суханов;Ленинградец;-;13;ЗП ПЦ;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;-;-;4.00;50 %;4.00;50 %;-;-;1.00;0 %;-;-;-;-;2.00;50 %;1.00;-;1;-;-;1.00;5.00;3.00;60 %;-;-;-;-;-;-;-;-;-;0.25;-0.25;0.25;0.25;-;-;-;-;-;-;-;-;2.00;2.00;-;-;-;-;1.00
Роман Защепкин;КамАЗ Набережные Челны;174;13;П ПЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7.00;57 %;-;-;-;-;1.00;100 %;-;-;-;-;-;-;1.00;0 %;2.00;-;1.00;1.00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;4.00;1;-;-;1.00;13.00;9.00;69 %;-;-;-;-;-;-;-;-;0.25;-;0.25;-;-;4.00;-;-;1.00;-;-;-;-;-;-;-;-;-;-;-
Данил Казанцев;Сокол Саратов;-;11;ЗП ПЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2.00;50 %;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;1.00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;1.00;1;-;-;1.00;4.00;3.00;75 %;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Игорь Леонтьев;Сокол Саратов;-;11;ЗП ЛЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;0 %;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;1;-;-;1.00;2.00;1.00;50 %;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Эдуард Валиахметов;Шинник;-;11;АП П;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;-;-;-;-;1.00;2.00;0 %;-;-;2.00;0 %;1.00;0 %;-;-;-;-;-;-;-;2.00;1;-;-;1.00;5.00;3.00;60 %;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Аллон Бутаев;Алания Владикавказ;-;10;З П;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3.00;67 %;-;-;-;-;2.00;50 %;1.00;0 %;-;-;-;-;-;-;1.00;-;-;-;-;-;1.00;100 %;1.00;100 %;-;-;-;-;-;-;-;-;1.00;100 %;-;1.00;1;-;-;1.00;5.00;4.00;80 %;-;-;-;-;-;-;-;-;0.07;0.11;-0.04;-;-;2.00;-;-;1.00;-;-;-;-;1.00;1.00;-;-;-;-;1.00
Батраз Хадарцев;Алания Владикавказ;191;10;АП Л;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;-;0.04;7.00;57 %;-;-;1.00;0 %;1.00;0 %;1.00;0 %;-;-;-;-;1.00;0 %;3.00;-;-;1.00;-;-;6.00;33 %;2.00;50 %;4.00;25 %;-;-;2.00;0 %;2.00;0 %;-;-;-;3.00;1;-;-;1.00;17.00;9.00;53 %;0 %;-;1.00;-;0.03;0.04;-;0.00;0.07;0.11;-0.04;-;-;4.00;-;-;-;-;-;-;-;2.00;1.00;1.00;-;-;-;-
Андрей Окладников;Енисей Красноярск;165;10;Ф Ц;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;-;0.11;4.00;50 %;-;-;-;-;1.00;0 %;-;-;-;-;1.00;0 %;-;-;4.00;1.00;-;-;-;1.00;5.00;60 %;1.00;100 %;4.00;50 %;1.00;0 %;1.00;100 %;1.00;100 %;1.00;100 %;-;-;1;-;-;1.00;11.00;6.00;55 %;0 %;-;1.00;-;-;0.11;-;0.00;0.11;0.07;0.04;-;-;2.00;-;-;-;-;-;-;-;3.00;1.00;2.00;-;1.00;1.00;1.00
Максим Караев;Сокол Саратов;-;9;АП Л;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;-;-;3.00;67 %;2.00;100 %;1.00;0 %;-;-;1.00;0 %;1.00;0 %;1.00;100 %;-;1.00;1;-;-;1.00;4.00;3.00;75 %;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2.00;2.00;-;-;-;-;1.00
Магомед Абакаров;Черноморец;-;5;Ф Ц;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;-;1.00;100 %;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2.00;-;-;-;-;-;5.00;20 %;2.00;50 %;3.00;0 %;2.00;0 %;-;-;-;-;-;-;-;-;1;-;-;1.00;6.00;2.00;33 %;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;1.00;1.00;-;-;-;-;-
Владислав Кириленко;Черноморец;-;5;З ПЦ;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2.00;50 %;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;100 %;1.00;100 %;-;-;-;-;-;-;-;-;1.00;100 %;2.00;1.00;1;-;-;1.00;6.00;5.00;83 %;-;-;-;-;-;-;-;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;1.00;1.00;-;-;-;-;1.00
Амир Мохаммад;Химки;-;5;ЗП Л;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;-;2.00;100 %;-;-;-;-;-;-;-;-;-;-;-;-;2.00;100 %;-;-;-;1.00;-;-;1.00;0 %;1.00;0 %;-;-;-;-;-;-;-;-;1.00;0 %;1.00;-;1;-;-;1.00;4.00;3.00;75 %;-;-;-;-;-;-;-;-;-;-;-;-;-;2.00;-;-;-;-;-;-;2.00;-;-;-;-;-;-;-
