Футболист;Команда;Index;Минут на поле;Позиция;Голы;Передачи голевые;Голевые моменты;Голевые моменты удачные;Голевые моменты удачные. %;Голевые моменты создал;Фолы;Фолы на игроке;Голевые ошибки;Грубые ошибки;Желтые карточки;Красные карточки;Офсайды;Удары;Удары в створ;xG (ожидаемые голы);Передачи;Передачи точные. %;Передачи ключевые;Передачи ключевые точные. %;Навесы;Навесы точные. %;Передачи прогрессивные;Передачи прогрессивные точные. %;Передачи длинные;Передачи длинные точные. %;Передачи сверхдлинные;Передачи сверхдлинные точные. %;Передачи вперед в финальную треть;Передачи вперед в финальную треть точные. %;Передачи в штрафную;Передачи в штрафную точные. %;Потери;Потери мяча на своей половине;Обработки мяча неудачные;Овладевания мячом;Овладевания мячом на половине поля соперника;Ведения мяча;Единоборства;Единоборства удачные. %;Единоборства в обороне;Единоборства в обороне удачные. %;Единоборства в атаке;Единоборства в атаке удачные. %;Единоборства вверху;Единоборства вверху удачные. %;Обводки;Обводки удачные. %;Обводки в финальной трети поля;Обводки в финальной трети поля удачные. %;Отборы;Отборы удачные. %;Перехваты;Подборы;Матчей сыграно;Появление в стартовом составе;Был заменен;Вышел на замену;ТТД;ТТД удачные;ТТД удачные. %;Удары точные. %;Удары мимо;Удары перехваченные;Удары в штангу / перекладину;xA (ожидаемые передачи);xGPS (xG на удар);xGPG (xG на гол);xGC (конверсия xG);xGT (xG при игроке на поле);xGOPP (xG соперника при игроке на поле);NxG (чистый xG. разница xGT - xGOPP);xGD (оборонительный xG);xGDPS (оборонительный xG на удар);Передачи точные;Передачи ключевые точные;Навесы точные;Передачи прогрессивные точные;Передачи длинные точные;Передачи сверхдлинные точные;Передачи вперед в финальную треть точные;Передачи в штрафную точные;Единоборства удачные;Единоборства в обороне удачные;Единоборства в атаке удачные;Единоборства вверху удачные;Обводки удачные;Обводки в финальной трети поля удачные;Отборы удачные
Сергей Костин;Ленинградец;226;94;З Ц;-;-;-;-;-;-;1.00;2.00;-;-;-;-;-;-;-;-;44.00;77 %;-;-;-;-;10.00;50 %;6.00;50 %;-;-;7.00;43 %;-;-;3.00;-;-;7.00;-;2.00;18.00;78 %;15.00;80 %;3.00;67 %;8.00;88 %;-;-;-;-;2.00;50 %;7.00;3.00;1;1.00;-;-;74.00;60.00;81 %;-;-;-;-;-;-;-;-;0.90;0.66;0.24;0.09;0.09;34.00;-;-;5.00;3.00;-;3.00;-;14.00;12.00;2.00;7.00;-;-;1.00
Владислав Левин;Арсенал Тула;216;94;П ПЦ;-;-;1.00;-;0 %;1.00;-;5.00;-;-;-;-;-;1.00;-;0.17;61.00;82 %;-;-;2.00;0 %;14.00;79 %;5.00;60 %;-;-;9.00;78 %;7.00;57 %;6.00;1.00;-;7.00;3.00;2.00;11.00;55 %;3.00;67 %;8.00;50 %;4.00;75 %;3.00;67 %;3.00;67 %;1.00;100 %;3.00;20.00;1;1.00;-;-;98.00;81.00;83 %;0 %;1.00;-;-;0.09;0.17;-;0.00;2.3;0.42;1.61;0.01;0.01;50.00;-;-;11.00;3.00;-;7.00;4.00;6.00;2.00;4.00;3.00;2.00;2.00;1.00
Ираклий Манелов;Торпедо Москва;239;94;П Л;1.00;-;1.00;1.00;100 %;2.00;3.00;2.00;-;-;-;-;-;2.00;1.00;0.16;18.00;78 %;1.00;100 %;-;-;1.00;100 %;-;-;-;-;-;-;1.00;100 %;10.00;1.00;2.00;2.00;1.00;-;25.00;24 %;9.00;33 %;16.00;19 %;10.00;20 %;4.00;25 %;1.00;0 %;3.00;33 %;2.00;7.00;1;1.00;-;-;56.00;30.00;54 %;50 %;-;1.00;-;0.26;0.08;0.16;6.25;0.42;2.3;-1.61;-;-;14.00;1.00;-;1.00;-;-;-;1.00;6.00;3.00;3.00;2.00;1.00;-;1.00
Владислав Микушин;Ленинградец;215;94;З ПЦ;-;-;-;-;-;-;-;2.00;-;-;-;-;-;-;-;-;35.00;77 %;-;-;1.00;0 %;12.00;58 %;2.00;50 %;-;-;10.00;50 %;2.00;0 %;7.00;2.00;1.00;12.00;2.00;2.00;17.00;59 %;10.00;70 %;7.00;43 %;11.00;45 %;1.00;100 %;-;-;1.00;100 %;13.00;8.00;1;1.00;-;-;77.00;61.00;79 %;-;-;-;-;-;-;-;-;0.90;0.66;0.24;0.35;0.07;27.00;-;-;7.00;1.00;-;5.00;-;10.00;7.00;3.00;5.00;1.00;-;1.00
Артём Молодцов;Сокол Саратов;208;94;З П;-;-;-;-;-;-;2.00;1.00;-;-;1.00;-;-;-;-;-;68.00;82 %;-;-;-;-;14.00;71 %;9.00;67 %;-;-;12.00;67 %;3.00;67 %;5.00;-;-;1.00;-;2.00;10.00;60 %;4.00;50 %;6.00;67 %;4.00;75 %;-;-;-;-;2.00;100 %;8.00;5.00;1;1.00;-;-;93.00;77.00;83 %;-;-;-;-;-;-;-;-;0.66;0.90;-0.24;-;-;56.00;-;-;10.00;6.00;-;8.00;2.00;6.00;2.00;4.00;3.00;-;-;2.00
Владимир Москвичёв;Торпедо Москва;207;94;ЗП ПЦ;-;-;-;-;-;-;6.00;-;-;-;-;-;-;1.00;-;0.01;21.00;76 %;-;-;1.00;0 %;6.00;100 %;1.00;100 %;-;-;3.00;100 %;-;-;6.00;3.00;1.00;4.00;1.00;-;22.00;55 %;14.00;50 %;8.00;63 %;7.00;29 %;-;-;-;-;6.00;67 %;8.00;7.00;1;1.00;-;-;60.00;43.00;72 %;0 %;-;1.00;-;-;0.01;-;0.00;0.42;2.3;-1.61;0.22;0.07;16.00;-;-;6.00;1.00;-;3.00;-;12.00;7.00;5.00;2.00;-;-;4.00
Сергей Николаев;Ленинградец;222;94;ЗП П;-;-;-;-;-;-;-;-;-;-;-;-;-;2.00;1.00;0.03;49.00;78 %;-;-;3.00;0 %;15.00;67 %;6.00;83 %;1.00;100 %;10.00;90 %;5.00;80 %;3.00;-;-;9.00;5.00;2.00;11.00;55 %;7.00;43 %;4.00;75 %;3.00;100 %;-;-;-;-;3.00;33 %;9.00;10.00;1;1.00;-;-;84.00;67.00;80 %;50 %;1.00;-;-;-;0.01;-;0.00;0.90;0.66;0.24;0.11;0.11;38.00;-;-;10.00;5.00;1.00;9.00;4.00;6.00;3.00;3.00;3.00;-;-;1.00
Джонатан Теофилис Окоронкво;Арсенал Тула;188;94;Ф Ц;-;-;2.00;-;0 %;-;-;2.00;-;-;-;-;2.00;4.00;2.00;0.86;20.00;60 %;-;-;1.00;0 %;4.00;50 %;-;-;-;-;2.00;0 %;1.00;0 %;16.00;3.00;2.00;-;-;3.00;36.00;25 %;4.00;25 %;32.00;25 %;11.00;18 %;4.00;0 %;2.00;0 %;1.00;100 %;-;3.00;1;1.00;-;-;68.00;29.00;43 %;50 %;2.00;-;-;0.05;0.21;-;0.00;2.3;0.42;1.61;-;-;12.00;-;-;2.00;-;-;-;-;9.00;1.00;8.00;2.00;-;-;1.00
Алексей Померко;Арсенал Тула;199;94;З ПЦ;-;-;-;-;-;-;1.00;1.00;-;1.00;-;-;-;-;-;-;54.00;93 %;-;-;-;-;12.00;83 %;4.00;50 %;1.00;100 %;7.00;100 %;-;-;3.00;1.00;-;8.00;3.00;1.00;10.00;50 %;7.00;57 %;3.00;33 %;2.00;0 %;-;-;-;-;3.00;67 %;11.00;12.00;1;1.00;-;-;88.00;79.00;90 %;-;-;-;-;-;-;-;-;2.3;0.42;1.61;-;-;50.00;-;-;10.00;2.00;1.00;7.00;-;5.00;4.00;1.00;-;-;-;2.00
Никита Розманов;Ленинградец;212;94;АП ПЦ;-;-;-;-;-;-;4.00;-;-;-;-;-;-;3.00;1.00;0.09;20.00;80 %;-;-;-;-;4.00;100 %;1.00;100 %;-;-;1.00;100 %;1.00;100 %;9.00;-;4.00;4.00;1.00;3.00;27.00;30 %;11.00;36 %;16.00;25 %;4.00;0 %;2.00;0 %;-;-;5.00;60 %;1.00;9.00;1;1.00;-;-;67.00;38.00;57 %;33 %;1.00;1.00;-;-;0.03;-;0.00;0.90;0.66;0.24;-;-;16.00;-;-;4.00;1.00;-;1.00;1.00;8.00;4.00;4.00;-;-;-;3.00
Евгений Шляков;Торпедо Москва;176;94;З П;-;-;-;-;-;-;1.00;-;1.00;2.00;-;-;-;1.00;-;0.02;43.00;65 %;-;-;2.00;50 %;11.00;27 %;4.00;25 %;-;-;5.00;20 %;4.00;25 %;10.00;4.00;1.00;9.00;1.00;2.00;22.00;68 %;19.00;68 %;3.00;67 %;7.00;100 %;1.00;0 %;1.00;0 %;6.00;67 %;5.00;8.00;1;1.00;-;-;83.00;59.00;71 %;0 %;1.00;-;-;-;0.02;-;0.00;0.42;2.3;-1.61;-;-;28.00;-;1.00;3.00;1.00;-;1.00;1.00;15.00;13.00;2.00;7.00;-;-;4.00
Жозе Ерды Рейна Санчез;Торпедо Москва;189;94;Ф ЛЦ;-;-;-;-;-;-;2.00;3.00;-;-;-;-;-;1.00;1.00;0.03;22.00;55 %;1.00;0 %;2.00;0 %;9.00;44 %;3.00;67 %;1.00;100 %;4.00;75 %;7.00;29 %;10.00;3.00;-;-;-;4.00;19.00;42 %;5.00;20 %;14.00;50 %;1.00;0 %;4.00;50 %;3.00;67 %;-;-;2.00;3.00;1;1.00;-;-;51.00;30.00;59 %;100 %;-;-;-;0.14;0.03;-;0.00;0.42;2.3;-1.61;0.01;0.01;12.00;-;-;4.00;2.00;1.00;3.00;2.00;8.00;1.00;7.00;-;2.00;2.00;-
Алексей Герасимов;Нефтехимик Нижнекамск;194;93;З Ц;-;-;-;-;-;-;1.00;-;1.00;1.00;-;-;-;-;-;-;55.00;95 %;1.00;0 %;-;-;4.00;75 %;5.00;60 %;1.00;100 %;3.00;33 %;-;-;3.00;-;-;8.00;1.00;3.00;9.00;78 %;6.00;83 %;3.00;67 %;4.00;50 %;-;-;-;-;2.00;100 %;5.00;6.00;1;1.00;-;-;78.00;73.00;94 %;-;-;-;-;-;-;-;-;0.11;1.33;-1.22;-;-;52.00;-;-;3.00;3.00;1.00;1.00;-;7.00;5.00;2.00;2.00;-;-;2.00
Астемир Гордюшенко;Родина Москва;251;93;П Л;1.00;1.00;1.00;1.00;100 %;2.00;-;1.00;-;-;-;-;-;3.00;2.00;0.14;40.00;70 %;1.00;100 %;1.00;100 %;9.00;33 %;3.00;100 %;1.00;100 %;4.00;75 %;7.00;43 %;10.00;4.00;-;1.00;-;1.00;14.00;36 %;2.00;0 %;12.00;42 %;2.00;0 %;4.00;50 %;3.00;33 %;2.00;0 %;2.00;8.00;1;1.00;-;-;68.00;46.00;68 %;67 %;-;1.00;-;0.70;0.05;0.14;7.14;1.33;0.11;1.22;-;-;28.00;1.00;1.00;3.00;3.00;1.00;3.00;3.00;5.00;-;5.00;-;2.00;1.00;-
Александр Кахидзе;Нефтехимик Нижнекамск;234;93;ЗП П;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39.00;82 %;-;-;1.00;0 %;7.00;57 %;6.00;67 %;1.00;100 %;5.00;60 %;2.00;50 %;5.00;-;-;3.00;1.00;2.00;9.00;67 %;5.00;80 %;4.00;50 %;4.00;75 %;3.00;67 %;1.00;0 %;2.00;50 %;3.00;6.00;1;1.00;-;-;59.00;49.00;83 %;-;-;-;-;-;-;-;-;0.11;1.33;-1.22;-;-;32.00;-;-;4.00;4.00;1.00;3.00;1.00;6.00;4.00;2.00;3.00;2.00;-;1.00
Александр Клещенко;Родина Москва;251;93;З ЛЦ;-;-;-;-;-;1.00;1.00;2.00;-;-;-;-;-;1.00;-;0.07;64.00;92 %;1.00;100 %;-;-;11.00;73 %;3.00;33 %;1.00;0 %;2.00;50 %;3.00;67 %;2.00;-;-;7.00;-;3.00;13.00;85 %;10.00;90 %;3.00;67 %;7.00;71 %;1.00;100 %;-;-;3.00;100 %;4.00;11.00;1;1.00;-;-;96.00;88.00;92 %;0 %;1.00;-;-;0.09;0.07;-;0.00;1.33;0.11;1.22;-;-;59.00;1.00;-;8.00;1.00;-;1.00;2.00;11.00;9.00;2.00;5.00;1.00;-;3.00
Давид Кокоев;Нефтехимик Нижнекамск;170;93;ЗП ПЦ;-;-;-;-;-;-;-;2.00;-;-;-;-;-;2.00;-;0.09;43.00;77 %;-;-;3.00;33 %;11.00;82 %;-;-;-;-;2.00;100 %;7.00;43 %;8.00;1.00;-;6.00;2.00;1.00;9.00;44 %;6.00;50 %;3.00;33 %;-;-;1.00;100 %;-;-;3.00;33 %;7.00;7.00;1;1.00;-;-;69.00;52.00;75 %;0 %;1.00;1.00;-;-;0.04;-;0.00;0.11;1.33;-1.22;0.01;0.01;33.00;-;1.00;9.00;-;-;2.00;3.00;4.00;3.00;1.00;-;1.00;-;1.00
Митджа Кризан;Родина Москва;244;93;З ПЦ;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;-;82.00;87 %;-;-;-;-;26.00;58 %;6.00;67 %;-;-;17.00;59 %;2.00;0 %;9.00;2.00;-;11.00;-;4.00;16.00;81 %;11.00;82 %;5.00;80 %;7.00;71 %;2.00;50 %;-;-;3.00;100 %;12.00;6.00;1;1.00;-;-;120.00;106.00;88 %;-;-;-;-;-;-;-;-;1.33;0.11;1.22;0.04;0.04;71.00;-;-;15.00;4.00;-;10.00;-;13.00;9.00;4.00;5.00;1.00;-;3.00
Александр Ломакин;Енисей Красноярск;220;93;АП Ц;1.00;1.00;1.00;1.00;100 %;1.00;1.00;1.00;1.00;1.00;1.00;-;-;2.00;1.00;0.14;38.00;66 %;1.00;100 %;4.00;25 %;9.00;78 %;3.00;33 %;-;-;3.00;67 %;11.00;36 %;2.00;-;1.00;2.00;1.00;2.00;13.00;23 %;7.00;14 %;6.00;33 %;4.00;25 %;1.00;0 %;-;-;4.00;0 %;3.00;3.00;1;1.00;1.00;-;62.00;37.00;60 %;50 %;-;1.00;-;0.66;0.07;0.14;7.14;1.46;1.61;-0.15;-;-;25.00;1.00;1.00;7.00;1.00;-;2.00;4.00;3.00;1.00;2.00;1.00;-;-;-
Уэсли Ната Вачхолз;Родина Москва;238;93;ЗП ЛЦ;-;-;-;-;-;-;1.00;1.00;-;-;-;-;-;1.00;-;0.02;48.00;85 %;-;-;-;-;7.00;29 %;2.00;50 %;-;-;2.00;50 %;2.00;0 %;4.00;1.00;-;5.00;1.00;5.00;11.00;64 %;8.00;50 %;3.00;100 %;-;-;2.00;100 %;-;-;5.00;40 %;8.00;3.00;1;1.00;-;-;76.00;64.00;84 %;0 %;-;1.00;-;-;0.02;-;0.00;1.33;0.11;1.22;-;-;41.00;-;-;2.00;1.00;-;1.00;-;7.00;4.00;3.00;-;2.00;-;2.00
Данила Сагуткин;Нефтехимик Нижнекамск;186;93;З ПЦ;-;-;-;-;-;-;2.00;-;1.00;2.00;1.00;-;-;-;-;-;59.00;90 %;-;-;-;-;11.00;91 %;3.00;67 %;-;-;5.00;80 %;2.00;0 %;2.00;2.00;-;5.00;2.00;3.00;7.00;71 %;6.00;67 %;1.00;100 %;3.00;100 %;-;-;-;-;1.00;0 %;4.00;8.00;1;1.00;-;-;82.00;74.00;90 %;-;-;-;-;-;-;-;-;0.11;1.33;-1.22;-;-;53.00;-;-;10.00;2.00;-;4.00;-;5.00;4.00;1.00;3.00;-;-;-
Максим Савельев;Енисей Красноярск;259;93;Ф ПЦ;1.00;1.00;2.00;1.00;50 %;1.00;4.00;2.00;-;-;-;-;-;4.00;2.00;0.39;20.00;80 %;1.00;100 %;-;-;3.00;33 %;-;-;-;-;3.00;33 %;1.00;0 %;14.00;1.00;-;-;-;-;28.00;29 %;4.00;0 %;24.00;33 %;15.00;27 %;1.00;100 %;1.00;100 %;1.00;0 %;1.00;4.00;1;1.00;1.00;-;57.00;31.00;54 %;50 %;2.00;-;-;0.50;0.10;0.39;2.56;1.46;1.61;-0.15;-;-;16.00;1.00;-;1.00;-;-;1.00;-;8.00;-;8.00;4.00;1.00;1.00;-
Артём Воропаев;Родина Москва;230;93;ЗЛ;-;-;-;-;-;-;-;1.00;-;-;-;-;-;1.00;-;0.01;45.00;78 %;-;-;2.00;0 %;7.00;71 %;1.00;0 %;-;-;2.00;100 %;3.00;33 %;4.00;3.00;2.00;4.00;2.00;-;10.00;60 %;9.00;67 %;1.00;0 %;4.00;50 %;-;-;-;-;5.00;80 %;8.00;3.00;1;1.00;-;-;69.00;52.00;75 %;0 %;-;1.00;-;0.05;0.01;-;0.00;1.33;0.11;1.22;-;-;35.00;-;-;5.00;-;-;2.00;1.00;6.00;6.00;-;2.00;-;-;4.00
Богдан Зорин;Нефтехимик Нижнекамск;186;93;З ЛЦ;-;-;-;-;-;-;4.00;-;-;-;1.00;-;-;-;-;-;56.00;80 %;-;-;-;-;15.00;53 %;4.00;25 %;1.00;0 %;12.00;50 %;-;-;4.00;-;-;8.00;3.00;-;19.00;58 %;15.00;47 %;4.00;100 %;9.00;56 %;2.00;100 %;-;-;4.00;50 %;12.00;10.00;1;1.00;-;-;97.00;78.00;80 %;-;-;-;-;-;-;-;-;0.11;1.33;-1.22;-;-;45.00;-;-;8.00;1.00;-;6.00;-;11.00;7.00;4.00;5.00;2.00;-;2.00
Никита Глушков;Динамо Махачкала;227;91;АП Ц;-;-;1.00;-;0 %;-;1.00;-;-;-;-;-;-;1.00;1.00;0.32;31.00;84 %;1.00;0 %;2.00;0 %;7.00;86 %;1.00;100 %;-;-;2.00;100 %;3.00;0 %;5.00;-;-;4.00;-;-;15.00;27 %;8.00;25 %;7.00;29 %;2.00;0 %;3.00;0 %;-;-;6.00;33 %;5.00;8.00;1;1.00;1.00;-;61.00;45.00;74 %;100 %;-;-;-;0.32;0.32;-;0.00;1.98;1.35;0.63;-;-;26.00;-;-;6.00;1.00;-;2.00;-;4.00;2.00;2.00;-;-;-;2.00
Павел Горелов;КамАЗ Набережные Челны;207;91;П ЛЦ;-;-;-;-;-;-;3.00;-;-;1.00;1.00;-;-;2.00;1.00;0.19;22.00;73 %;-;-;1.00;0 %;7.00;100 %;-;-;-;-;2.00;100 %;-;-;6.00;1.00;2.00;2.00;-;-;14.00;43 %;10.00;30 %;4.00;75 %;1.00;0 %;3.00;67 %;1.00;100 %;6.00;17 %;2.00;4.00;1;1.00;1.00;-;46.00;29.00;63 %;50 %;-;1.00;-;0.31;0.10;-;0.00;0.65;1.60;-0.95;-;-;16.00;-;-;7.00;-;-;2.00;-;6.00;3.00;3.00;-;2.00;1.00;1.00
Артём Котик;Нефтехимик Нижнекамск;154;88;Ф Ц;-;-;-;-;-;-;1.00;1.00;-;-;-;-;1.00;1.00;-;0.04;20.00;70 %;-;-;1.00;0 %;3.00;67 %;-;-;-;-;1.00;0 %;3.00;67 %;10.00;3.00;-;-;-;1.00;16.00;19 %;2.00;0 %;14.00;21 %;10.00;10 %;1.00;100 %;-;-;-;-;-;2.00;1;1.00;1.00;-;40.00;20.00;50 %;0 %;1.00;-;-;0.07;0.04;-;0.00;0.11;1.33;-1.22;-;-;14.00;-;-;2.00;-;-;-;2.00;3.00;-;3.00;1.00;1.00;-;-
Дмитрий Самойлов;Шинник;239;88;АП Л;1.00;-;3.00;1.00;33 %;-;2.00;3.00;-;-;-;-;-;2.00;1.00;0.30;23.00;65 %;1.00;100 %;3.00;33 %;5.00;60 %;1.00;0 %;-;-;2.00;100 %;5.00;40 %;11.00;-;1.00;1.00;-;2.00;18.00;39 %;7.00;29 %;11.00;45 %;6.00;17 %;3.00;67 %;-;-;1.00;100 %;7.00;4.00;1;1.00;1.00;-;57.00;36.00;63 %;50 %;1.00;-;-;0.97;0.15;0.30;3.33;1.35;1.53;-0.18;0.16;0.16;15.00;1.00;1.00;3.00;-;-;2.00;2.00;7.00;2.00;5.00;1.00;2.00;-;1.00
Олег Дмитриев;Родина Москва;203;86;ЗП ПЦ;-;-;-;-;-;-;1.00;-;-;-;-;-;-;1.00;1.00;0.04;54.00;91 %;-;-;-;-;11.00;91 %;3.00;67 %;1.00;0 %;8.00;88 %;2.00;50 %;6.00;3.00;1.00;4.00;3.00;-;12.00;33 %;6.00;50 %;6.00;17 %;-;-;-;-;-;-;1.00;100 %;1.00;7.00;1;1.00;1.00;-;76.00;62.00;82 %;100 %;-;-;-;0.08;0.04;-;0.00;1.33;0.11;1.22;-;-;49.00;-;-;10.00;2.00;-;7.00;1.00;4.00;3.00;1.00;-;-;-;1.00
Максим Бачинский;Ленинградец;234;84;Ф Ц;1.00;-;2.00;1.00;50 %;1.00;2.00;-;-;-;-;-;-;2.00;2.00;0.53;9.00;56 %;-;-;-;-;2.00;0 %;-;-;-;-;2.00;50 %;-;-;22.00;3.00;1.00;2.00;1.00;-;30.00;10 %;3.00;0 %;27.00;11 %;19.00;11 %;1.00;100 %;1.00;100 %;-;-;2.00;1.00;1;1.00;1.00;-;45.00;13.00;29 %;100 %;-;-;-;-;0.27;0.53;1.89;0.90;0.63;0.27;-;-;5.00;-;-;-;-;-;1.00;-;3.00;-;3.00;2.00;1.00;1.00;-
Виталий Горулев;Ленинградец;198;84;ЗП ПЦ;-;-;-;-;-;-;1.00;1.00;-;-;-;-;-;1.00;-;0.07;42.00;74 %;-;-;-;-;12.00;58 %;1.00;100 %;-;-;7.00;43 %;3.00;67 %;10.00;4.00;1.00;6.00;3.00;-;15.00;53 %;10.00;50 %;5.00;60 %;1.00;0 %;-;-;-;-;6.00;67 %;7.00;11.00;1;1.00;1.00;-;77.00;57.00;74 %;0 %;-;1.00;-;0.06;0.07;-;0.00;0.90;0.63;0.27;0.03;0.03;31.00;-;-;7.00;1.00;-;3.00;2.00;8.00;5.00;3.00;-;-;-;4.00
Абдуллахи Самину Квари;Динамо Махачкала;244;83;ЗП ЛЦ;1.00;-;2.00;1.00;50 %;-;2.00;2.00;-;-;-;-;-;3.00;2.00;0.40;49.00;80 %;1.00;0 %;1.00;0 %;11.00;45 %;3.00;67 %;-;-;5.00;60 %;2.00;0 %;11.00;2.00;-;6.00;4.00;3.00;21.00;52 %;11.00;45 %;10.00;60 %;9.00;44 %;5.00;80 %;1.00;100 %;4.00;50 %;7.00;3.00;1;1.00;1.00;-;87.00;66.00;76 %;67 %;-;1.00;-;-;0.13;0.40;2.50;1.53;1.32;0.21;-;-;39.00;-;-;5.00;2.00;-;3.00;-;11.00;5.00;6.00;4.00;4.00;1.00;2.00
Сослан Кагермазов;Динамо Махачкала;200;83;ЗП П;-;-;-;-;-;-;-;1.00;1.00;2.00;1.00;-;-;1.00;-;0.16;35.00;71 %;1.00;0 %;1.00;0 %;14.00;64 %;3.00;67 %;1.00;100 %;11.00;73 %;6.00;50 %;5.00;1.00;-;3.00;2.00;-;6.00;83 %;6.00;83 %;-;-;1.00;0 %;-;-;-;-;5.00;100 %;3.00;5.00;1;1.00;1.00;-;50.00;38.00;76 %;0 %;1.00;-;-;0.21;0.16;-;0.00;1.53;1.32;0.21;0.22;0.22;25.00;-;-;9.00;2.00;1.00;8.00;3.00;5.00;5.00;-;-;-;-;5.00
Максим Храмцов;Динамо Махачкала;223;83;ЗП Л;-;-;-;-;-;1.00;1.00;1.00;-;1.00;-;-;1.00;2.00;-;0.16;47.00;72 %;1.00;100 %;6.00;17 %;5.00;40 %;2.00;50 %;-;-;1.00;0 %;8.00;50 %;4.00;2.00;-;2.00;-;1.00;10.00;70 %;4.00;50 %;6.00;83 %;6.00;67 %;1.00;100 %;1.00;100 %;-;-;2.00;5.00;1;1.00;1.00;-;67.00;49.00;73 %;0 %;2.00;-;-;0.69;0.08;-;0.00;1.53;1.32;0.21;0.47;0.47;34.00;1.00;1.00;2.00;1.00;-;-;4.00;7.00;2.00;5.00;4.00;1.00;1.00;-
Ислам Машуков;Алания Владикавказ;248;83;Ф Ц;1.00;-;2.00;1.00;50 %;2.00;-;-;-;-;-;-;1.00;3.00;2.00;0.45;12.00;75 %;1.00;100 %;-;-;5.00;80 %;-;-;-;-;2.00;100 %;1.00;100 %;6.00;1.00;-;1.00;-;1.00;9.00;56 %;-;-;9.00;56 %;5.00;60 %;2.00;100 %;2.00;100 %;-;-;2.00;-;1;1.00;1.00;-;27.00;19.00;70 %;67 %;-;1.00;-;0.15;0.15;0.45;2.22;1.15;1.1;0.14;-;-;9.00;1.00;-;4.00;-;-;2.00;1.00;5.00;-;5.00;3.00;2.00;2.00;-
Заур Тарба;Алания Владикавказ;206;83;ЗП ПЦ;-;-;-;-;-;1.00;1.00;2.00;-;1.00;-;-;-;2.00;-;0.05;26.00;69 %;2.00;50 %;-;-;9.00;44 %;1.00;0 %;-;-;1.00;0 %;2.00;50 %;5.00;-;-;3.00;2.00;1.00;11.00;55 %;8.00;38 %;3.00;100 %;2.00;50 %;2.00;100 %;1.00;100 %;4.00;25 %;3.00;9.00;1;1.00;1.00;-;53.00;38.00;72 %;0 %;2.00;-;-;0.29;0.03;-;0.00;1.15;1.1;0.14;0.12;0.06;18.00;1.00;-;4.00;-;-;-;1.00;6.00;3.00;3.00;1.00;2.00;1.00;1.00
Данил Полубояринов;ФК Волгарь;178;81;АП Л;-;-;-;-;-;-;1.00;-;-;-;-;-;-;-;-;-;16.00;69 %;1.00;0 %;1.00;0 %;5.00;20 %;1.00;0 %;-;-;1.00;100 %;2.00;0 %;8.00;2.00;-;2.00;2.00;-;17.00;41 %;5.00;80 %;12.00;25 %;6.00;33 %;4.00;0 %;2.00;0 %;2.00;50 %;2.00;2.00;1;1.00;1.00;-;37.00;22.00;59 %;-;-;-;-;-;-;-;-;0.34;0.44;-0.10;0.04;0.04;11.00;-;-;1.00;-;-;1.00;-;7.00;4.00;3.00;2.00;-;-;1.00
Владислав Руденко;Черноморец;189;81;Ф Ц;-;-;1.00;-;0 %;-;1.00;2.00;-;-;-;-;1.00;2.00;1.00;0.48;12.00;75 %;1.00;0 %;-;-;1.00;100 %;-;-;-;-;1.00;100 %;1.00;100 %;5.00;-;1.00;1.00;1.00;1.00;13.00;31 %;1.00;0 %;12.00;33 %;3.00;33 %;3.00;67 %;3.00;67 %;-;-;1.00;1.00;1;1.00;1.00;-;31.00;17.00;55 %;50 %;-;1.00;-;0.17;0.24;-;0.00;1.25;0.62;0.63;-;-;9.00;-;-;1.00;-;-;1.00;1.00;4.00;-;4.00;1.00;2.00;2.00;-
Александр Канаплин;Енисей Красноярск;237;80;Ф ЛЦ;1.00;-;2.00;1.00;50 %;1.00;-;-;-;-;1.00;-;-;4.00;3.00;0.67;24.00;92 %;-;-;1.00;0 %;5.00;60 %;3.00;100 %;-;-;-;-;-;-;9.00;1.00;1.00;2.00;2.00;2.00;18.00;22 %;4.00;75 %;14.00;7 %;5.00;0 %;3.00;33 %;3.00;33 %;3.00;67 %;3.00;3.00;1;1.00;1.00;-;54.00;36.00;67 %;75 %;-;1.00;-;-;0.17;0.67;1.49;1.35;1.26;0.09;-;-;22.00;-;-;3.00;3.00;-;-;-;4.00;3.00;1.00;-;1.00;1.00;2.00
Илья Сериков;Сокол Саратов;199;78;ЗП ЛЦ;-;-;-;-;-;-;1.00;2.00;-;-;1.00;-;-;-;-;-;36.00;83 %;-;-;-;-;6.00;50 %;-;-;-;-;-;-;1.00;0 %;6.00;2.00;1.00;1.00;-;3.00;11.00;64 %;7.00;86 %;4.00;25 %;5.00;80 %;-;-;-;-;-;-;2.00;5.00;1;1.00;1.00;-;58.00;47.00;81 %;-;-;-;-;-;-;-;-;0.49;0.90;-0.41;0.02;0.01;30.00;-;-;3.00;-;-;-;-;7.00;6.00;1.00;4.00;-;-;-
